"Aaron Kälin","Staufferstrasse 96
5052 Val-de-Travers" 
"Nina Arnold","Hoffmannstrasse 18
8819 Mendrisio"
"Kastriot Frei-Sutter","Grossstrasse 984
7413 Regensdorf"
"Karl-Heinz Bättig","Rüeggstrasse 50
7176 Meilen"
"Dennis Scheidegger","Siegriststrasse 99
2222 Kreuzlingen"
"Ilenia Seiler","Schürchstrasse 8
3001 Steffisburg"
"Edith Peter Lehmann","Schmidtstrasse 8
9442 Weinfelden"
"Raphaela Lanz","Christenstrasse 36
5466 Uzwil"
"Marie-Laure Weibel-Hunziker","Ammannstrasse 3
7587 Wallisellen"
"Sanije Steiner","Bolligerstrasse 28
6292 Küsnacht"
"Gaëlle Stöckli","Schärstrasse 6
9276 Schwyz"
"Pasquale Kunz","Langstrasse 71
7629 Freiburg"
"Emily Näf Felder","Thommenstrasse 980
9417 Binningen"
"Kim Lustenberger","Stutzstrasse 34
5375 La Chaux-de-Fonds"
"Detlef Gfeller","Scherrerstrasse 259
2174 Glarus"
"Martin Schuler","Lüscherstrasse 761
6958 Siders"
"Amar Fischer","Kaiserstrasse 72
9653 Affoltern"
"Ingrid Marti","Stockerstrasse 800
3594 Lausanne"
"Jiri Fankhauser","Suterstrasse 61
6536 Allschwil"
"Nenad Stucki","Ammannstrasse 28
3043 Arbon"
"Blanka Schmid","Hermannstrasse 90
3044 Weinfelden"
"Annick Giger","Steffenstrasse 8
9812 Bellinzona"
"Aylin Huber","Stockerstrasse 2
1469 Zug"
"Yvonne Pfister","Ernststrasse 671
8274 Winterthur"
"Diana Ferrari","Gutstrasse 65
2192 Hinwil"
"Coralie Maurer","Moserstrasse 384
9671 Möhlin"
"Gebhard Lustenberger","Betschartstrasse 9
6307 Genf"
"Prof. Jasmine Studer","Kägistrasse 457
1494 Basel"
"Dr. Esther Stöckli","Bergerstrasse 47
7747 Sursee"
"Egzon Lutz","Stadelmannstrasse 41
1094 Wetzikon"
"Martina Eichenberger Peter","Albrechtstrasse 111
5897 Olten"
"Thérèse Haas Seiler","Stadelmannstrasse 34
9266 Yverdon-les-Bains"
"Khadija Leu","Flückigerstrasse 997
7987 Maur"
"Aldo Hasler","Stalderstrasse 24
1912 Hinwil"
"Diana Fuchs Weber","Stettlerstrasse 88
4618 Küssnacht"
"Sybille Egger","Spörristrasse 66
1378 Steffisburg"
"Tobias Kälin","Stettlerstrasse 6
3476 Zofingen"
"Prof. Paola Erni","Kuhnstrasse 848
8130 Le Grand-Saconnex"
"Vittoria Bauer-Aebi","Fankhauserstrasse 67
6929 Amriswil"
"Giuseppe Meili","Hürlimannstrasse 14
7389 Spiez"
"Vladimir Meier","Bärstrasse 94
5827 Worb"
"Maryse Forster Walter","Kellerstrasse 54
8329 Münchenstein"
"François Iten","Baurstrasse 64
4254 Illnau-Effretikon"
"Dr. Dolores Baumgartner","Wegmannstrasse 91
5553 Freienbach"
"Diana Hürlimann","Bättigstrasse 243
5905 Männedorf"
"Prof. Greta Roos","Ernststrasse 18
6973 Urdorf"
"Angélique Haas","Kaiserstrasse 50
5739 Thun"
"Dieter Wehrli","Lustenbergerstrasse 829
2846 Bern"
"Georgios Michel-Fehr","Hürlimannstrasse 1
2294 Meilen"
"Timea Friedli Kägi","Zinggstrasse 34
8125 Arbon"
"Branka Leu","Islerstrasse 39
8756 Brugg"
"Lena Baumann","Wüthrichstrasse 73
3203 Steffisburg"
"Driton Hürlimann","Walderstrasse 93
1676 Aigle"
"Nevio Jost","Siegriststrasse 1
8934 Stäfa"
"Diar Schärer","Jennistrasse 750
4541 Bulle"
"Katarzyna Stucki","Schochstrasse 56
3695 Baden"
"Dr. Emre Zollinger","Sigriststrasse 832
3667 Villars-sur-Glâne"
"Prof. Ruben Schnyder","Zimmermannstrasse 6
9202 Sarnen"
"Carsten Bernasconi","Schallerstrasse 200
5969 Yverdon-les-Bains"
"Yolande Wegmann","Forsterstrasse 31
5201 Glarus"
"Ralph Thommen","Bieristrasse 18
8509 Riehen"
"Domenica Stadelmann","Felderstrasse 55
5184 Volketswil"
"Sandro Kuhn-Gfeller","Stockerstrasse 50
4669 Veyrier"
"Dr. Melissa Forster","Rothstrasse 868
1196 Ostermundigen"
"Didier Fischer","Bolligerstrasse 883
4010 Renens"
"Rosario Wirth","Schochstrasse 9
1504 Amriswil"
"Prof. Heinz Pfister","Hofmannstrasse 77
7412 Rüti"
"Gerd Stadelmann-Bär","Zürcherstrasse 28
8576 Freienbach"
"Nelio Hunziker-Walder","Schweizerstrasse 19
4918 Glarus"
"Irfan Kägi","Schärstrasse 436
4639 Lutry"
"Claude Thommen-Probst","Eugsterstrasse 83
4690 Yverdon-les-Bains"
"Liliane Maurer","Eichenbergerstrasse 35
7807 Lenzburg"
"Elisabete Weber","Hoffmannstrasse 61
1159 Grenchen"
"Louis Roos","Schaubstrasse 58
7220 Glarus"
"Diego Flückiger","Roosstrasse 300
9620 Maur"
"Jasmin Suter","Hermannstrasse 24
5487 Meyrin"
"Hannelore Hoffmann","Geigerstrasse 16
4450 Buchs"
"Olivier Hafner","Schwarzstrasse 53
4321 Birsfelden"
"Marcel Hafner","Maurerstrasse 63
8982 Zollikon"
"Naomi Fuchs Egli","Gfellerstrasse 529
1651 Plan-les-Ouates"
"Sean Hafner","Schmidstrasse 945
1533 Burgdorf"
"Dr. Myriam Mettler","Bättigstrasse 6
9238 Monthey"
"Sedat Martin","Freystrasse 112
3501 Zug"
"Elia Kunz-Baur","Geigerstrasse 64
8754 Winterthur"
"Dieter Lang","Beckstrasse 70
3328 Wil"
"Enrico Bucher","Schürchstrasse 5
5736 Münsingen"
"Ilija Stadelmann","Winklerstrasse 48
2375 Le Grand-Saconnex"
"Nives Schäfer Steiger","Imhofstrasse 11
8942 Dietikon"
"Charlotte Lüthi Steffen","Wirzstrasse 99
1734 Oftringen"
"Miran Frey","Schwabstrasse 49
4152 Versoix"
"Kirsten Arnold Benz","Sutterstrasse 36
6539 Nyon"
"Hansjürg Grob","Mettlerstrasse 2
3900 Basel"
"Claus Schweizer","Fehrstrasse 2
3588 Locarno"
"Tom Schweizer-Jäggi","Herzogstrasse 209
1267 Naters"
"Dieter Senn","Kaufmannstrasse 20
3146 Romanshorn"
"Sylviane Kohler Stettler","Haslerstrasse 12
5222 Pratteln"
"Hassan Weibel","Toblerstrasse 401
5635 Montreux"
"Dominique Tanner Schaller","Forsterstrasse 6
1446 Bulle"
"Arno Hasler","Roosstrasse 44
4432 Bulle"
"Marine Hofmann","Ernistrasse 42
7990 Wohlen"
"Nelly Lehmann-Hirt","Gloorstrasse 99
3301 Richterswil"
"Ledion Hofer","Kernstrasse 1
1893 Gland"
"Medina Stauffer Leunberger","Flückigerstrasse 2
2784 Le Grand-Saconnex"
"Goran Tobler","Vogtstrasse 65
8563 Olten"
"Dietmar Moser","Wüthrichstrasse 5
6379 Montreux"
"Gerardo Bättig-Stöckli","Schmidtstrasse 84
7346 Glarus"
"Raymonde Burri","Leunbergerstrasse 93
5369 Dübendorf"
"Cristina Fehr","Schwarzstrasse 7
7697 Langenthal"
"Jean Martin-Bader","Stettlerstrasse 81
1509 Neuhausen"
"Hildegard Kessler Walder","Schlatterstrasse 19
8329 Wallisellen"
"Jaron Frey","Kohlerstrasse 2
1773 Oberwil"
"Liridon Studer","Christenstrasse 41
6281 Steffisburg"
"Ewald Jost-Hartmann","Beckstrasse 53
5568 Spreitenbach"
"Sasa Leunberger","Rüeggstrasse 24
1371 Aarau"
"Dietrich Bättig-Schär","Grafstrasse 44
5602 Solothurn"
"Christoph Hermann","Weberstrasse 92
1328 Belp"
"Mirsad Meister","Geigerstrasse 1
4244 Cham"
"Dr. Noemi Schneider","Wettsteinstrasse 55
9533 Delsberg"
"Prof. Damjan Christen","Braunstrasse 94
2941 Kriens"
"Marie-Christine Gross","Bucherstrasse 50
4257 Romanshorn"
"Ilija Zürcher","Fankhauserstrasse 17
4731 Münchenstein"
"Inge Meili","Wyssstrasse 156
9468 Baar"
"Ivica Lanz","Gfellerstrasse 69
7307 Wallisellen"
"Marie-Louise Keller","Tannerstrasse 7
5937 Vevey"
"Dietrich Weibel","Wirthstrasse 9
1596 Aarau"
"Alisa Keller","Schwabstrasse 92
5042 Sitten"
"Helene Weber","Schweizerstrasse 79
8795 Münchenstein"
"Dr. Marion Wyss","Felderstrasse 10
5547 Glarus"
"Elsa Hürlimann","Lüthistrasse 29
9448 Villars-sur-Glâne"
"Prof. Ariana Baumann","Baumgartnerstrasse 83
8836 Lyss"
"Brigitte Hofer","Hessstrasse 36
4362 Suhr"
"Ulrich Fuchs-Geiger","Hauserstrasse 63
3999 Küsnacht"
"Jannis Hirt-Hofstetter","Bucherstrasse 67
4123 Romanshorn"
"Romane Wolf","Sigriststrasse 30
6181 Steffisburg"
"Dilara Widmer","Baumgartnerstrasse 7
7234 Versoix"
"Drilon Schwarz","Bernasconistrasse 82
2698 Ittigen"
"Dr. Michael Zbinden","Steigerstrasse 34
3365 Wald"
"Catherine Stauffer Hotz","Lehmannstrasse 330
1450 Wädenswil"
"Prof. Irina Suter","Meilistrasse 75
6963 Delsberg"
"Oskar Stutz","Tannerstrasse 1
8464 Bülach"
"Lisette Ammann Siegrist","Lustenbergerstrasse 398
1115 Montreux"
"Elena Hirt","Wirzstrasse 92
2973 Ebikon"
"Filipa Blaser","Wegmannstrasse 115
8542 Ostermundigen"
"David Lanz","Leustrasse 20
5909 Thalwil"
"Dimitrios Walder","Fischerstrasse 35
3766 Steinhausen"
"Elsa Sidler","Roosstrasse 64
9972 Plan-les-Ouates"
"Dr. Arlette Schweizer","Wagnerstrasse 180
9007 Liestal"
"Silvio Geiger","Gigerstrasse 56
3127 Steffisburg"
"Benjamin Kälin","Gigerstrasse 78
7457 Spreitenbach"
"Prof. Margarete Meili","Hugstrasse 7
7576 Freiburg"
"Ken Friedli","Wengerstrasse 86
2286 Lancy"
"Gianna Sidler","Itenstrasse 2
3112 Birsfelden"
"Julia Kaufmann","Rothstrasse 62
2005 Monthey"
"Tobias Felder-Steiner","Kunzstrasse 6
5146 Sitten"
"Dimitrios Widmer","Ritterstrasse 798
2493 Bassersdorf"
"Dr. Arnold Kohler","Fehrstrasse 8
2051 Bernex"
"Nancy Schumacher","Knechtstrasse 64
5679 Grenchen"
"Javier Huber","Rothstrasse 97
3642 Einsiedeln"
"Mélanie Mäder","Fuchsstrasse 1
1191 Hinwil"
"Federica Forster Gloor","Flückigerstrasse 8
1713 Baar"
"Evelin Haas Widmer","Eichenbergerstrasse 64
9220 Kloten"
"Regine Steffen Stalder","Lüthistrasse 49
1034 Aarau"
"Prof. German Graf","Wirzstrasse 1
7043 Spreitenbach"
"Alfons Martin","Wirthstrasse 228
3386 Binningen"
"Diogo Schärer-Hodel","Mettlerstrasse 27
1488 Suhr"
"Beatriz Mayer","Seilerstrasse 712
5972 Uzwil"
"Marcin Keller","Ernststrasse 88
8136 Ostermundigen"
"Gabor Meister","Hodelstrasse 20
5618 Lutry"
"Mona Ott","Kohlerstrasse 6
4952 Emmen"
"Katrin Lehmann","Kesslerstrasse 55
3618 Vernier"
"Tuana Stucki","Amreinstrasse 20
4106 Maur"
"Prof. Egzon Stucki","Flückigerstrasse 378
7441 Thalwil"
"Fatima Tanner-Ott","Roosstrasse 96
6487 Renens"
"Eliane Furrer-Widmer","Sutterstrasse 7
5568 Freiburg"
"Dion Huber","Winklerstrasse 5
7012 Gossau"
"Romy Rüegg","Hessstrasse 84
6056 Val-de-Ruz"
"Kai Zollinger","Schallerstrasse 7
2718 Wohlen"
"Severin Meier","Näfstrasse 77
4475 Freienbach"
"Agnese Käser","Schürchstrasse 52
7857 Lugano"
"Sam Wyss","Schnyderstrasse 78
3365 Baar"
"Birgit Favre","Meilistrasse 340
4353 Spiez"
"Bruna Lutz","Lehmannstrasse 52
2966 Spreitenbach"
"Livia Fuchs","Stalderstrasse 380
9309 Kloten"
"Giancarlo Schäfer","Zehnderstrasse 550
7908 Uzwil"
"Dion Schaub","Tannerstrasse 43
5655 Herisau"
"Burim Felder","Zbindenstrasse 51
6815 Chêne-Bougeries"
"Amalia Bieri-Egli","Walderstrasse 98
6467 Zollikofen"
"Graziella Hess-Hauser","Schaubstrasse 95
1880 Bülach"
"Hava Schürch","Wirthstrasse 8
3554 Münsingen"
"Gudrun Bättig","Schmidstrasse 70
3638 Steinhausen"
"Gustav Steinmann","Frickstrasse 15
9904 Küsnacht"
"Dunja Schumacher","Eugsterstrasse 8
4210 Schaffhausen"
"Priska Brun-Schwab","Baurstrasse 948
8517 Aigle"
"Ute Jäggi Keller","Wengerstrasse 33
6541 Ecublens"
"Dolores Hasler","Schenkstrasse 92
1882 Küsnacht"
"Solange Sutter","Hugstrasse 627
3223 Bernex"
"Kamil Schäfer","Kohlerstrasse 601
3076 Siders"
"Amir Bauer","Schmidstrasse 184
3033 Muttenz"
"Jon Furrer","Schärstrasse 15
7198 Lancy"
"Giulio Eugster","Bucherstrasse 84
2283 Carouge"
"Beatrix Hofmann","Meyerstrasse 440
7602 Schwyz"
"Tristan Jäggi","Bauerstrasse 80
1895 Dübendorf"
"Wolfgang Lüscher","Grossstrasse 16
6821 Thônex"
"Ludwig Berger","Schwabstrasse 60
3147 Kreuzlingen"
"Domenica Stocker Schäfer","Hoferstrasse 31
8088 Adliswil"
"Lya Rey-Ferrari","Braunstrasse 68
5069 Arth"
"Vinzenz Vogt","Haasstrasse 98
9269 Schwyz"
"Lorenz Braun","Winklerstrasse 20
5942 Risch"
"Felix Hofer","Gloorstrasse 24
3815 Prilly"
"Jannis Ackermann","Wegmannstrasse 5
7869 Lutry"
"Marilena Knecht","Blumstrasse 4
9666 Glarus"
"Prisca Zürcher","Schnyderstrasse 923
8011 Liestal"
"Ismail Leunberger","Winklerstrasse 68
9908 Brig-Glis"
"Aude Fischer","Braunstrasse 96
3835 Veyrier"
"Domenico Bianchi","Wagnerstrasse 35
7576 Bülach"
"Dardan Ammann","Maurerstrasse 80
7302 Regensdorf"
"Juana Bär","Schallerstrasse 2
4287 Wetzikon"
"Marcello Tobler","Bolligerstrasse 54
4282 Küssnacht"
"Jonah Bauer","Hermannstrasse 67
3196 Allschwil"
"Jane Schweizer Stadelmann","Gasserstrasse 689
9012 Wohlen"
"Dr. Jovana Furrer","Weberstrasse 77
7083 Plan-les-Ouates"
"Lynn Egli Fankhauser","Mayerstrasse 97
1462 Männedorf"
"Eleni Hofer","Kaiserstrasse 833
3928 Wädenswil"
"Teresa Fehr","Freistrasse 94
8446 Oftringen"
"Domingos Erni","Jäggistrasse 9
3898 Zürich"
"Prof. Teresa Stutz","Walterstrasse 82
4510 Genf"
"Murat Wagner","Imhofstrasse 21
1794 Münsingen"
"Moira Siegrist","Hafnerstrasse 97
5656 Illnau-Effretikon"
"Jutta Jost","Kernstrasse 811
3913 Wallisellen"
"Burim Stutz","Widmerstrasse 531
7162 Aesch"
"Tomislav Hasler","Staufferstrasse 20
4424 Biel/Bienne"
"Predrag Tanner","Hauserstrasse 795
9982 Meyrin"
"Noëmi Schuler","Schnyderstrasse 5
8282 Horgen"
"Zoé Mäder","Mayerstrasse 43
2475 Wallisellen"
"Domingos Friedli","Bieristrasse 2
9222 St. Gallen"
"Yasin Schäfer","Scheideggerstrasse 607
5902 Villars-sur-Glâne"
"Heiko Aebi","Schwarzstrasse 515
5091 Uzwil"
"Lutz Stettler","Meisterstrasse 20
5249 Winterthur"
"Stella Fuchs-Schürch","Lehmannstrasse 90
9010 Siders"
"Hildegard Bernasconi Bachmann","Gasserstrasse 129
6995 Baden"
"Tibor Sidler","Michelstrasse 533
4019 Cham"
"Wanda Schnyder","Eugsterstrasse 68
9011 Bernex"
"Prof. Ferenc Hauser","Kuhnstrasse 429
3456 Luzern"
"Sina Walder Wehrli","Käserstrasse 90
5080 Lancy"
"Dominique Bär-Vogel","Huberstrasse 4
9608 Locarno"
"Vivienne Rüegg Bolliger","Schlatterstrasse 13
1357 Illnau-Effretikon"
"Hatice Bernasconi Jäggi","Ammannstrasse 48
2504 Payerne"
"Adriano Eichenberger","Wegmannstrasse 218
4431 Rüti"
"Albina Stucki Graf","Ottstrasse 23
4281 Münchenstein"
"Tatiana Herzog Küng","Wehrlistrasse 2
2673 Neuhausen"
"Istvan Maurer","Steinerstrasse 65
5620 Lenzburg"
"Ronny Benz","Hugstrasse 74
3698 Schwyz"
"Marie-Laure Stauffer","Schärstrasse 4
3156 Solothurn"
"Gazmend Eichenberger","Peterstrasse 5
4124 Bulle"
"Dominique Hotz","Zieglerstrasse 33
9812 Arth"
"Catarina Lutz","Grafstrasse 7
2789 Muri"
"Dr. Marica Zbinden","Blumstrasse 21
8889 Arth"
"Hussein Lutz","Hugstrasse 1
6813 Martigny"
"Marcela Wolf Baumann","Suterstrasse 610
9510 Wädenswil"
"Ariana Frick","Pfisterstrasse 643
3200 Horw"
"Lejla Peter Braun","Arnoldstrasse 15
5341 Davos"
"Kathrin Tobler","Wirzstrasse 65
6296 Montreux"
"Marisa Blaser","Steigerstrasse 31
9386 Illnau-Effretikon"
"Dominique Hofstetter","Meierstrasse 69
6854 Lancy"
"Dominique Stocker","Roosstrasse 43
8157 Schaffhausen"
"Lena Burri-Stadelmann","Küngstrasse 87
1269 Zollikofen"
"Xaver Zingg-Wolf","Schenkstrasse 42
6552 Wallisellen"
"Dr. Marielle Jenni","Schmidtstrasse 5
9127 Prilly"
"Celina Walter Martin","Hofstetterstrasse 86
4102 Weinfelden"
"Sereina Knecht","Langstrasse 952
7202 Zollikon"
"Wilfried Schürch-Lehmann","Felderstrasse 719
3905 Aigle"
"Aurelia Giger","Hoferstrasse 61
3370 Rapperswil-Jona"
"Chloé Amrein","Staufferstrasse 39
3772 Mendrisio"
"Lejla Maier Schoch","Baurstrasse 4
4870 Glarus"
"Dominique Wolf","Gfellerstrasse 7
8715 Grenchen"
"Hildegard Mettler","Hugstrasse 65
5851 Basel"
"Philip Hunziker","Hofmannstrasse 24
1861 Pfäffikon"
"Thorsten Meister","Burristrasse 93
4707 Münchenbuchsee"
"Sandra Spörri","Staubstrasse 962
4758 Romanshorn"
"Fabiana Schumacher-Bühler","Kohlerstrasse 89
7922 Spiez"
"Vanessa Hürlimann Hunziker","Müllerstrasse 194
9240 Suhr"
"Margarita Näf","Wegmannstrasse 82
3484 Sarnen"
"António Wagner","Bieristrasse 481
5238 Dübendorf"
"Nick Schlatter-Haas","Steigerstrasse 85
2534 Aigle"
"Donat Spörri-Hoffmann","Fischerstrasse 3
6235 Hinwil"
"Giuliana Graf","Martinstrasse 2
7350 Luzern"
"Cristiano Stucki","Schlatterstrasse 227
2599 Sursee"
"Anna Knecht","Bauerstrasse 864
9639 Gland"
"Manuela Bauer","Burristrasse 46
5359 Lenzburg"
"Asia Ferrari","Kägistrasse 99
7633 Bellinzona"
"Pascale Bolliger","Küngstrasse 959
2750 Reinach"
"Ute Arnold-Ritter","Beckstrasse 1
3349 Onex"
"Regine Hess","Spörristrasse 31
9712 Oftringen"
"Romana Steinmann","Zürcherstrasse 52
2226 Uzwil"
"Donato Ott","Hartmannstrasse 56
5283 Arbon"
"Lynn Peter","Sidlerstrasse 93
4251 Monthey"
"Leona Hug","Frickstrasse 1
7758 Lyss"
"Renzo Lüthi","Beckstrasse 795
3061 Belp"
"Agnieszka Lutz","Schwarzstrasse 1
9691 Frauenfeld"
"Carmelo Pfister","Hunzikerstrasse 42
3078 Winterthur"
"Isidor Schaller","Hürlimannstrasse 148
7280 Opfikon"
"Grace Müller","Baurstrasse 17
3580 Herisau"
"Matilda Graf","Lanzstrasse 2
3704 Volketswil"
"Mattia Eichenberger","Baumannstrasse 6
3513 Zofingen"
"Donato Schmid","Joststrasse 52
7330 Kriens"
"Steven Ackermann","Eglistrasse 1
5234 Belp"
"Annamaria Zbinden Braun","Rüeggstrasse 6
5677 Zollikofen"
"Benedikt Iten","Wegmannstrasse 952
5581 Horgen"
"Istvan Jäggi-Stalder","Widmerstrasse 865
5114 Cham"
"Sandrine Baumgartner-Grob","Friedlistrasse 785
5662 Muri"
"Marie-Christine Fischer Isler","Stockerstrasse 11
8762 Herisau"
"Florian Fuchs","Lustenbergerstrasse 30
7899 Sitten"
"Alissa Kaufmann","Albrechtstrasse 7
5826 Val-de-Ruz"
"Jean Lehmann","Hodelstrasse 9
5986 Rapperswil-Jona"
"Donato Wegmann","Müllerstrasse 73
3369 Yverdon-les-Bains"
"Miguel Frick","Baurstrasse 21
4411 Chur"
"Erina Kohler-Iten","Hoffmannstrasse 26
7157 Sursee"
"Melisa Wegmann","Hartmannstrasse 72
4814 Dübendorf"
"Arta Ammann","Hermannstrasse 219
5068 Wald"
"Karl Rüegg","Hugstrasse 34
9245 Thalwil"
"Hamza Senn","Betschartstrasse 27
6358 Küsnacht"
"Matilde Gasser Hirt","Steigerstrasse 34
2117 Winterthur"
"Priska Sutter","Baumgartnerstrasse 93
6944 Steinhausen"
"Prof. Said Stocker","Bucherstrasse 1
7825 Richterswil"
"Dora Hafner-Senn","Bucherstrasse 6
1934 Morges"
"Prof. Kirsten Braun","Meilistrasse 511
8095 Wädenswil"
"Prof. Dalibor Fehr","Forsterstrasse 7
3176 Aigle"
"Gerd Christen","Lutzstrasse 46
4319 Münchenbuchsee"
"Aude Kälin Zehnder","Ernststrasse 24
7189 Kriens"
"Ivano Weber","Martistrasse 20
2577 Bern"
"Jean-Luc Senn","Eggerstrasse 82
3570 Ittigen"
"Teuta Eugster","Walderstrasse 405
5301 Lugano"
"Dr. Mauro Ott","Bucherstrasse 917
8506 Payerne"
"Musa Gut","Kägistrasse 994
4551 Belp"
"Dorian Baur-Schumacher","Staufferstrasse 721
6259 Chur"
"Leonardo Schlatter","Knechtstrasse 84
7586 Bulle"
"Alix Ziegler Wegmann","Schweizerstrasse 18
9293 Lugano"
"Debora Mettler","Bachmannstrasse 81
9727 Basel"
"Joaquim Tanner","Suterstrasse 89
7072 Val-de-Travers"
"Hansueli Steffen","Albrechtstrasse 640
8902 Vevey"
"Leyla Schaub","Fischerstrasse 18
5050 Carouge"
"Raffaella Felber Bachmann","Sutterstrasse 3
5533 Allschwil"
"Viviane Isler Beck","Sutterstrasse 2
6946 Baar"
"Josette Martin","Geigerstrasse 42
9542 Ittigen"
"Dorian Koch","Knechtstrasse 604
2612 Locarno"
"Amanda Forster-Scheidegger","Forsterstrasse 207
1122 Bern"
"Péter Berger","Wüthrichstrasse 928
4992 Langenthal"
"Dunja Wehrli","Ferraristrasse 93
8546 Frauenfeld"
"Dr. Luca Gerber","Hirtstrasse 9
4932 Horw"
"Ewa Baumann","Walderstrasse 5
8260 Volketswil"
"Margit Wüthrich","Wettsteinstrasse 692
1592 Montreux"
"Deborah Näf","Winklerstrasse 79
5658 Villars-sur-Glâne"
"Rita Hartmann","Hoferstrasse 57
2655 Thônex"
"Bernhard Betschart","Schenkstrasse 93
2764 Wädenswil"
"Doris Stalder","Zimmermannstrasse 43
9534 Münchenstein"
"German Gfeller","Fehrstrasse 57
2126 Aigle"
"Franziska Pfister","Bernasconistrasse 60
7770 Plan-les-Ouates"
"Umut Hess","Furrerstrasse 30
2955 Cham"
"Ada Ritter","Seilerstrasse 58
7022 Rüti"
"Mary Schweizer","Ernistrasse 178
1736 Flawil"
"Jaël Vogel-Bühlmann","Müllerstrasse 527
9806 Meyrin"
"Gil Aebi","Kellerstrasse 78
1274 Montreux"
"Lina Lüthi","Kuhnstrasse 747
8140 Romanshorn"
"Tessa Eichenberger","Küngstrasse 58
5438 Rüti"
"Doris Weibel","Stuckistrasse 197
8892 Muri"
"Ekrem Hess","Kesslerstrasse 4
5377 Reinach"
"Joël Bühler","Brunstrasse 6
3726 Riehen"
"Toni Schumacher","Mettlerstrasse 445
3255 Luzern"
"Océane Furrer-Suter","Kägistrasse 76
7139 Olten"
"Juan Kunz","Eichenbergerstrasse 82
3385 Dübendorf"
"Prof. Antje Kern","Schochstrasse 3
2221 Steffisburg"
"Hansruedi Sutter","Freistrasse 53
1908 Weinfelden"
"Philipp Hunziker","Gfellerstrasse 8
3812 Onex"
"Margit Ammann","Stettlerstrasse 676
2032 Herisau"
"Dr. Adriana Wegmann","Käserstrasse 74
7514 Freiburg"
"Mehmet Fehr","Flückigerstrasse 53
3771 Bellinzona"
"Arlette Staub-Frick","Moserstrasse 127
6523 Vernier"
"Colette Mettler","Baumgartnerstrasse 790
1764 Langenthal"
"Amela Imhof","Stockerstrasse 225
6886 Lutry"
"Antonina Grob","Bättigstrasse 906
3248 Martigny"
"Aude Frey","Bosshardstrasse 9
3302 Hinwil"
"Thea Schwarz","Schärstrasse 89
1106 Aarau"
"Maximilian Aebi","Bättigstrasse 40
6763 La Chaux-de-Fonds"
"Vania Egli","Stöcklistrasse 365
8143 Suhr"
"Dr. Aferdita Gross","Bauerstrasse 766
8852 Flawil"
"Prof. Veronica Schaller","Ottstrasse 75
9293 Sitten"
"Xaver Schürch","Kaiserstrasse 42
9657 Meilen"
"Ajla Kessler","Meilistrasse 416
9334 Wald"
"Marcel Zbinden","Wolfstrasse 15
5235 Thalwil"
"Kerstin Gloor","Bianchistrasse 58
4202 Bellinzona"
"Béatrice Imhof","Flückigerstrasse 94
6629 Romanshorn"
"Alessio Wüthrich","Staubstrasse 83
8237 Langenthal"
"Ralf Maurer-Frick","Mäderstrasse 27
7721 Uzwil"
"Katja Furrer","Eugsterstrasse 86
9888 Sarnen"
"Dr. Alessio Wagner","Siegriststrasse 6
9614 Uzwil"
"Alicia Baur","Langstrasse 55
4347 Gossau"
"Jan Hotz","Michelstrasse 40
9165 La Chaux-de-Fonds"
"Leonora Bianchi","Suterstrasse 47
7171 Nyon"
