"Aapo Niemi","Döbelninpolku 9
54183 Närpiö" 
"Paula Valtonen","Wäinö Aaltosen polku 56
80563 Teuva"
"Esko Alanko","Zaidankuja 91
67771 Lempäälä"
"Oskari Nikula","Ida Ekmanin polku 5
12872 Pello"
"Anne Leppänen","Lepolantie 4
19726 Rautjärvi"
"Olavi Lahtinen","Pyörökivenkuja 89
61460 Marttila"
"Ilmari Kokkonen","Kiitäjänkuja 8
97421 Seinäjoki"
"Marko Kähkönen","Walentin Chorellin katu 953
72559 Kivijärvi"
"Heikki Kinnunen","Kilpolanpolku 883
14847 Laihia"
"Tapio Nieminen","Hannukselankuja 54
16438 Ylöjärvi"
"Hannele Nurminen-Suomalainen","Kiitäjänkatu 10
02433 Kärsämäki"
"Niilo Tikkanen-Heiskanen","Uurtajankuja 672
68571 Sottunga"
"Heidi Pulkkinen","Salakkatie 383
44489 Kauniainen"
"Emilia Laurila","Agnetanbulevardi 49
14557 Pukkila"
"Juhani Väisänen","Iltatähdentie 85
24072 Tyrnävä"
"Juhani Pehkonen","Freesenpolku 092
18480 Hamina"
"Ilmari Lehtonen","Runokylänpolku 1
91653 Ypäjä"
"Päivi Suominen-Leinonen","Agnes Sjöbergin kuja 675
89365 Tuusula"
"Ritva Lehtinen-Toivonen","Oravakatu 40
61151 Aura"
"Pauliina Keskitalo-Ryynänen","Maneesikuja 400
86006 Jyväskylä"
"Taisto Nyman","Agronominpolku 39
37976 Huittinen"
"Kaarina Mustonen-Mattila","Wallininkatu 180
41322 Valtimo"
"Pentti Virtanen","Jyväpolku 77
84750 Tornio"
"Martti Pajunen-Honkanen","Wallininbulevardi 223
55983 Nurmijärvi"
"Vilho Koskela","Purjetuulenkuja 433
52603 Taivalkoski"
"Ida Vuori-Rantanen","Betonikatu 81
75332 Tervo"
"Ilmari Leino","Sahaajantie 324
52945 Lappajärvi"
"Päivi Laakkonen","Biologinpolku 3
45519 Lapinjärvi"
"Helinä Hietala","Ida Ekmanin katu 2
78278 Ähtäri"
"Johanna Pääkkönen-Korhonen","Saanatunturinkatu 26
55857 Posio"
"Olavi Virtanen","Jäkäläkuja 037
78545 Isojoki"
"Hannele Leskinen","Capellan puistotie 221
91473 Lohja"
"Elina Tervo","Osmonkatu 00
76591 Somero"
"Irja Mäntylä","Oraskatu 7
09816 Vihti"
"Marjatta Partanen","Poikasaartentie 1
04309 Sodankylä"
"Juhani Vuorinen","Disanpolku 5
29352 Jämijärvi"
"Ilmari Leppänen","Porkkalankatu 7
12021 Lempäälä"
"Kari Salonen-Jauhiainen","Fabianintie 144
63979 Taivalkoski"
"Mirjami Heino","Laurinniitynbulevardi 226
68808 Jämsä"
"Johanna Karvonen","Fahlanderin puistobulevardi 415
85683 Varkaus"
"Antero Koivunen","Saparonbulevardi 383
89147 Joroinen"
"Juho Tarvainen-Kangas","Bengalintie 70
27174 Kotka"
"Julia Rantala","Sahaajanpolku 42
32939 Kristiinankaupunki"
"Raija Hiltunen","Cygnaeuksenkuja 2
07103 Tuusniemi"
"Anne Lampinen","Sapilasbulevardi 44
88375 Savitaipale"
"Maria Luukkonen","Järkälebulevardi 40
63763 Soini"
"Ilmari Lindholm","Haakoninlahdenpolku 740
31297 Sottunga"
"Eila Peltola","Puroniitynpolku 2
22821 Sodankylä"
"Kalevi Niemi","Ida Ekmanin kuja 8
76672 Kyyjärvi"
"Maria Tanskanen","Immolankatu 942
73549 Vieremä"
"Jaakko Kettunen","Osmonpolku 31
77934 Sievi"
"Anne Hietala-Kinnunen","Biologinkatu 2
10198 Pyhäjärvi"
"Piia Koskinen","Nelikkopolku 233
28163 Muurame"
"Sofia Kainulainen","Betleheminkuja 8
00284 Rantasalmi"
"Miia Härkönen","Biologinkuja 00
66783 Hanko"
"Pauliina Mattsson","Katajaharjunbulevardi 57
91770 Multia"
"Ilmari Mononen","Eljaksenkatu 6
97243 Lapinjärvi"
"Johannes Kokkonen","Urputie 6
02830 Kustavi"
"Kirsi Rantanen","Kolukatu 1
03871 Aura"
"Riitta Koskinen","Agnes Sjöbergin katu 724
77127 Pyhäntä"
"Johan Linna-Heikkinen","Haaksikuja 18
97190 Luoto"
"Susanna Oksanen-Ikonen","Yläkaskenbulevardi 98
69585 Hollola"
"Anni Makkonen","Walentin Chorellin tie 566
61779 Sotkamo"
"Kristiina Rauhala","Adolf Lindforsin polku 91
78173 Ypäjä"
"Johannes Viljanen","Fallpakanpolku 5
56161 Joutsa"
"Vilhelm Karlsson-Rauhala","Disankatu 712
56342 Nurmijärvi"
"Ilmari Mäkinen","Rukkilanbulevardi 10
35570 Kangasniemi"
"Tapio Koivisto","Osuuskunnankuja 5
40302 Hämeenlinna"
"Julia Lindgren","Bertha Pauligin katu 7
57275 Rantasalmi"
"Venla Hakala","Lepolankuja 585
62905 Kempele"
"Elina Kokkonen","Haapapolku 2
80932 Ypäjä"
"Juhani Männistö","Bysantintie 914
29402 Lestijärvi"
"Laura Häkkinen","Tuomarinkylänkatu 879
52109 Multia"
"Tuomas Lähteenmäki","Ylänköpolku 83
41246 Brändö"
"Erkki Pitkänen","Pohjolanbulevardi 42
02803 Muonio"
"Hanna Leinonen","Haravapolku 1
43120 Kirkkonummi"
"Ilmari Mäkinen-Kivelä","Haapabulevardi 725
12066 Vesanto"
"Ellen Koskinen","Gadolininbulevardi 160
47412 Sotkamo"
"Lasse Mononen","Yllästunturinpolku 80
98793 Koski Tl"
"Maria Niiranen","Harakkamyllyntie 1
86701 Sotkamo"
"Anu Mattila","Neulapadonkuja 27
09432 Vieremä"
"Olavi Leinonen-Lehtola","Jännepolku 1
95789 Lapinlahti"
"Liisa Tanskanen","Haaksitie 928
73716 Kouvola"
"Tuomo Kokko","Puuskabulevardi 937
39072 Merikarvia"
"Hannele Niiranen","Malminkartanonkatu 5
30996 Laihia"
"Maria Eklund-Lindberg","Agnetankuja 0
37892 Tohmajärvi"
"Ilmari Niemelä-Mäkinen","Ilomäenpolku 0
70451 Brändö"
"Ritva Nyman","Nordenskiöldinkuja 0
02769 Siikajoki"
"Eija Mikkola","Benktanbulevardi 4
47034 Imatra"
"Matias Keränen","Haaksikatu 452
17311 Vesanto"
"Antero Tamminen","Böstaksenkuja 91
06315 Porvoo"
"Sirpa Rautio","Tuomarinkyläntie 4
45240 Ikaalinen"
"Anneli Mäenpää","Tukkisillankuja 900
31185 Kuhmo"
"Elina Tervo-Harju","Järkälebulevardi 9
20014 Nokia"
"Susanna Ronkainen","Santerlanbulevardi 73
44929 Ähtäri"
"Kauko Ihalainen","Verkkokatu 9
34447 Kauhava"
"Ilmari Saastamoinen","Granfeltinpolku 748
10311 Padasjoki"
"Mari Kauppila-Mikkonen","Rapolankuja 409
16075 Reisjärvi"
"Susanna Kujala","Taimistonbulevardi 353
18533 Kinnula"
"Anneli Alanko-Mäkelä","Salakkatie 53
49350 Karijoki"
"Jenni Halonen","Pohjolankuja 4
65887 Pelkosenniemi"
"Kristina Koponen","Maapadonbulevardi 3
41595 Valtimo"
"Katariina Eklund-Lindfors","Walentin Chorellin kuja 5
94123 Rautjärvi"
"Maaria Hyvönen-Kolehmainen","Maasalontie 9
46859 Paimio"
"Timo Tiainen","Biologinbulevardi 598
37019 Kinnula"
"Helena Järvinen","Laakavuorenpolku 4
29828 Oulainen"
"Ilmari Sirviö","Ylipalonkatu 0
22536 Vantaa"
"Tiia Immonen","Elisabeth Kochin katu 95
81180 Paltamo"
"Eino Salonen","Bertha Pauligin polku 218
31372 Riihimäki"
"Sofia Männistö-Harju","Damaskuksenbulevardi 147
76585 Utajärvi"
"Tapio Virtanen-Mäntylä","Gotlanninkatu 7
16867 Suonenjoki"
"Johanna Keskinen","Edelfeltinpolku 801
23863 Lumijoki"
"Ella Nissinen","Dunckerinkuja 125
09562 Joutsa"
"Henrik Heino-Hyvärinen","Mamsellimyllynkatu 5
20483 Kalajoki"
"Jorma Määttä","Orisaarenkuja 19
27940 Kinnula"
"Johanna Virta","Maneesibulevardi 834
94839 Pedersören kunta"
"Ilmari Tuominen","Dagmarinpolku 8
65469 Kuortane"
"Antero Huttunen","Iltaruskonkuja 82
83290 Joutsa"
"Maria Kemppainen","Sahaajanbulevardi 8
73547 Sipoo"
"Marja Laitinen-Hakala","Yllästunturinkatu 276
70719 Orivesi"
"Paula Jokinen","Fabianinkatu 63
44094 Sauvo"
"Pauliina Grönroos","Fastbölenpolku 66
33354 Juuka"
"Alexandra Koivisto","Disankatu 528
75439 Lapinlahti"
"Juho Rantala","Salavapolku 66
12878 Puumala"
"Susanna Järvinen","Ylätuvanbulevardi 346
98817 Nurmijärvi"
"Heidi Niemelä-Mikkonen","Fagottibulevardi 61
10395 Multia"
"Ilmari Turunen","Mamsellimyllynpolku 507
29389 Kempele"
"Petteri Kauppinen","Kolsinkatu 630
07256 Ikaalinen"
"Juho Lahti","Fallpakankatu 272
41811 Kirkkonummi"
"Petteri Malinen-Heino","Böstaksenkatu 78
00324 Simo"
"Emil Piirainen","Elonkuja 4
06806 Pello"
"Eila Salonen","Waseniuksen puistotie 50
05625 Hanko"
"Tuulia Nurmi","Uunisepänkatu 212
72770 Vaasa"
"Juhani Perälä","Mamsellimyllynpolku 26
12881 Ilomantsi"
"Aleksandra Rissanen-Pekkala","Uurtajantie 4
43842 Kokkola"
"Anita Nurmi","Böstaksenbulevardi 395
30891 Kuusamo"
"Ilona Hyvönen","Uunilinnunpolku 10
65085 Polvijärvi"
"Raimo Salonen","Lautamiehenkatu 955
94349 Oulu"
"Vesa Rytkönen","Tuulilasinpolku 747
58265 Kuopio"
"Vuokko Salonen","Wäinö Aaltosen tie 388
65675 Pyhtää"
"Mervi Uusitalo","Freesentie 23
73080 Kurikka"
"Kari Honkanen-Lähteenmäki","Iltaruskonbulevardi 054
73059 Kinnula"
"Tommi Virta","Salamatie 62
47071 Halsua"
"Kaarina Seppälä","Wavulininkatu 551
46373 Siikainen"
"Tuula Malinen-Korhonen","Tyynylaavantie 2
52360 Liperi"
"Tellervo Piirainen","Maasälvänkuja 16
93520 Petäjävesi"
"Ilona Lampinen","Usvakatu 88
69605 Ilmajoki"
"Arto Huhtala","Kiitäjäntie 755
02571 Kemiönsaari"
"Liisa Hietanen","Iltaruskonbulevardi 7
64859 Kaustinen"
"Johanna Koivula","Ostostie 8
70220 Vöyri"
"Pauli Koskinen","Osmontie 777
92904 Uurainen"
"Tapio Nurmi","Maatullintie 628
49186 Urjala"
"Inkeri Lipponen","Bysantinkatu 1
58325 Kolari"
"Lauri Tähtinen-Haverinen","Vesakkopolku 56
46486 Sysmä"
"Tuulikki Kolehmainen","Haravatie 24
27717 Mäntyharju"
"Jani Salminen-Laukkanen","Elimäenkatu 24
15719 Suomussalmi"
"Ilona Peltoniemi","Fahlanderin puistobulevardi 355
37957 Muurame"
"Markku Kivelä","Urkurinkuja 62
13773 Laitila"
"Antero Jussila-Elo","Veropellontie 7
60177 Asikkala"
"Sirpa Pehkonen","Vesakkokuja 852
78949 Kaskinen"
"Erik Seppänen","Haravatie 68
52885 Nokia"
"Olli Rintala","Maanmittarinpolku 887
49427 Kolari"
"Sofia Kuronen","Zaidankuja 506
53606 Hämeenlinna"
"Kasper Juntunen","Saparonkuja 8
82192 Karstula"
"Helena Vainio-Kari","Harakkamyllynkatu 48
21929 Kemijärvi"
"Mari Tikkanen","Nils Westermarckin tie 199
80749 Luoto"
"Ilona Penttinen","Uskalikonkatu 06
59797 Pedersören kunta"
"Ensio Ronkainen","Veropellonkatu 3
23640 Pelkosenniemi"
"Atte Seppänen","Sadekatu 93
64671 Tampere"
"Erkki Leino","Versopolku 04
21675 Pielavesi"
"Marja Tamminen","Aidasmäenbulevardi 04
28018 Kontiolahti"
"Orvokki Lehto","Maanmittarintie 76
63614 Toivakka"
"Mirja Järvenpää","Betonikatu 64
71405 Vaasa"
"Orvokki Korhonen","Niemikuja 29
11484 Tuusniemi"
"Sinikka Koski","Haahkapolku 3
19856 Inari"
"Karoliina Härkönen","Uskalikonkuja 1
25299 Parkano"
"Inkeri Anttila-Paavola","Sadepolku 62
29301 Taivalkoski"
"Juhani Peltola","Rukkilantie 8
44313 Keuruu"
"Katja Turpeinen","Maapadonpolku 281
50409 Kihniö"
"Susanna Nousiainen","Fabianinpolku 59
90930 Rääkkylä"
"Piia Niskanen","Ehrensvärdinkuja 865
47063 Pyhäjärvi"
"Pauliina Ojanen","Fagottitie 5
13774 Lestijärvi"
"Marianne Kuusisto","Franzéninbulevardi 9
57347 Simo"
"Jesse Heikkinen","Agroksenkatu 866
12414 Enonkoski"
"Riitta Lindroos","Jägerhorninkatu 96
89821 Kärsämäki"
"Janne Mattila","Jälsibulevardi 485
76184 Jämsä"
"Inkeri Heikkilä","Haapapolku 56
30949 Inkoo"
"Kai Nurmi-Laitinen","Gyldéninkuja 371
80852 Pietarsaari"
"Annikki Hartikainen","Ehrensvärdinkuja 3
61630 Maalahti"
"Saara Hartikainen-Salonen","Jälsikuja 1
56440 Alavus"
"Annikki Hokkanen","Cygnaeuksenpolku 2
03783 Mustasaari"
"Aune Haataja-Rossi","Jännekuja 37
29095 Suonenjoki"
"Olavi Mattila","Osuuskunnantie 0
36457 Liminka"
"Aada Heikkilä-Kemppainen","Gustav Pauligin bulevardi 42
38163 Tuusniemi"
"Heikki Liimatainen","Ilomäenkuja 88
29255 Kauhajoki"
"Juhani Tolvanen","Salamapolku 4
05567 Kauniainen"
"Inkeri Järvenpää","Iltaruskonpolku 95
65641 Puolanka"
"Jani Ahonen-Mikkonen","Iltatähdenbulevardi 568
89969 Pyhtää"
"Matilda Keskinen-Kemppainen","Gunnel Nymanin kuja 09
42749 Sodankylä"
"Juhani Suhonen","Ahomäentie 333
80749 Liperi"
"Pauliina Lindholm","Maakatu 0
25344 Brändö"
"Antero Hyvönen","Jyväpolku 33
48313 Luumäki"
"Hannu Hänninen","Mamsellimyllynbulevardi 500
29437 Pielavesi"
"Elina Virtanen","Fagottipolku 1
86516 Haapavesi"
"Teemu Savolainen","Ylipalonkuja 7
50323 Veteli"
"Pia Matilainen-Keinänen","Wallininkuja 8
59061 Jomala"
"Inkeri Lähteenmäki","Sadekatu 50
00945 Pielavesi"
"Antero Mikkola","Benktanpolku 30
73488 Säkylä"
"Keijo Hyvärinen","Vellikellonpolku 57
77147 Somero"
"Pekka Rantanen","Gunillankuja 2
47492 Porvoo"
"Antero Korpela","Veräjämäenkatu 372
93542 Iisalmi"
"Seppo Peltola","Fallpakankatu 374
68555 Lieksa"
"Pekka Seppänen","Urheilukuja 274
18155 Oulainen"
"Marjut Hakala","Lemunkuja 1
51214 Kemi"
"Anneli Hietanen","Iltatähdenkuja 651
74956 Lapinjärvi"
"Helena Nurmi","Gustav Pauligin polku 4
16303 Jämijärvi"
"Inkeri Manninen","Agronominkuja 09
00606 Uusikaupunki"
"Riitta Korpi","Laakavuorenkuja 27
64754 Jokioinen"
"Henrik Koponen-Aho","Lautamiehenkuja 14
36837 Helsinki"
"Matias Koskinen","Urputie 2
05348 Harjavalta"
"Matti Nuutinen-Mäki","Runonlaulajanpolku 8
13675 Kalajoki"
"Johannes Ahola","Elimäentie 561
18160 Sottunga"
"Mikael Ruuskanen","Uskalikontie 604
89837 Kokkola"
"Maria Kärkkäinen-Karppinen","Nikontie 39
20627 Kaavi"
"Sonja Heino","Ieskatu 43
07863 Evijärvi"
"Katariina Antikainen","Bysantinkatu 66
83242 Pöytyä"
"Inkeri Piirainen","Porekatu 474
70480 Enonkoski"
"Tomi Pasanen","Niitynperäntie 18
61870 Pieksämäki"
"Antti Kuosmanen","Lentokapteenin kuja 5
22488 Alavus"
"Sari Mustonen","Kolsinbulevardi 2
20017 Somero"
"Esa Nyberg","Salakkatie 830
41115 Vihti"
"Elias Kallio","Saparonbulevardi 150
92201 Muonio"
"Harri Turunen-Saarinen","Maatullinkatu 838
71316 Rantasalmi"
"Outi Niemi","Gotlanninbulevardi 6
20124 Suonenjoki"
"Ilmari Nissinen","Vaarnapolku 125
66394 Rautjärvi"
"Aino Pelkonen","Rukkilanbulevardi 34
28379 Haapajärvi"
"Inkeri Salminen","Porkkalanpolku 877
09834 Espoo"
"Juho Saari","Biologinpolku 2
79963 Inari"
"Marketta Pirinen","Wäinö Aaltosen tie 18
56240 Kirkkonummi"
"Mia Seppänen","Laurinniitynpolku 199
96669 Karijoki"
"Terttu Laine-Tuomi","Elisabeth Kochin polku 632
41273 Simo"
"Aulikki Rinne-Heikkinen","Ylänkökuja 4
85186 Finström"
"Aulis Räisänen","Osuuskunnantie 319
07782 Siuntio"
"Helena Pesonen","Hankasuontie 914
53128 Kauhava"
"Oskar Anttila","Cygnaeuksenpolku 1
31832 Ii"
"Tuulikki Salonen","Fabianinkuja 3
15335 Petäjävesi"
"Inkeri Seppä-Pitkänen","Urheilukatu 324
23913 Lemi"
"Aino Konttinen","Eduskuntakuja 729
19006 Isojoki"
"Jukka Salonen","Agnes Sjöbergin bulevardi 3
45072 Pomarkku"
"Irene Leinonen-Kauppinen","Rukoushuoneenkatu 1
38535 Pirkkala"
"Hillevi Vuori","Porekuja 79
25233 Kaavi"
"Jari Backman","Fastbölentie 051
05925 Punkalaidun"
"Ville Grönroos","Bertha Pauligin polku 365
24031 Ruovesi"
"Veera Lindberg","Böstaksentie 1
61400 Pyhäjoki"
"Juha Liukkonen","Jänkäkuja 2
76245 Kangasala"
"Erik Kuronen","Uskalikonbulevardi 748
95093 Juupajoki"
"Inkeri Virta","Castréninkatu 467
53499 Taipalsaari"
"Erkki Laitinen","Caloniuksenbulevardi 2
55756 Laitila"
"Viivi Kivistö","Veräjämäentie 17
82452 Pori"
"Amanda Asikainen","Runebergintie 193
25502 Järvenpää"
"Orvokki Helminen-Sirviö","Ida Ekmanin kuja 8
33022 Lestijärvi"
"Sanna Virta","Agronominkuja 270
63516 Kurikka"
"Jari Ikonen-Myllymäki","Katajaharjunpolku 6
45613 Nurmes"
"Joonas Ranta","Böstaksenkuja 44
46739 Haapajärvi"
"Kaarlo Laukkanen","Bysantinpolku 61
97715 Lemi"
"Leo Karjalainen","Uussillankuja 2
09394 Pyhäntä"
"Inkeri Vuorela","Jättiläisenpolku 183
05846 Kuortane"
"Tuomas Salonen-Ranta","Böstaksenpolku 756
52856 Eurajoki"
"Noora Pesonen","Adolf Lindforsin kuja 07
00109 Ristijärvi"
"Anja Riikonen-Nyman","Urpukatu 81
34509 Forssa"
"Sakari Jokinen","Bertha Pauligin tie 574
51142 Karvia"
"Jan Piirainen","Mannerheiminkuja 8
82973 Hyrynsalmi"
"Maria Suominen","Hannukselankatu 817
95622 Ranua"
"Tapani Haapanen","Lepolanpolku 23
65543 Riihimäki"
"Kaarina Koivunen","Fallpakantie 72
52763 Parkano"
"Antero Niemi-Räisänen","Damaskuksenkatu 5
05251 Kärkölä"
"Irene Heikkinen","Aidasmäenkatu 340
40549 Kauhajoki"
"Pekka Juvonen","Rukoushuoneentie 9
50409 Hyvinkää"
"Hannele Blomqvist","Santerlanpolku 1
60038 Tammela"
"Ossi Heikkinen","Puuskapolku 78
01777 Ulvila"
"Elisabet Ollila","Gotlannintie 22
17097 Kannus"
"Sisko Kivistö","Jämsänbulevardi 4
91196 Kustavi"
"Jari Laine-Hautamäki","Poikasaartenpolku 706
23183 Kaustinen"
"Petteri Kokko","Rapolanpolku 497
07269 Somero"
"Raija Anttila","Laajasalonpolku 491
11785 Rautavaara"
"Anneli Nieminen","Haapabulevardi 804
58045 Punkalaidun"
"Irene Hiltunen-Pekkarinen","Yläkaskenkatu 30
22338 Taivalkoski"
"Pirjo Rautiainen-Tikka","Ilomäenkuja 791
12156 Uusikaupunki"
"Harri Heikkilä","Winqvistinbulevardi 28
10423 Mikkeli"
"Samuli Karppinen-Väänänen","Kukkaniitynpolku 08
02729 Tuusniemi"
"Juhani Rantanen","Eerik Pyhän bulevardi 649
17764 Kalajoki"
"Elina Salonen","Taavetti Laitisen polku 34
56109 Janakkala"
"Oskari Laaksonen","Willebrandinpolku 5
35697 Honkajoki"
"Emilia Korpi","Fastbölentie 552
85312 Lemland"
"Väinö Laine","Wallininkatu 96
08044 Helsinki"
"Matias Helin","Rantavarastonpolku 543
70868 Isojoki"
"Irene Huttunen","Maatullinpolku 31
26865 Joensuu"
"Pentti Heinonen","Adolf Lindforsin polku 7
83236 Sastamala"
"Mikael Anttila","Bergankuja 72
31426 Simo"
"Maria Mikkola","Agronomintie 6
04198 Imatra"
"Liisa Nevalainen","Tyynylaavanpolku 1
66462 Toholampi"
"Pia Holm","Eduskuntakatu 78
16537 Kolari"
"Kaarina Salonen","Biologintie 4
72632 Karijoki"
"Iisakki Hämäläinen","Disantie 269
46700 Janakkala"
"Aki Pesonen-Kanerva","Ilomäentie 509
64167 Vöyri"
"Aada Oksanen","Fastbölentie 20
46122 Keitele"
"Irene Karjalainen","Ylä-Fallin katu 746
90712 Hirvensalmi"
"Kalervo Juntunen","Jätkäsaarenkatu 06
82692 Hausjärvi"
"Jenni Perälä","Versotie 03
90102 Muonio"
"Antero Lahtinen","Bertha Pauligin bulevardi 64
40616 Ikaalinen"
"Eemil Gustafsson","Immolantie 577
07633 Valtimo"
"Birgitta Blomqvist","Taimistontie 89
56598 Pielavesi"
"Satu Nieminen","Lentokapteenin polku 50
09118 Utsjoki"
"Jarmo Voutilainen","Vaarnakatu 67
18619 Kivijärvi"
"Petra Koivisto","Elontie 940
40084 Ypäjä"
"Kalevi Repo","Tyynylaavankatu 602
61546 Lieto"
"Irene Rajala","Purjetuulenbulevardi 0
20778 Hanko"
"Jari Pajunen","Elisabeth Kochin polku 18
51695 Riihimäki"
"Maria Kinnunen-Eloranta","Kolsinkatu 493
43226 Valtimo"
"Johanna Mäkinen-Mattila","Verkkobulevardi 4
32093 Vimpeli"
"Anna Salminen","Orapihlajapolku 07
67654 Harjavalta"
"Helena Anttila","Lentokapteenin tie 23
69752 Leppävirta"
"Kari Oksanen","Vesakkokuja 1
79083 Föglö"
"Juha Niemi-Valtonen","Vaakalinnunkatu 3
15119 Kustavi"
"Anneli Korhonen","Lemunkuja 40
62638 Nakkila"
"Heli Järvi-Kari","Tyynelänbulevardi 08
60900 Kustavi"
"Irja Rantala","Jättiläisenpolku 6
71403 Oripää"
"Jari Pulkkinen-Pääkkönen","Orapihlajakatu 70
47799 Raasepori"
"Terttu Haavisto","Yrttimaantie 52
18691 Ypäjä"
"Jasmin Tiainen","Puroniitynkuja 274
20679 Hattula"
"Jukka Pietilä","Gotlanninkuja 558
31488 Karijoki"
"Mirjam Alanko","Laajasalonbulevardi 1
16884 Kangasala"
"Eemeli Martikainen","Eljaksenpolku 29
65816 Hollola"
"Joonatan Kuusisto","Laajasalonpolku 42
28420 Föglö"
"Mikko Marttila","Yhteiskoulunpolku 07
07782 Pöytyä"
"Maria Tervo","Ilmattarenpolku 26
86406 Pello"
"Irja Turunen-Niemelä","Gustav Pauligin tie 24
44994 Kemi"
"Jyrki Nurminen","Ylätuvanbulevardi 81
64952 Lestijärvi"
"Satu Liukkonen-Virtanen","Malminkartanontie 23
41225 Parikkala"
"Antero Hakala","Dagmarinkatu 94
61266 Honkajoki"
"Petteri Karttunen","Kolsinpolku 815
94632 Askola"
"Tapio Pehkonen","Ilvesbulevardi 61
30084 Lahti"
"Harri Jalonen","Nordenskiöldinbulevardi 58
05049 Kankaanpää"
"Terttu Räsänen","Kilpolankatu 28
28053 Savonlinna"
"Annikki Kinnunen","Elimäenpolku 352
34044 Salo"
"Elsa Laine","Vaakalinnunkuja 9
50624 Uurainen"
"Irma Karhu","Taavinkuja 8
41327 Muonio"
"Mirjami Saarinen","Gyldéninbulevardi 29
76532 Ylitornio"
"Juhani Tikkanen-Kivelä","Agnetanpolku 2
62637 Miehikkälä"
"Annikki Nuutinen","Orapihlajakuja 77
11992 Kalajoki"
"Tarja Ruotsalainen","Ylätuvankuja 9
82138 Naantali"
"Ilmari Salmela","Gneissitie 57
14807 Alavus"
"Väinö Manninen","Urpubulevardi 7
71450 Savitaipale"
"Sami Hiltunen","Saanatunturintie 895
23130 Keminmaa"
"Jari Niemi","Kilpolankatu 49
08411 Raasepori"
"Jari Ojala","Kimalaispolku 81
70211 Hailuoto"
"Irmeli Aalto","Hankasuonpolku 0
93813 Kempele"
"Arja Peltoniemi","Taimistonkatu 06
78680 Kemijärvi"
"Laura Jalonen","Orastie 5
56969 Porvoo"
"Ville Rossi-Laitinen","Nikonkuja 227
22739 Vöyri"
"Veikko Hämäläinen","Rapakivenkuja 2
90833 Lappajärvi"
"Maria Nieminen","Ylä-Fallin tie 5
27079 Kärkölä"
"Helena Hiltunen","Jännekatu 630
97806 Lemi"
"Juhani Ahonen-Viitanen","Haakoninlahdenkuja 49
74064 Saarijärvi"
"Oliver Ahonen","Jänkäbulevardi 86
96429 Saarijärvi"
"Johanna Kähkönen-Mäkelä","Granfeltinpolku 145
57681 Pirkkala"
"Irmeli Koivisto","Maasalonkuja 7
63901 Reisjärvi"
"Johanna Ojala","Agroksenbulevardi 64
74578 Liminka"
"Esko Lehtinen-Vuorela","Jättiläisentie 1
59183 Mänttä-Vilppula"
"Anneli Saarinen","Jämsänkatu 328
54350 Maalahti"
"Elina Liimatainen","Iesbulevardi 073
99857 Rauma"
"Ilmari Mäki","Chydeniuksenbulevardi 8
45064 Jyväskylä"
"Olli Mikkola","Jägerhorninbulevardi 776
28091 Ikaalinen"
"Juha Oinonen-Nurminen","Rukkilankuja 7
51071 Pieksämäki"
"Ilona Pekkarinen","Fagottibulevardi 78
44251 Lestijärvi"
"Kimmo Viljanen","Maapadonpolku 2
44248 Vehmaa"
"Irmeli Kosonen","Ylä-Fallin katu 116
16479 Naantali"
"Kerttu Hokkanen","Laurinniitynbulevardi 472
46504 Haapavesi"
