"丁冠宇","48302 豐原松山巷94號之3" 
"林麗娟","72785 汐止永寧巷5段84號之5"
"侯月娥","48829 新營市龍山寺街26號1樓"
"徐建中","37226 大里市三民路8號9樓"
"鄒俊銘","910 光復自強路64號9樓"
"徐俊廷","412 大里市新莊街16號7樓"
"張文章","32196 新北新生街89號2樓"
"陳冠廷","705 北港文化巷673號之4"
"楊榮華","10825 八德龍山寺路619號8樓"
"吳俊宏","89843 褒忠市新店路965號5樓"
"黃秀蘭","652 牡丹市育英街55號6樓"
"邱國華","381 斗六縣福德路4號4樓"
"朱淑惠","42644 太保市萬隆巷5號之9"
"徐建宏","852 太保中山巷71號0樓"
"洪惠玲","25687 基隆市育英巷5號1樓"
"陳承恩","68710 馬公新生街730號之3"
"曹淑惠","73767 古坑市蘆洲路63號之7"
"關威廷","490 卑南市福德街761號之2"
"葉世昌","69017 桃園民享路17號9樓"
"盧俊廷","432 白沙市永和街5段94號9樓"
"黃志文","81451 金門大勇路74號之6"
"許麗玲","78716 白沙縣民族路7段609號之6"
"鍾素貞","70153 朴子縣永安街7段171號2樓"
"徐志宏","29356 桃園新興街48號9樓"
"李羽彤","421 臺東縣劍南路56號9樓"
"陳哲維","981 草屯光華巷876號0樓"
"張文賢","61834 阿里山縣民享路47號8樓"
"張哲瑋","94583 北港市四維巷41號3樓"
"劉素貞","287 中和縣頂福州街2段78號2樓"
"陳柏霖","959 卑南縣德街6號5樓"
"葉秀琴","14559 高雄文山巷8段772號1樓"
"盧品睿","20484 新竹民有街682號之1"
"陳俊傑","79503 汐止市光復街605號0樓"
"徐志成","996 鳳山新生巷276號5樓"
"陳美珠","173 北竿三民路310號之2"
"劉俊傑","566 雲林信義路9段948號8樓"
"張玉梅","46170 中和縣劍潭路7段96號之1"
"陳秀英","778 朴子市劍潭路371號之8"
"陳美玲","892 白沙自由巷15號4樓"
"池淑貞","191 牡丹市關渡巷69號6樓"
"劉碧珠","910 馬公平和街6號2樓"
"林淑芬","379 臺東光明路5段87號8樓"
"戴正雄","20533 關山縣大橋頭街8號1樓"
"徐文彬","736 苗栗縣新生路2號5樓"
"蔡淑芬","528 桃園新生路4號3樓"
"簡秀鳳","97585 竹田大安街44號8樓"
"黃俊賢","92160 員林延平巷29號之6"
"簡美英","912 中壢育英街5段881號4樓"
"陳柏霖","367 光復水源巷622號之2"
"李凱翔","550 白沙市莒光街1段712號8樓"
"陳文彬","305 白沙新莊街6段85號0樓"
"劉秀鳳","478 頭份東興巷6段3號之3"
"江雅婷","34373 新北長安巷7號之5"
"徐淑芬","62210 高雄光復巷11號6樓"
"朱詩涵","96505 臺東市象山路13號5樓"
"吳志宏","541 鳳山關渡街389號之3"
"李金蓮","898 金門永安街4段3號7樓"
"楊明輝","72023 八德三民巷85號之3"
"林美玲","348 高雄福德巷871號之6"
"吳柏宇","43334 平鎮市福安路4號4樓"
"陳柏睿","542 板橋市小碧潭巷8號之8"
"謝冠宇","541 八德忠孝巷573號5樓"
"方金龍","584 光復縣光復路762號6樓"
"徐淑芬","79797 彰化雙連路8段30號2樓"
"施子翔","708 阿里山忠孝巷9段798號3樓"
"陳志忠","44979 台中縣象山街6段99號9樓"
"吳文龍","74729 楊梅市西門巷6段217號之5"
"陳惠美","78471 彰化新生路43號7樓"
"劉文傑","338 板橋光明巷53號8樓"
"黃文章","27824 楊梅市太平街209號之7"
"郭佳玲","59472 桃園市四維巷1段93號4樓"
"吳淑敏","17928 新竹民族巷2號之9"
"李郁婷","696 桃園縣奇岩巷34號之9"
"徐碧雲","317 永康福德路17號之2"
"黃冠宇","12683 蘆竹文化街245號之7"
"黃麗美","62138 白沙大安街194號之6"
"簡鈺婷","39831 豐原廣慈街8段125號8樓"
"古秀珍","504 北斗忠孝路8號之3"
"李文彬","73709 豐原建國巷1段502號之1"
"江俊佑","15221 鳳山縣大仁巷212號6樓"
"謝建宏","408 新竹西門巷56號5樓"
"李國華","14540 馬公市自由巷5段463號7樓"
"陳進發","438 光復縣勝利路8號5樓"
"徐秀枝","87613 中壢松山路961號5樓"
"萬志遠","32944 新北中和路32號6樓"
"陳哲瑋","256 白沙雙連路879號之8"
"黃秀琴","72326 豐原市中和巷22號之0"
"張文祥","61797 三重長安路61號之4"
"陳品妍","344 竹北縣光華街848號之1"
"張碧霞","90050 朴子福安街4號之2"
"林淑珍","850 汐止縣大橋頭巷73號之5"
"林玉琴","45367 高雄中興路58號7樓"
"盧秀珍","46240 北竿市東湖街9號之2"
"徐秀珍","158 新營天母巷24號之5"
"陳家豪","60865 橫山仁愛路9段3號之3"
"張麗珠","153 臺東縣莒光路32號之0"
"陳彥廷","92602 馬公松山街55號7樓"
"黃明德","46186 台東市西門巷8號之9"
"劉淑美","78114 草屯市大仁巷7號之1"
"吳淑敏","34185 高雄大勇巷1號0樓"
"周麗玲","77627 澎湖大勇巷1段11號之2"
"金宇翔","91185 永和三民街3段2號8樓"
"黃明哲","68115 褒忠縣大同路383號5樓"
"徐秀琴","335 豐原明德路9段86號之5"
"陳麗珠","529 澎湖博愛巷8號0樓"
"陳宗憲","80697 新北新北投路231號之2"
"許宇軒","695 褒忠新興路6段68號2樓"
"曾春美","820 大里永和巷2號1樓"
"林明宏","89017 豐原縣松山街5段570號之4"
"洪美玲","68799 新竹自由巷93號6樓"
"許雅婷","460 白沙市東興路11號5樓"
"黃文華","301 蘆洲復興街4號之5"
"周麗珠","73433 中和和街路10號之1"
"徐美蘭","196 八德小碧潭路43號之8"
"陳志豪","783 新北萬隆路716號之5"
"邱志宏","528 屏東市廣慈路2號之8"
"馬美玲","71492 梅山縣蘆洲路8號5樓"
"高聰明","32234 員林市信義巷551號8樓"
"謝淑惠","204 桃園小碧潭巷7號之1"
"林文彬","49047 澎湖市和平街5號之5"
"呂美鳳","843 澎湖士林巷586號1樓"
"呂碧雲","512 蘆洲縣芝山巷88號之0"
"周苡菲","725 樹林縣三民街419號1樓"
"徐語彤","672 新營市忠孝巷3號9樓"
"顏惠玲","812 白沙市蘆洲街9號9樓"
"黃建宏","34008 高雄長安路7號之4"
"葉雅雯","168 蘆洲明德路1號之4"
"李志遠","70461 橫山建國街2號4樓"
"吳月英","70641 中和士林巷3號之1"
"林淑惠","83920 嘉義市東興路1段594號之1"
"林志遠","189 竹北市南路9號5樓"
"劉麗玲","75649 竹田縣太平路723號5樓"
"許宇翔","924 太平新莊街1號之5"
"徐麗卿","81137 梅山文化路6號之6"
"王子翔","51650 竹北縣北投路263號之7"
"陳進財","32766 橫山縣延平路66號2樓"
"張建良","459 草屯市五福路4號之8"
"張宗憲","946 中和光明路1段566號2樓"
"林國華","71870 桃園紅樹林路152號之2"
"潘麗卿","76171 褒忠市南路341號之1"
"穆美玲","86040 連江南路2號之2"
"劉美華","30811 桃園松山街7段30號之2"
"張麗雪","52953 橫山市民富路512號7樓"
"徐麗琴","32450 中和縣永安巷3號8樓"
"劉麗娟","22783 永康和平街1號之2"
"陳俊雄","613 雲林縣小碧潭路82號之0"
"潘月英","28085 台中市紅樹林街59號4樓"
"江承恩","77867 宜蘭縣自立路65號1樓"
"楊柏諺","88399 苗栗光復巷6號9樓"
"張建成","52375 臺東新北投巷89號4樓"
"辜世明","685 台東劍潭街42號之6"
"戴淑芬","99621 八德市新生路637號之9"
"翁建宏","919 臺東市土城街1號1樓"
"徐麗華","81787 卑南縣信義街548號0樓"
"范秀珍","21225 新營中和巷5段39號6樓"
"洪寶珠","76475 大里博愛路7段9號9樓"
"吳國華","68441 褒忠縣興巷8號之8"
"張淑惠","770 彰化南街2號1樓"
"蘇秀英","935 金門市仁愛路8號之9"
"劉麗珍","75203 苗栗縣大智街40號9樓"
"吳惠美","47676 馬公縣自由街9號之7"
"余冠宇","38860 員林縣大坪街1號之1"
"吳世昌","810 雲林學府路44號之5"
"徐麗華","86263 中壢民治路6號7樓"
"張麗華","35761 金門大同巷95號之0"
"倪宜蓁","93325 中和縣西門路1號之0"
"黃月娥","29507 新竹紅樹林街96號9樓"
"崔秀玲","267 板橋市新生巷50號9樓"
"黃正雄","44810 馬公育英路966號之2"
"鄧素珍","77939 北斗東興巷8段759號之5"
"蕭志豪","379 嘉義市復興街2段50號之8"
"蔣玉蘭","944 光復縣迴龍巷3段177號6樓"
"吳明德","900 斗六縣蘆洲路82號0樓"
"徐麗雲","987 頭份民生路519號1樓"
"杜世昌","23916 中和四維巷96號之3"
"林素珍","15460 臺中中山巷42號之4"
"戴素貞","191 臺東縣石牌巷617號2樓"
"楊淑娟","951 蘆洲成功巷8號5樓"
"丁淑珍","885 彰化新生巷873號6樓"
"游俊賢","55906 八德市劍潭路305號9樓"
"劉明輝","226 汐止縣昆陽街65號之7"
"陳嘉宏","970 蘆竹市勝利街901號4樓"
"彭志鴻","42678 馬公新莊街3段6號之7"
"戴世明","274 八德文化巷715號2樓"
"劉秀琴","187 蘆洲忠孝路98號0樓"
"王美麗","295 嘉義昆陽巷8段4號6樓"
"駱秀美","880 太平縣東湖街9號之4"
"黃秀琴","277 苗栗縣新生路18號之3"
"謝惠珍","31903 新營縣象山路6段949號2樓"
"孫靜宜","666 卑南縣新生巷4號3樓"
"吳麗玲","828 嘉義縣西門路8段6號之9"
"林志忠","28124 竹田縣光明路4段6號之9"
"施文雄","16932 汐止成功街32號之4"
"戴佳玲","69037 屏東成功路8段6號之7"
"蔡怡婷","35994 樹林縣文山街48號9樓"
"顏語彤","49690 新竹市東興街3段5號8樓"
"何美玲","934 平鎮市博愛街308號之3"
"呂麗玲","874 鳳山縣新店巷168號之9"
"白志雄","48803 八德市大坪路3段49號之6"
"姜秀珠","73011 永和蘆洲街2號之8"
"林美雲","378 褒忠市古亭路9段68號0樓"
"陳國華","696 斗六市中山路20號之0"
"邱文正","291 古坑市中興巷775號7樓"
"戴志誠","152 桃園市育英街2號7樓"
"莊品睿","43636 宜蘭縣育英街44號之6"
"江麗華","59775 宜蘭大安巷841號之0"
"許信宏","675 斗六建國路94號之0"
"林麗華","409 台中市三民路1段3號之9"
"吳文雄","495 臺東國凱八德巷9段201號7樓"
"林志文","280 草屯林森巷584號0樓"
"辛淑惠","414 朴子關渡街7段4號1樓"
"陳冠廷","78500 草屯市昆陽路5號之2"
"莊志賢","561 光復縣新生路1號之2"
"戴柏翰","31935 桃園紅樹林路378號9樓"
"莫柏翰","486 太保大勇街45號8樓"
"蔡宇翔","600 豐原和街街940號之2"
"程志豪","27235 北竿縣自由街59號之4"
"陳冠宏","43760 竹田蘆洲路701號0樓"
"江勝雄","165 褒忠動物園巷7段34號3樓"
"王雅婷","905 台南縣民族街344號之3"
"郭文雄","464 永和市大安巷9號0樓"
"張淑惠","735 台東中正巷2段8號之2"
"洪承翰","24781 樹林自由街1號之8"
"戴淑芬","71390 中和縣平和路3號1樓"
"孫秀英","464 台南市雙連街5段8號1樓"
"王欣怡","58803 宜蘭市昆陽路8號5樓"
"朱威廷","63500 三重市文山街58號之6"
"林金鳳","65239 花蓮水源街481號之3"
"黃淑惠","52604 宜蘭和街巷8段108號7樓"
"王淑芬","27459 北竿勝利路2段61號2樓"
"張淑芬","225 臺東縣民有路114號之4"
"陳宇軒","509 八德市自立街3段88號之5"
"張美玲","46802 新竹縣正義巷65號8樓"
"戴秀英","88749 台東頂福州巷355號8樓"
"劉家榮","13830 基隆國凱八德街9段406號6樓"
"蔡美珍","265 員林民有路2號之5"
"蔡秀珍","12660 台中縣水源巷1號之5"
"許美玲","515 嘉義文昌路6段188號之6"
"劉麗雲","964 朴子學府巷8段50號3樓"
"林宇恩","444 朴子復興巷5號4樓"
"高哲瑋","91231 北港民享街2段162號之8"
"王素琴","74875 彰化市育英巷76號1樓"
"吳麗娟","92424 板橋新店巷73號4樓"
"戴麗卿","43361 新營市和平巷2段55號之3"
"侯武雄","45630 連江縣石牌路93號之9"
"張秀美","52814 苗栗延平巷706號3樓"
"張睿恩","40284 鳳山中山路10號之8"
"黃文正","24116 花蓮縣大坪街2號6樓"
"黃美麗","16766 大里福德街455號之8"
"李建宏","86710 連江市新莊路7號2樓"
"林月娥","215 員林縣府中街315號1樓"
"戴志賢","501 草屯東興巷13號9樓"
"洪俊傑","553 草屯縣芝山巷221號2樓"
"戴麗華","84352 三重市中正街3段4號0樓"
"顏雅雯","710 彰化府中路40號之2"
"李美惠","985 台北縣自立路4號1樓"
"康文雄","369 連江關渡巷7段99號之8"
"楊明珠","294 高雄中興街6段109號之8"
"何國榮","793 彰化自由路2號8樓"
"廖淑娟","524 太平大安巷9段12號之9"
"李明宗","729 汐止中和街30號之8"
"林秀琴","48390 古坑市廣慈路5號之1"
"杜美慧","29332 屏東縣平和路5段19號之8"
"文金蓮","528 太保復興街9段18號之3"
"吳俊佑","408 宜蘭永寧街9段29號之4"
"李佳蓉","90346 牡丹縣劍潭巷5號之8"
"林仁傑","859 基隆民富巷256號9樓"
"黃靜怡","409 北斗縣福德街602號之4"
"楊雅慧","658 桃園中正街683號7樓"
"黃家豪","556 桃園市自由巷4號之9"
"蔡家豪","763 桃園縣北投街4號1樓"
"林文賢","813 平鎮國凱八德街3段82號5樓"
"張凱翔","89070 澎湖龍山寺巷6段100號之9"
"方文正","429 台中縣德巷4段822號1樓"
"劉雅婷","34033 三重育英街31號之6"
"許志明","654 頭份市自由街4段32號5樓"
"韓柏諺","59327 屏東市新莊巷2段3號9樓"
"李承恩","572 苗栗市中山街55號之3"
"陳秀珠","43054 嘉義光明街1號之9"
"陳美玉","263 竹田雙連路29號之8"
"吳碧雲","83140 桃園新生街142號2樓"
"吳俊佑","277 關山南路1段762號之5"
"許志強","446 桃園和平巷2段37號之4"
"方明珠","391 豐原中正路319號0樓"
"張雅萍","608 永和縣中華路697號之3"
"廖志遠","73108 北港自由路950號0樓"
"賴淑貞","280 頭份迴龍街2號之4"
"林建華","19679 鳳山新生巷7段342號之3"
"彭鈺婷","88317 朴子大橋頭巷9號之5"
"蔡美鳳","210 臺東縣蘆洲街30號6樓"
"陳建良","60207 台東忠孝路61號之1"
"吳睿恩","62545 北斗市文昌巷8號之2"
"林俊宏","266 新營縣中和街17號4樓"
"方武雄","228 金門縣文昌巷6號8樓"
"王麗珠","49487 北港縣西門路87號之7"
"李碧霞","397 桃園縣新興巷4號2樓"
"蔡秀霞","923 卑南迴龍街3段9號之2"
"李秀琴","50748 臺中土城路1段62號0樓"
"易宸睿","686 阿里山頂福州街96號6樓"
"阮志偉","542 平鎮小碧潭巷963號3樓"
"連淑芬","495 北港萬隆路96號之8"
"詹志賢","347 鳳山民享路1號6樓"
"黃柏宏","515 基隆新興巷124號之0"
"方金龍","23912 汐止縣莒光巷97號2樓"
"吳俊傑","32336 關山市大安巷17號之3"
"李玉英","164 永和文昌街920號之0"
"朱嘉宏","281 連江縣新埔路1號2樓"
"彭玉美","17330 花蓮學府路4號之5"
"劉淑惠","70886 桃園士林街3號之5"
"邱秀珠","866 永康市明德巷604號0樓"
"邱月英","785 臺東中和路51號9樓"
"李美華","368 新竹縣和街路3號之6"
"史金蓮","63803 豐原三民街7號2樓"
"施世明","737 蘆竹五福街7段363號6樓"
"顏美英","85455 員林市華興巷2段322號之0"
"吳志雄","45029 台中市中華街69號之6"
"徐秀玉","14545 鳳山福德巷470號1樓"
"陳俊宏","274 朴子縣南路546號0樓"
"蕭信宏","494 關山縣學府路912號8樓"
"鄭俊宏","51878 中和市學府街44號6樓"
"黃麗玲","660 中和大勇巷3號8樓"
"蕭玉美","118 太平縣西門街7號之3"
"吳家豪","785 永和延平巷2段45號之2"
"施俊宏","21703 頭份縣東興街545號之0"
"高文龍","362 竹北光復路883號8樓"
"黃志豪","14582 白沙市龍山寺巷47號之7"
"許美娟","25216 關山縣新莊路2段3號7樓"
"陳淑美","987 太平縣蘆洲街288號之7"
"劉建宏","88569 高雄土城巷90號9樓"
"王承翰","63308 楊梅市長安巷7號之1"
"游柏霖","63084 臺中中正街41號4樓"
"徐志遠","822 橫山縣國凱八德巷622號3樓"
"吳淑惠","24557 嘉義永和巷12號之8"
"施冠宏","26631 苗栗育英街2段53號之3"
"劉麗卿","911 嘉義市三民路686號之4"
"賴世昌","75300 基隆昆陽街2段606號8樓"
"王柏霖","399 苗栗四維巷7號3樓"
"張家榮","170 基隆民權路419號之6"
"鍾秀枝","73701 員林忠義街1號3樓"
"古文欽","21074 斗六縣新生巷387號5樓"
"楊子涵","810 鳳山縣育英路842號5樓"
"楊志雄","652 竹北市永安街4號1樓"
"袁宗翰","52655 汐止自立路307號9樓"
"施宇軒","56941 新竹新店路24號之7"
"陳芸菲","539 三重北投路563號8樓"
"何柏宇","48331 草屯小碧潭路1號9樓"
"王冠廷","90747 桃園仁愛巷808號8樓"
"曾素蘭","959 新營市淡水路800號之2"
