"丁哲瑋"|"410 澎湖市紅樹林街80號之6" 
"鄭明輝"|"31675 雲林縣關渡路2號6樓"
"陳志偉"|"36947 汐止市天母巷62號之9"
"洪美玲"|"74577 北斗萬隆巷112號之1"
"蔡玉英"|"980 新營市興路9段75號9樓"
"黃秀鳳"|"417 平鎮萬隆街397號之0"
"何秀鳳"|"515 卑南縣華興街4號之4"
"董俊傑"|"97863 基隆大勇巷959號2樓"
"李家豪"|"364 高雄東興街6號之2"
"王美麗"|"34635 桃園德巷67號2樓"
"王淑惠"|"111 嘉義縣小碧潭街280號之1"
"葉志明"|"693 八德東湖街7段192號之2"
"蔡彥廷"|"907 雲林復興巷7號之8"
"張淑芬"|"25707 台中淡水巷255號9樓"
"鄭雅雯"|"934 三重市福德巷22號之6"
"陳美雲"|"35958 朴子市新埔巷6號之9"
"鄧志強"|"82588 褒忠新興巷284號之8"
"陳詩涵"|"11652 北港縣永安路7段3號0樓"
"李建中"|"687 竹田新北投巷7號之1"
"蔡秋月"|"28348 平鎮大智路929號3樓"
"林美蘭"|"20474 阿里山縣劍南巷32號之1"
"羅秀蘭"|"95941 澎湖縣中華街75號7樓"
"彭佳玲"|"706 光復仁愛巷7號9樓"
"曹秋月"|"659 橫山新生路5號之3"
"李子豪"|"271 八德建國巷544號之8"
"劉淑娟"|"993 南投關渡巷4號3樓"
"劉秀英"|"598 關山縣新生街25號0樓"
"蔡榮華"|"366 蘆竹忠孝路6段5號3樓"
"李建成"|"519 中壢縣長春街3號之5"
"陳宸睿"|"33985 連江縣景美街2段557號3樓"
"張進發"|"67497 嘉義新北投路67號1樓"
"陳金龍"|"590 光復新埔路64號之5"
"鄭志偉"|"48612 南投南路5段1號2樓"
"巫睿恩"|"104 澎湖市劍潭街2段34號之2"
"王宇恩"|"428 宜蘭市新店巷7號8樓"
"謝俊豪"|"31970 朴子市永和街4段281號8樓"
"楊建成"|"29313 橫山華興路96號9樓"
"林惠玲"|"33109 澎湖福安路101號之8"
"李志偉"|"399 基隆大安街846號之3"
"吳欣怡"|"35941 基隆市復興巷218號0樓"
"陳淑娟"|"937 北斗市府中街5段50號之9"
"陳永昌"|"980 太平新店路484號1樓"
"郭建宏"|"94485 澎湖縣新生路96號8樓"
"張素琴"|"78450 苗栗市萬隆巷686號之6"
"陳美雲"|"11408 北港市復興路829號9樓"
"謝玉美"|"22785 竹北大仁路4段2號之5"
"林素琴"|"82901 金門市景美巷15號之5"
"柯淑玲"|"20604 太平市自由街7號之6"
"李志宏"|"430 高雄市中正路1號2樓"
"管志豪"|"85470 台北福德巷476號之3"
"楊俊宏"|"43809 台東縣雙連路332號之5"
"戴冠宏"|"450 八德和平巷8段57號9樓"
"楊宗翰"|"192 汐止縣大仁巷528號之5"
"許雅惠"|"540 南投三民巷36號5樓"
"鄭進財"|"86759 中壢縣西門巷7段3號之9"
"簡秀鳳"|"658 雲林市新生巷8段1號之2"
"蕭世明"|"799 頭份成功路902號之2"
"黃美惠"|"56892 永和正義路815號之5"
"李志強"|"284 新竹仁愛巷14號2樓"
"洪冠廷"|"20878 苗栗士林路6段469號之5"
"鄭秀娟"|"64794 白沙市象山巷30號8樓"
"黃家宏"|"303 員林民生街7號之6"
"胡秀雲"|"97827 宜蘭芝山路9號5樓"
"胡國華"|"43843 蘆竹四維街456號0樓"
"林進發"|"92654 台中民治街581號之7"
"高淑芬"|"339 汐止縣大橋頭路5號6樓"
"賴聰明"|"70018 台中復興巷26號之5"
"謝麗珠"|"526 臺東縣小碧潭街416號之0"
"李志強"|"46630 屏東自強路5號之7"
"江承翰"|"41065 花蓮縣東湖路8段11號之1"
"顏秀琴"|"40664 苗栗中正路1段1號之3"
"潘明輝"|"133 大里市永寧路2號7樓"
"陳志偉"|"59263 永和市三民巷995號之4"
"王俊良"|"263 苗栗大智街478號之7"
"張世明"|"993 豐原縣文山巷417號3樓"
"蕭子宸"|"753 桃園縣萬隆路32號之7"
"陳素珍"|"33556 南投仁愛街441號6樓"
"黃秀美"|"445 板橋縣博愛街7段3號9樓"
"李志忠"|"53488 員林縣民權巷749號3樓"
"陳怡婷"|"164 北港市民權路4段5號之4"
"林秀珍"|"26216 北港縣關渡巷28號9樓"
"李承翰"|"35908 桃園縣自強巷7段3號之9"
"黃素珠"|"30667 連江大坪街19號之6"
"林志遠"|"60132 南投縣太平巷21號1樓"
"郭淑貞"|"221 太平劍潭街33號9樓"
"王秀珠"|"26441 梅山市福德巷3段31號9樓"
"呂仁傑"|"147 卑南縣小碧潭巷2號9樓"
"周玉珍"|"40327 頭份勝利街1段766號7樓"
"李志成"|"29404 太平長春街737號7樓"
"張勝雄"|"51149 北斗市民治街317號2樓"
"郭美蘭"|"831 新竹關渡街982號之3"
"楊美惠"|"795 牡丹劍潭街6段838號1樓"
"沈柏翰"|"31765 臺中縣紅樹林巷369號0樓"
"鄭建華"|"903 桃園興巷776號之8"
"黃美珍"|"569 竹北德街40號0樓"
"蔣美珍"|"131 高雄中山巷33號之5"
"楊雅雯"|"26087 新營市五福路5號3樓"
"郝文雄"|"446 彰化公園路782號9樓"
"李志成"|"866 橫山縣古亭街8段226號2樓"
"黃淑惠"|"18466 草屯新生街1號之2"
"王秀珠"|"87226 蘆竹成功路353號之3"
"葉志雄"|"716 臺東縣東湖街8號之1"
"呂柏霖"|"38530 永康育英巷8號之2"
"簡雅惠"|"11867 蘆洲公園街8段65號之4"
"邱柏諺"|"691 金門蘆洲巷8號6樓"
"吳郁婷"|"41240 宜蘭新生巷168號之1"
"張世明"|"78971 斗六縣中山路61號之5"
"詹冠霖"|"20957 樹林縣文昌巷3號之8"
"李志成"|"954 臺東縣民權路9段19號9樓"
"穆威廷"|"88649 臺中市新生街5段1號9樓"
"黃詠晴"|"109 台中市奇岩巷852號之7"
"羅冠廷"|"12417 新竹縣公園街891號5樓"
"張美麗"|"695 卑南市延平街34號之0"
"張子豪"|"278 桃園勝利街2號之0"
"洪仁傑"|"36800 關山縣自強街9號8樓"
"吳彥廷"|"628 員林長春街75號之4"
"陳俊廷"|"374 南投市信義路150號7樓"
"李志豪"|"87383 太保市象山巷7段347號2樓"
"李志明"|"64356 楊梅太平街5號之0"
"施宗霖"|"70309 關山大智路2號之9"
"陳明輝"|"77727 馬公土城街87號8樓"
"顏冠霖"|"88921 苗栗民享街4號之4"
"黃美珠"|"526 台中市林森路4號之7"
"黃雅萍"|"41214 褒忠市大智街4號4樓"
"蔡文祥"|"936 台東市永安街7段713號之9"
"莊玥彤"|"64868 中壢劍潭巷5號1樓"
"蔡進發"|"87713 北港中興街6段11號0樓"
"林俊傑"|"553 三重信義巷5段768號之9"
"李志明"|"70442 員林德街36號之3"
"曾建宏"|"684 新北縣自由街3段53號之0"
"凃宇翔"|"80083 蘆竹文山巷7號之9"
"賴美玲"|"941 馬公縣文山巷8段641號之1"
"蔡淑娟"|"10454 朴子縣天母街6號之7"
"吳秀英"|"44987 牡丹東湖巷4號3樓"
"阮哲維"|"83691 豐原縣北投巷7段747號3樓"
"梁嘉宏"|"810 三重新生街5號7樓"
"梁秀琴"|"401 永和大仁路8號之4"
"林秀華"|"40760 竹田廣慈路6號6樓"
"李志豪"|"38423 北斗文化街66號0樓"
"呂承翰"|"37044 板橋四維巷672號5樓"
"張淑芬"|"528 大里市仁愛路734號之4"
"朱秀英"|"818 豐原縣自強路757號1樓"
"江雅婷"|"790 楊梅市三民巷1號7樓"
"温月娥"|"434 竹田縣華興巷533號2樓"
"許文雄"|"37514 屏東市士林巷3號之6"
"江哲瑋"|"79865 楊梅長春巷766號6樓"
"林子涵"|"316 台南市信義巷4號之0"
"謝宜蓁"|"12243 中壢市華興街79號9樓"
"李志豪"|"544 古坑縣民享路66號9樓"
"徐志明"|"33135 嘉義關渡路6段507號之8"
"陳志宏"|"30587 樹林東興路296號之5"
"黃俊良"|"698 台中中和路37號2樓"
"蘇惠玲"|"486 南投淡水巷9段167號之7"
"李玉鳳"|"42196 褒忠市西門街353號之7"
"陳冠宇"|"55960 平鎮中正街1號之3"
"王淑貞"|"543 新營市福安街85號之7"
"林進發"|"667 澎湖和平街3號之5"
"曾秀蘭"|"386 太平市忠孝街11號之0"
"李怡婷"|"532 基隆天母街1號6樓"
"李建宏"|"456 連江光復巷2號3樓"
"陳志宏"|"42265 花蓮市長春巷8號之0"
"黃素貞"|"20975 卑南博愛巷6段7號之1"
"楊金龍"|"42583 台東北投路32號之7"
"許正義"|"764 南投自由巷1段542號之7"
"張惠美"|"949 斗六縣興路3段40號之9"
"梁勝雄"|"284 褒忠市南街7號之3"
"李宇翔"|"930 北港東興路520號9樓"
"呂信宏"|"45076 汐止民生路1號0樓"
"李惠玲"|"119 新北永和巷989號9樓"
"黃宗憲"|"51148 嘉義縣光明街656號之0"
"吳哲瑋"|"55720 關山龍山寺巷2號7樓"
"湯俊佑"|"917 八德中正巷931號5樓"
"陳雅玲"|"635 蘆洲中和巷8段60號之9"
"李建宏"|"215 頭份縣天母路142號之5"
"蔡玥彤"|"32089 新營縣光明路2號之5"
"沈建宏"|"577 汐止萬隆巷43號0樓"
"廖進興"|"94187 苗栗民富巷2號2樓"
"陳秀霞"|"71164 豐原大同路872號4樓"
"李惠美"|"239 花蓮市建國路6號之3"
"林承恩"|"22491 員林新生街20號之5"
"郭麗華"|"522 汐止華興街9段225號之5"
"鄭志明"|"311 蘆竹土城路29號7樓"
"黃宇翔"|"344 草屯市蘆洲街1號9樓"
"許怡君"|"13272 白沙動物園路10號之4"
"張志偉"|"94017 草屯市三民街9段476號3樓"
"陳國榮"|"46953 褒忠迴龍巷68號之9"
"卓宗翰"|"503 板橋古亭巷14號1樓"
"陳志豪"|"38595 梅山大橋頭街7段96號之5"
"李承恩"|"551 鳳山芝山街2段901號4樓"
"鄭淑芬"|"796 新營萬隆路303號2樓"
"林進財"|"60772 樹林縣莒光巷3段366號之9"
"葉冠宇"|"367 臺東延平巷29號5樓"
"何淑娟"|"294 宜蘭奇岩路2號7樓"
"黃柏諺"|"598 太平縣劍南路601號2樓"
"陳志雄"|"86986 蘆洲縣廣慈路9號之0"
"李美華"|"686 新竹市自由路6號7樓"
"高淑惠"|"95898 臺中縣成功路47號2樓"
"楊秀英"|"80293 阿里山縣勝利街7段71號之9"
"李承翰"|"229 高雄縣自由巷294號之4"
"陳文雄"|"66707 竹田市萬隆街71號之6"
"許正雄"|"41757 古坑市國凱八德路690號0樓"
"鄭嘉宏"|"88543 宜蘭雙連路4段774號之6"
"韋淑卿"|"89694 宜蘭復興巷5段400號之6"
"石月娥"|"91512 太平縣天母街17號6樓"
"許雅婷"|"81520 台北北投巷63號之1"
"邱俊宏"|"483 新竹市新店路6段4號之1"
"吳秀琴"|"501 板橋國凱八德街1號之8"
"何苡菲"|"917 關山市光明街9號5樓"
"李文傑"|"708 金門大坪路31號之5"
"陳秀琴"|"808 牡丹市民富巷20號之8"
"鄭雅雯"|"957 宜蘭信義巷547號2樓"
"江俊傑"|"894 嘉義象山街9段74號之3"
"林惠珍"|"891 新營中央路21號之2"
"吳怡婷"|"26257 太保市興巷1段400號之9"
"朱信宏"|"49797 宜蘭新生街780號8樓"
"温麗娟"|"226 北斗太平巷7段138號之4"
"林宜蓁"|"87253 桃園市公園街2號3樓"
"楊志賢"|"807 鳳山縣延平路679號1樓"
"李文欽"|"583 竹田中興巷7號2樓"
"黃志雄"|"496 太保縣新店巷3號之3"
"賴俊銘"|"722 中壢象山街88號1樓"
"林惠美"|"291 金門市新莊路122號4樓"
"林文龍"|"368 蘆洲府中街5號之2"
"羅淑娟"|"866 新營縣雙連路48號6樓"
"林佳蓉"|"948 八德市成功街6段4號2樓"
"李美惠"|"747 金門市永安巷12號之9"
"詹秀雲"|"967 三重大智路27號9樓"
"江雅惠"|"17264 樹林公園路8段4號之5"
"李文正"|"63996 太保育英巷7號之0"
"陳玉琴"|"160 新北市國凱八德街6段1號之9"
"官秀蘭"|"119 北港忠孝巷914號3樓"
"鄭彥廷"|"186 楊梅縣五福街63號4樓"
"陳文傑"|"15192 金門長安街7號之0"
"蔡美華"|"873 彰化新北投路11號之9"
"陳進財"|"14277 南投市自強路2段56號之1"
"洪雅雯"|"635 牡丹東湖巷6段59號8樓"
"李淑美"|"43950 永康新生巷9段49號0樓"
"林哲維"|"745 金門市龍山寺路3段216號2樓"
"李文正"|"715 金門興路688號之5"
"劉志賢"|"60252 花蓮德路217號之9"
"周芯語"|"281 連江市紅樹林路4號2樓"
"連俊男"|"295 朴子德路2號7樓"
"周進發"|"92258 北港市永寧街9號之3"
"簡秀蘭"|"515 新營縣華興巷57號0樓"
"郭志豪"|"58327 鳳山興街4段669號之8"
"陳建華"|"435 斗六五福巷370號0樓"
"林怡婷"|"771 基隆縣林森路680號之0"
"蘇國華"|"523 金門復興巷4號4樓"
"李文雄"|"925 新北松山街67號6樓"
"張文祥"|"28164 新北東興街691號之3"
"許雅婷"|"64348 北斗永寧巷4號5樓"
"蔣麗娟"|"77540 連江縣建國街5段875號0樓"
"李志誠"|"811 卑南土城街2號8樓"
"陳明宗"|"59911 桃園市新生巷2號之0"
"胡志偉"|"73866 新營和街路81號6樓"
"楊冠廷"|"71886 北港民族巷4號之1"
"張文章"|"816 橫山林森巷1號3樓"
"葉美麗"|"556 南投市中山街74號之2"
"李明哲"|"19553 汐止頂福州路4號之0"
"陳美惠"|"953 楊梅動物園巷2號1樓"
"黃宗霖"|"29307 花蓮永和路98號4樓"
"陳麗琴"|"51998 嘉義中正路992號之7"
"潘金龍"|"11189 南投縣龍山寺街3段4號6樓"
"曾淑娟"|"212 豐原縣忠孝巷68號9樓"
"林麗珍"|"88250 台東市成功街6段1號6樓"
"張雅婷"|"175 新竹長安街900號之7"
"林雅惠"|"987 關山縣民生路3段90號之5"
"陳淑芬"|"99412 阿里山文化街63號之8"
"李明宏"|"28193 宜蘭市國凱八德巷9段916號之9"
"張文祥"|"50358 蘆竹縣五福路72號3樓"
"謝博文"|"58125 宜蘭縣萬隆路4號6樓"
"簡冠宇"|"897 八德東湖路9號1樓"
"江文彬"|"87831 台南永安路8段852號2樓"
"吳美玲"|"57565 竹田和平巷69號4樓"
"楊義雄"|"59375 新營信義巷31號之4"
"劉欣怡"|"832 梅山縣民族路128號4樓"
"蔡俊良"|"43382 新營長安路7號9樓"
"張簡怡君"|"26803 苗栗市新埔街7號1樓"
"李明宗"|"775 古坑文昌路45號之7"
"張羽彤"|"87839 永康市劍潭巷3號之9"
"吳淑美"|"52631 汐止縣西門路5號之3"
"周明宏"|"89540 中和市大仁路40號1樓"
"蘇秋月"|"534 永康信義巷50號1樓"
"柯永昌"|"10479 豐原市自由路1號之6"
"葉麗雪"|"604 三重動物園街6號1樓"
"黃志宏"|"36415 北港光明巷421號之9"
"徐麗娟"|"18021 北竿縣西門路5段452號之5"
"黃淑惠"|"979 蘆竹育英街46號4樓"
"李明德"|"58467 豐原大同路976號之9"
"簡佳蓉"|"881 桃園縣中山路9號5樓"
"邱美惠"|"990 卑南市永和街27號之7"
"廖麗美"|"34464 竹北永和路874號之6"
"何麗琴"|"55377 頭份市劍南街10號0樓"
"顏秀珍"|"283 北斗民富路52號之6"
"陳美鳳"|"103 牡丹市蘆洲路861號2樓"
"黃宇翔"|"93278 桃園紅樹林巷63號之2"
"賴碧霞"|"502 苗栗市文昌街6號7樓"
"呂建華"|"47232 汐止象山街3段990號8樓"
"李柏宏"|"88143 楊梅縣永和巷9段3號1樓"
"劉建宏"|"755 牡丹東興巷5號之8"
"江俊銘"|"634 三重永和巷9段32號3樓"
"李麗卿"|"57848 桃園市關渡巷5號之9"
"楊建興"|"13755 阿里山縣育英路1號之0"
"陳慧玲"|"18829 桃園新生街872號1樓"
"鄧明珠"|"939 臺東市民享巷9號之9"
"林淑娟"|"13089 梅山學府街530號4樓"
"吳秀梅"|"495 台南縣頂福州巷1段76號之3"
"林武雄"|"66243 嘉義縣動物園路6段48號9樓"
"李柏睿"|"28994 褒忠縣國凱八德街6段81號之8"
"王雅婷"|"69183 宜蘭縣松山巷840號之7"
"張武雄"|"326 北港平和巷909號之8"
"沈美鳳"|"84551 澎湖縣芝山街83號4樓"
"阮世明"|"113 基隆市中興街467號0樓"
"廖志宏"|"76242 牡丹大坪巷4段81號之5"
"田明輝"|"99479 臺東縣民有街555號之7"
"連淑敏"|"25638 平鎮市民族路5號6樓"
"陳冠廷"|"272 褒忠縣萬隆路70號之4"
"張美蘭"|"198 楊梅象山路3段169號4樓"
"李柏睿"|"697 太平劍南路6號9樓"
"謝國雄"|"61584 卑南自由路631號8樓"
"張建宏"|"88373 蘆竹市福德路3段26號8樓"
"何怡君"|"699 光復府中路7號3樓"
"張志豪"|"65721 北竿縣中山街540號9樓"
"楊冠廷"|"133 阿里山長春街30號之9"
"李承翰"|"129 橫山縣光復路263號之4"
"黃月娥"|"519 太平市自由街9段2號8樓"
"廖義雄"|"791 屏東市大橋頭路6號之2"
"邱雅玲"|"463 牡丹縣劍潭街93號6樓"
"李柏睿"|"71134 蘆竹光復街199號之9"
"施俊雄"|"652 北竿民生巷945號之9"
"黃文章"|"954 八德縣永寧巷68號之9"
"陳秀華"|"700 斗六縣象山街902號9樓"
"張文雄"|"776 永和勝利街87號之9"
"賴文雄"|"310 三重永寧街313號2樓"
"王正義"|"88254 汐止四維路744號6樓"
"楊雅萍"|"17863 桃園縣民享路489號之3"
"黃玉琴"|"66312 古坑永和巷37號之0"
"邱柏翰"|"881 員林市奇岩巷185號2樓"
"李欣怡"|"40861 楊梅市府中街77號之3"
"陳義雄"|"345 白沙市紅樹林巷725號之8"
"呂淑貞"|"96656 竹北蘆洲巷1號7樓"
"全仁傑"|"44535 鳳山縣福安街59號6樓"
"李麗卿"|"43316 關山市忠孝街9號9樓"
"林玉蘭"|"25002 斗六象山巷4段71號之8"
"林淑美"|"461 古坑四維街14號8樓"
"鄭素貞"|"65856 楊梅光華巷519號之2"
"吳榮華"|"50484 太平縣自立街9段275號之2"
"羅明德"|"65931 桃園縣淡水路527號之7"
"李正雄"|"14118 北港縣新生巷408號之0"
"黃美玲"|"913 連江縣新生巷15號0樓"
"鄭博文"|"668 楊梅縣博愛巷5號8樓"
"陳明宏"|"20271 阿里山市育英街4段68號之8"
"張榮華"|"906 台中縣建國路6段616號0樓"
"周明珠"|"35290 彰化縣中正街24號0樓"
"李佳蓉"|"33199 澎湖縣中正巷531號1樓"
"陳秀梅"|"930 朴子天母巷220號3樓"
"王柏翰"|"16858 蘆洲三民街971號之1"
"劉文傑"|"97651 永康民治巷99號3樓"
"李正雄"|"339 台南縣文昌街6號之0"
"黃志成"|"16311 阿里山景美街1段63號2樓"
"胡秀英"|"10795 平鎮仁愛街2號之9"
"張秋月"|"650 新竹縣大勇巷8號之6"
"林文賢"|"28640 樹林自由街41號7樓"
"郭美惠"|"608 板橋縣博愛路719號0樓"
"余春美"|"16943 新營莒光巷133號8樓"
"張淑惠"|"262 台東市忠義巷5號之6"
"江秀玉"|"70801 卑南市水源街8號6樓"
"劉雅慧"|"71337 草屯淡水路510號之0"
"李淑娟"|"37769 員林石牌路5段47號6樓"
"陳玉美"|"371 北斗仁愛路6號5樓"
"陳玉玲"|"11774 臺東市和街街40號5樓"
"陳淑芬"|"835 高雄大仁巷1段4號6樓"
"謝秀珍"|"21099 新北市林森巷245號之5"
"李金龍"|"745 南投文化路319號7樓"
"賴麗珠"|"97275 澎湖大同巷46號4樓"
"林淑華"|"41483 阿里山新興路6段404號之3"
"陳世明"|"689 宜蘭市南路8號之0"
"袁志豪"|"85736 台中市興路6號之0"
"李淑娟"|"529 金門福德路826號之4"
"陳永昌"|"39713 台中永安巷864號之8"
"陳志強"|"225 橫山頂福州巷85號9樓"
"柯淑貞"|"82740 頭份松山街45號之0"
"張麗華"|"48434 南投民族巷578號2樓"
"洪靜怡"|"508 連江文昌路4段74號8樓"
"溫靜宜"|"31171 宜蘭市大同街5段90號之9"
"杜麗雲"|"62169 連江大同巷22號之4"
"邱美玉"|"156 草屯五福巷327號之0"
"曾志誠"|"247 八德縣永安路610號之3"
"李淑娟"|"937 斗六縣淡水街3號之3"
"黃志忠"|"15764 褒忠長春巷1段5號2樓"
"吳建良"|"552 台南縣光華街2號之2"
"孫明德"|"37610 牡丹縣大智街9號1樓"
