"丁志銘","78228 鳳山雙連路3段88號0樓" 
"陳建宏","22586 白沙市民權路9號6樓"
"郭彥廷","59098 台南民享街1號之3"
"藍進興","78385 嘉義光復巷7段5號之0"
"李承恩","90569 基隆西門巷9段92號之7"
"劉志宏","256 阿里山縣昆陽街9號之9"
"葉秋香","53616 金門復興街964號9樓"
"鍾榮華","22400 阿里山市中山路8號4樓"
"侯俊雄","29967 台中萬隆路3號之3"
"李家豪","474 鳳山縣五福街8段4號2樓"
"葉美玉","500 梅山大同街124號6樓"
"郭世昌","23432 太保市新生路3段8號9樓"
"葉惠玲","63742 台東育英巷808號之9"
"周明德","10461 斗六石牌巷59號之0"
"阮秀美","33215 竹田自由街3號9樓"
"劉美蘭","18715 蘆竹市明德街45號5樓"
"程秀霞","281 高雄古亭街2號3樓"
"池心怡","268 關山萬隆巷6號6樓"
"陳碧珠","369 南投建國巷25號之4"
"李建中","33717 牡丹縣大橋頭街81號之5"
"王柏宏","47671 永和市迴龍巷60號之0"
"陳冠宇","689 梅山市自強路6段1號0樓"
"徐美惠","51459 中壢大勇巷20號8樓"
"吳柏霖","96507 永康縣芝山街635號之0"
"黃惠珍","689 關山市新店巷540號之4"
"吳子睿","51127 澎湖市大勇路33號之2"
"張志誠","908 光復南路3段556號0樓"
"鍾怡婷","482 新竹博愛巷3號之9"
"白建中","61612 宜蘭關渡路2號之0"
"李建中","65752 新營縣東湖路4號之4"
"陳秀梅","890 台中市大安路4號之7"
"楊雅慧","160 草屯市自由街14號8樓"
"許怡婷","87142 新北縣關渡巷633號8樓"
"楊俊傑","90819 牡丹奇岩街31號之8"
"張建興","465 新營縣民富巷3號7樓"
"王詩涵","599 台中市三民巷2號之6"
"李博文","77201 連江市學府巷38號之1"
"劉信宏","61518 朴子縣中正路132號之4"
"賴麗香","848 永康古亭街8段5號4樓"
"李建興","88641 朴子育英巷485號之5"
"曾麗琴","58273 宜蘭東興街7段6號之3"
"郭秀枝","405 台東東湖街80號6樓"
"許欣怡","66333 高雄市昆陽巷8號之8"
"張禹彤","842 高雄文化巷8號之7"
"陳佳蓉","51558 三重頂福州街898號6樓"
"石淑慧","15875 臺中中正路1段5號之3"
"羅秀娟","40918 八德市大安巷9號之1"
"丁美麗","15583 新竹市關渡巷515號8樓"
"王明宗","148 太保民有巷4段125號之5"
"李志偉","99262 光復士林路1號之0"
"林品妤","845 苗栗民有街8段482號之4"
"潘靜怡","412 北竿市雙連路8號9樓"
"張冠宇","843 八德市松山路4段4號之5"
"白子翔","37811 頭份縣新北投街7段33號之6"
"李志明","612 太保德街18號之1"
"蔡雅玲","702 新營廣慈街3號之7"
"周志明","620 三重縣萬隆路1段483號7樓"
"魏美慧","37177 新營市長安路5段9號之5"
"高嘉宏","619 平鎮市大智街1號之8"
"李志宏","76377 卑南西門路2號9樓"
"李建成","25425 桃園新北投街870號7樓"
"郭月娥","22451 太平動物園街6號6樓"
"巫信宏","19028 樹林新生路82號之0"
"張俊傑","452 南投縣南街3號之8"
"林家銘","121 橫山縣水源路52號2樓"
"曾雅玲","22353 新竹市廣慈巷55號9樓"
"歐月娥","24717 永和縣大智路7號之4"
"温宇翔","58728 中和市新生路7號5樓"
"張志明","61651 金門東興巷3段7號之6"
"李志強","589 桃園關渡街1段9號之1"
"廖美麗","521 鳳山中和路3號6樓"
"李俊雄","155 阿里山大同巷7段715號8樓"
"陳秀華","845 連江市文山巷1號9樓"
"葉承翰","608 永康縣景美街61號0樓"
"林志豪","974 屏東仁愛路136號7樓"
"林雅婷","91862 新竹市大同巷5段8號7樓"
"陳嘉宏","13437 新竹天母路6段135號5樓"
"張麗美","689 宜蘭市大仁巷91號9樓"
"柯國雄","49711 朴子新生巷692號9樓"
"李志忠","87124 高雄永和路5段9號之9"
"黃文華","254 員林市和平街74號之9"
"廖玉蘭","455 大里市淡水巷9段924號8樓"
"吳宗憲","23875 台南國凱八德巷513號6樓"
"王義雄","964 台南縣仁愛巷4段95號之4"
"黃正雄","750 澎湖成功巷4段55號5樓"
"周俊良","83518 台北市光明路8號之4"
"許玉琴","78165 澎湖福德巷50號5樓"
"黃文龍","99577 朴子和平街3號之5"
"蕭素琴","785 中壢新莊巷14號之9"
"李志明","457 花蓮育英街9號8樓"
"陳秀娟","825 蘆竹府中巷420號0樓"
"梁志文","25941 新竹劍潭街2號8樓"
"張美雲","519 橫山興路944號之7"
"姜秀美","87122 南投光華巷572號7樓"
"陳美雲","23534 八德華興巷10號之7"
"陳聰明","67921 新營學府街89號9樓"
"陳淑玲","42329 花蓮市松山巷1段484號7樓"
"蘇俊宏","30943 關山縣興路642號4樓"
"陳俊廷","20948 台中縣林森巷702號之9"
"李志雄","99934 頭份縣石牌街27號之6"
"蘇素貞","95789 卑南民富路919號之0"
"萬俊傑","89570 北斗縣新店路40號5樓"
"陳建成","129 新營天母路88號1樓"
"陳淑珍","581 橫山迴龍路430號5樓"
"陳秀娟","296 嘉義文化巷5段11號之0"
"張欣怡","86919 新竹長安街4號之9"
"張俊宏","838 高雄市動物園路1號之2"
"何靜怡","439 苗栗博愛路735號之3"
"黃建興","21062 三重成功路4段519號之6"
"李怡婷","27084 太平市新生街3段852號1樓"
"吳冠宇","29544 新竹市景美街20號之4"
"蔡淑惠","37042 新營縣淡水街4段76號之7"
"蔡碧珠","44680 豐原縣育英街662號6樓"
"陳靜宜","363 新竹縣石牌巷86號之9"
"梁美麗","859 白沙縣松山街1號8樓"
"蘇文華","44859 大里雙連路710號之1"
"李文賢","74519 大里頂福州街8號之7"
"林淑娟","779 竹田大智路9段402號5樓"
"陳素琴","51165 楊梅縣小碧潭路4段44號之9"
"李承恩","218 草屯大智街8號0樓"
"曾俊傑","37195 斗六市昆陽街537號8樓"
"李雅慧","42784 金門縣三民巷25號之9"
"凃志強","440 台北市福德街338號之5"
"黎建成","854 新營縣民富巷606號1樓"
"黃美慧","311 草屯縣新莊巷3號7樓"
"李麗玲","577 嘉義永寧巷234號7樓"
"洪文祥","398 古坑市廣慈巷1號之1"
"林俊宏","75978 牡丹市古亭巷566號8樓"
"廖鈺婷","91573 新竹縣光華路43號5樓"
"李承翰","301 基隆縣正義街9段6號3樓"
"潘文雄","40266 高雄縣學府巷75號之8"
"余志雄","49045 臺中縣新生巷394號之7"
"王俊明","738 永康中山街442號之1"
"蔡仁傑","157 阿里山市永安路955號1樓"
"韓信宏","73384 新營縣自由路47號之2"
"林嘉宏","43892 屏東莒光街8段7號之4"
"王冠霖","753 連江縣長春街5號之3"
"張麗娟","347 台南自由巷3號2樓"
"陳美玉","558 新營市莒光路5號8樓"
"李文傑","974 永和中央街115號之3"
"黃志銘","599 平鎮市民享街8號7樓"
"莊武雄","97798 台南市自由路5號之3"
"劉世明","30908 豐原民治巷827號1樓"
"施志遠","156 新北縣奇岩巷811號之4"
"陳淑卿","553 豐原博愛路49號0樓"
"許淑貞","53314 新營國凱八德巷13號0樓"
"林思妤","605 台南和平巷435號1樓"
"周志宏","869 頭份新莊街9段824號1樓"
"莊文祥","268 臺東市建國街65號9樓"
"李文正","47956 牡丹信義巷6號之2"
"張明輝","30691 嘉義市西門巷24號之3"
"林文雄","17258 阿里山象山巷1段224號8樓"
"蕭淑惠","32412 頭份縣府中巷1號9樓"
"陳承翰","13588 連江市松山路6號之1"
"蘇麗珠","53619 卑南學府街3號之1"
"趙志明","564 光復縣大智路28號之7"
"馬宗憲","434 澎湖市西門路43號之4"
"李宗翰","82473 褒忠市興街85號8樓"
"朱柏霖","588 草屯文化路1號3樓"
"李文正","673 臺中新莊巷5段82號1樓"
"甘麗娟","57385 白沙縣動物園街6號之7"
"王美玲","22359 員林中華路7號8樓"
"李秀美","29206 宜蘭動物園路37號4樓"
"蕭明德","799 金門市頂福州巷32號之6"
"莊建宏","623 楊梅明德路39號之2"
"林玉英","886 永康縣士林路8號3樓"
"高苡安","445 褒忠市芝山街10號之4"
"羅秀蓮","96340 關山市大坪街507號7樓"
"王建成","129 鳳山松山巷6段3號之8"
"李文章","63984 連江松山巷60號之7"
"陳冠宏","434 宜蘭市北投巷96號之7"
"徐玉英","652 桃園市光復路16號0樓"
"宋美珠","20371 台北市松山路9號0樓"
"鄭宗霖","714 梅山天母街1號2樓"
"陳家瑋","934 高雄市民治巷8段26號之4"
"林素珍","11113 白沙市中正路5號0樓"
"蘇惠玲","498 屏東民生路712號之9"
"鄧志成","21845 苗栗自由巷341號之1"
"謝承翰","958 朴子光華巷1段592號7樓"
"李文章","849 草屯縣育英路2段58號之4"
"何建華","24754 台南縣士林街25號7樓"
"鄭淑貞","84259 草屯成功街8號之3"
"林文欽","878 南投市大勇路9號5樓"
"徐秋香","33420 台中縣光明巷38號6樓"
"郭禹彤","81362 永和市民有巷1號0樓"
"沈志文","866 金門市勝利巷26號之6"
"廖志雄","895 新竹大同街30號之7"
"江心怡","80243 汐止紅樹林街8號之2"
"莊子翔","861 蘆洲民權路9段768號5樓"
"李文華","814 新營光明巷813號之4"
"郭美珍","47780 臺中學府街7號6樓"
"詹麗卿","739 八德縣永安路6號1樓"
"李文龍","103 花蓮市東湖路93號2樓"
"林麗華","457 太保大同巷4段72號之8"
"許冠宇","890 褒忠中央街98號5樓"
"吳子翔","323 台東大安街84號9樓"
"張淑貞","830 嘉義市水源巷80號5樓"
"黃俊賢","635 嘉義縣頂福州巷140號之3"
"劉素卿","63756 竹田天母巷13號之2"
"李文雄","51107 阿里山光華巷87號之0"
"許家豪","534 中壢劍南路2號8樓"
"陳怡君","83833 蘆竹府中路489號之7"
"陳柏宇","757 八德仁愛巷636號8樓"
"施美娟","83181 太保永安路1號之6"
"顏美麗","872 基隆新店路9段661號1樓"
"陳玉鳳","720 蘆洲市自由街75號6樓"
"詹明輝","18130 苗栗育英路70號之7"
"簡明德","476 基隆大同街4號9樓"
"李淑美","40986 汐止興巷408號之7"
"李月英","88337 樹林縣新生巷7段170號之9"
"黃秀英","79268 臺東市自由路6號之2"
"李國榮","730 員林市大智街80號8樓"
"陳怡君","283 台中中興巷9段840號之8"
"邱凱翔","539 台南市中正巷42號5樓"
"林俊佑","84515 基隆復興街5段2號7樓"
"張詩涵","550 橫山市育英巷89號4樓"
"阮秀雲","55517 八德大仁巷7段677號之1"
"張家榮","70349 台北市動物園巷86號6樓"
"呂進財","53322 鳳山市雙連街13號之8"
"李柏翰","827 八德市勝利路377號6樓"
"陳柏諺","155 草屯新生街4段64號之8"
"黃俊傑","212 梅山縣蘆洲路723號4樓"
"賴宗翰","22981 卑南新埔巷426號之3"
"曲志成","83306 彰化市民生巷786號之8"
"陳惠玲","746 台中北投巷474號之8"
"李秀蘭","66042 中壢新生路6段704號之3"
"廖明輝","89188 基隆學府路73號之0"
"姜家豪","54366 台中中正路25號7樓"
"邱仁傑","86033 新營縣劍潭巷3號之0"
"李柏翰","938 大里市迴龍巷7號0樓"
"林春美","42848 朴子德街97號8樓"
"林家宏","60121 新營縣芝山巷98號3樓"
"簡正雄","292 新竹東湖街9號4樓"
"錢美惠","40409 光復縣忠義路23號之5"
"陳淑華","23085 牡丹市正義街94號之1"
"鮑美華","19795 鳳山信義巷9號2樓"
"蔡素蘭","54252 新竹市大安巷7號2樓"
"彭俊雄","372 太平蘆洲路5號之8"
"黃聰明","82165 永康市動物園巷99號2樓"
"李柏霖","87856 褒忠忠義巷35號0樓"
"王秀珠","72764 樹林大智巷187號1樓"
"李家瑋","830 阿里山縣自由街345號之0"
"葉雅慧","97640 彰化縣和街街9號0樓"
"陳柏宏","23056 板橋自強街3號9樓"
"林進興","90563 新營市四維路18號4樓"
"劉志誠","827 台南市新北投街3號9樓"
"黃淑娟","37654 古坑縣中央路6段28號4樓"
"劉建志","70401 中和縣新生路26號之2"
"周聰明","169 新竹民權巷98號之8"
"李正雄","57087 新營中山路4段154號之1"
"曾雅惠","22712 基隆市大仁街4段10號5樓"
"陳惠美","32449 三重縣三民路685號8樓"
"游金龍","77848 橫山縣中興街61號之7"
"鍾家豪","811 苗栗小碧潭街1段4號之7"
"潘建銘","68806 宜蘭大智巷599號0樓"
"羅麗美","957 褒忠縣土城路1號6樓"
"陳麗華","324 新營中山街598號1樓"
"彭怡君","37470 高雄中和街4段53號之6"
"賴秀珠","84530 新營育英路96號4樓"
"李武雄","552 梅山大智路8段40號之1"
"陳品睿","95724 台南興街469號2樓"
"李志強","53139 關山市文山街1段80號之7"
"邱建興","959 卑南市關渡街375號8樓"
"邱欣怡","37019 北斗市民有巷4號之0"
"陳美惠","26708 桃園奇岩路88號之4"
"陳文雄","589 竹田新生巷2號之7"
"陳淑敏","54256 汐止市和平路6號3樓"
"鄧秀美","95547 澎湖市民有巷3號之7"
"葉雅雯","152 大里市民權巷9號3樓"
"李淑卿","680 新北中華巷74號之8"
"賀家豪","390 員林市復興巷30號6樓"
"趙明輝","93283 三重市大坪路9號之3"
"徐文章","66787 蘆竹廣慈路79號1樓"
"卓志豪","22343 草屯縣明德巷81號9樓"
"黃怡婷","911 員林大坪街4號3樓"
"林淑貞","661 花蓮市奇岩街7段41號9樓"
"張春美","76432 頭份縣信義路6段5號0樓"
"林志明","56262 彰化廣慈巷619號之5"
"陳美珍","983 白沙市東湖巷621號3樓"
"李淑娟","49603 雲林縣福安街798號之4"
"賴美華","660 卑南縣德巷5段8號5樓"
"呂國華","731 竹田市勝利巷449號之8"
"鄒雅惠","99321 蘆竹林森路6段79號1樓"
"黄宗翰","728 基隆莒光路24號1樓"
"吳靜怡","28413 蘆竹新北投街336號之0"
"陳冠宏","82284 台東華興街5號之0"
"呂文欽","59882 新營平和街881號之4"
"江文章","58938 桃園公園路21號2樓"
"李國雄","39189 台中忠孝路8號之9"
"李淑娟","92085 頭份大橋頭街3段765號8樓"
"郭子翔","139 北斗市民治巷46號8樓"
"吳宇軒","10343 太平市忠孝街2號之5"
"郭麗娟","807 太保縣永寧路48號4樓"
"張苡菲","632 草屯東興路41號之4"
"李宜蓁","21774 馬公淡水路103號之4"
"黃俊傑","62035 北港縣光明街69號5樓"
"洪美玉","20037 屏東市淡水街2段453號5樓"
"甘志雄","97043 大里大同巷36號之0"
"施家豪","297 南投縣士林巷4段80號3樓"
"李淑慧","68410 白沙市迴龍巷6號7樓"
"張信宏","77928 關山市正義路521號之5"
"洪春美","544 屏東縣中和巷5段409號之3"
"沈俊雄","101 蘆竹大同街851號7樓"
"黃美慧","79566 關山新生巷4段942號之0"
"吳玉英","10552 褒忠市國凱八德巷3段30號之0"
"蔡淑美","75373 雲林新埔街92號之7"
"江金蓮","19186 彰化龍山寺巷4段625號2樓"
"劉美玲","72954 白沙縣民權路8段154號9樓"
"黃志銘","91791 橫山劍南巷4段385號之5"
"李淑玲","74666 新營縣石牌巷1號之4"
"蘇玉英","267 褒忠市東興街5號8樓"
"陳素蘭","404 牡丹南路2號0樓"
"歐志豪","73037 楊梅市大橋頭巷5段50號之4"
"曾世昌","637 臺東縣新生街3號4樓"
"鄒志忠","76546 南投民富街64號之9"
"李慧玲","14098 新營建國路7號之9"
"林國雄","693 新竹市光明路1段7號之4"
"賴雅雯","606 阿里山市三民路515號2樓"
"林靜宜","327 光復市東湖街1段890號4樓"
"李淑美","710 竹田大同路24號5樓"
"陳素琴","990 古坑市文山巷27號之3"
"林志明","10945 頭份景美街5號8樓"
"徐明珠","490 卑南育英路8段5號之1"
"張欣怡","823 白沙古亭巷9號9樓"
"蔡志強","841 雲林市大仁巷3號1樓"
"邵承恩","61432 永和關渡巷7號之0"
"蔡美玉","17731 斗六縣大坪街3號之7"
"李淑惠","72304 三重縣文昌巷4段554號7樓"
"李柏諺","38126 金門市大智街443號6樓"
"李淑芬","58780 中和縣正義巷4號7樓"
"陳明德","86155 平鎮中山路969號之8"
"黃恩碩","147 桃園縣自由路9段206號之6"
"林麗美","277 朴子學府巷93號1樓"
"林進財","19400 橫山建國路3號0樓"
"王雅惠","618 光復學府街3號0樓"
"許冠廷","427 北竿縣信義巷4段5號9樓"
"李凱翔","19291 苗栗市劍潭路5號之7"
"江博文","364 北竿縣南巷26號之2"
"郭明宗","64008 馬公昆陽路9段9號之2"
"李淑芬","692 苗栗市自強路5段72號3樓"
"陳秀琴","940 太平縣府中路80號之2"
"呂麗琴","760 竹田縣仁愛路25號之1"
"黃寶珠","34908 雲林大坪巷9號之1"
"陳志銘","23803 永和縣新興巷69號7樓"
"張麗雲","62101 高雄縣芝山街9段11號2樓"
"劉月英","382 斗六縣民富街2段5號之2"
"鄭秀枝","36106 竹田莒光街15號之5"
