"丁淑娟"	"216 太保芝山路9號之3" 
"謝家瑋"	"52317 臺中市四維路89號0樓"
"謝宗翰"	"41956 台南民享路282號之3"
"張美華"	"42514 大里市東湖巷5段1號5樓"
"陳正雄"	"34821 阿里山市關渡巷1號2樓"
"蔡俊宏"	"164 牡丹市中華巷295號6樓"
"蘇秀英"	"16053 樹林西門街64號之2"
"林柏宏"	"518 太平古亭路66號3樓"
"李永昌"	"34501 太保東興巷61號4樓"
"呂柏翰"	"639 臺中市大橋頭街3號之0"
"張金蓮"	"451 白沙東興街7段86號1樓"
"王武雄"	"593 花蓮自由路9段61號8樓"
"柯俊傑"	"651 台東大同路2號0樓"
"吳志豪"	"48442 彰化市東湖路1號之4"
"廖佩珊"	"444 竹北水源巷8號之9"
"蘇碧霞"	"88097 南投市新興路840號之2"
"陳志文"	"164 汐止大同路3段107號1樓"
"黃宜蓁"	"12113 汐止福德路1號2樓"
"李永昌"	"370 蘆竹市新北投巷674號1樓"
"林雅惠"	"726 新北自強路3號之2"
"陳建成"	"61187 鳳山市中山街9段972號6樓"
"謝美雲"	"84873 鳳山市學府路813號之4"
"陳志文"	"72557 連江縣東湖巷96號8樓"
"陳品睿"	"408 八德民享路7號之7"
"王建宏"	"280 台中中正街492號1樓"
"賴家銘"	"870 南投廣慈巷46號之2"
"顏秀華"	"188 光復市福德街6號0樓"
"陳承恩"	"799 桃園縣民富路22號之6"
"李淑卿"	"60677 斗六市景美路152號0樓"
"高美玲"	"57141 大里頂福州巷1段8號之2"
"周冠廷"	"50304 永康興路806號之9"
"彭文華"	"990 卑南縣新生巷97號6樓"
"鄭文祥"	"312 基隆縣民有街98號6樓"
"陳麗雲"	"17969 竹北縣士林路940號2樓"
"廖麗華"	"85589 豐原迴龍街5號之9"
"黄麗珠"	"246 台南縣蘆洲巷40號8樓"
"謝柏諺"	"155 連江縣中央路3號5樓"
"陳俊傑"	"54841 雲林市明德路7號0樓"
"李淑娟"	"10275 褒忠中山街2號2樓"
"劉國華"	"973 高雄市民享路842號1樓"
"王淑娟"	"968 豐原光華路4號4樓"
"安秀華"	"28986 平鎮縣中華街1段5號6樓"
"徐秀英"	"37190 北竿民有巷6段83號8樓"
"洪麗玲"	"528 北港縣關渡街576號之6"
"李淑華"	"92155 苗栗長安巷448號3樓"
"梁正雄"	"92780 蘆竹三民路9段8號1樓"
"蔡文彬"	"95123 彰化縣大坪巷77號之3"
"申惠玲"	"50597 竹北大同路584號1樓"
"李淑娟"	"574 竹田民族巷82號4樓"
"梁雅惠"	"46522 關山市東湖巷301號4樓"
"陳凱翔"	"40679 橫山縣大橋頭街5號之4"
"薛月娥"	"98428 古坑縣東興街25號之7"
"張俊雄"	"52924 新營昆陽街17號9樓"
"唐明德"	"18711 北斗五福巷8號之5"
"林榮華"	"90247 朴子市永和路896號3樓"
"許進財"	"693 阿里山市東湖巷2號7樓"
"蔡美珠"	"70001 彰化縣民享巷4號7樓"
"陳素卿"	"341 馬公市民富街3段6號9樓"
"李淑惠"	"16706 關山縣德路5號0樓"
"張正雄"	"84117 基隆四維路836號之8"
"許秀鳳"	"29876 台中市三民巷71號6樓"
"馮美雲"	"224 斗六縣文山街615號之9"
"邱美玲"	"144 苗栗永和巷2號6樓"
"李家豪"	"63265 北港市明德巷1號0樓"
"楊淑珍"	"77936 澎湖市新生巷84號之2"
"洪欣怡"	"95602 斗六新生巷2號6樓"
"宋建宏"	"19622 樹林仁愛巷29號1樓"
"林宥廷"	"49671 嘉義縣關渡街1號之4"
"李淑芳"	"594 光復龍山寺路2段3號之2"
"高秀娟"	"486 臺東新莊巷9號之4"
"雷俊賢"	"24735 八德永寧街96號5樓"
"陳金鳳"	"115 板橋市古亭路774號之1"
"李文正"	"14283 新北育英街32號7樓"
"楊美英"	"162 牡丹市中山巷658號之2"
"陳正雄"	"916 白沙關渡街2號9樓"
"許榮華"	"891 宜蘭紅樹林路233號之6"
"范秀英"	"855 太保福安街36號3樓"
"朱佩珊"	"87929 汐止和街街36號3樓"
"李淑華"	"46477 新營市莒光巷961號3樓"
"黃玉鳳"	"621 新竹縣新埔街1號9樓"
"李淑華"	"391 汐止市自由巷9號8樓"
"陳柏翰"	"38492 關山永寧街5號0樓"
"林文龍"	"358 草屯大安街11號6樓"
"蕭志強"	"31400 宜蘭市明德巷42號之7"
"黃秀英"	"50931 澎湖縣士林街28號5樓"
"楊金鳳"	"879 草屯大同街2號3樓"
"黃冠廷"	"780 連江新生街4號2樓"
"黃文章"	"565 員林動物園街80號5樓"
"李淑貞"	"86035 樹林市復興街67號4樓"
"陳淑玲"	"747 永康士林街684號6樓"
"林秋月"	"644 朴子縣三民巷3段78號0樓"
"魏雅慧"	"952 蘆洲縣大安街1段2號之5"
"劉哲維"	"84238 大里縣民治路2段94號之7"
"闕建銘"	"298 鳳山府中街260號之5"
"黃榮華"	"850 台北奇岩街6號之7"
"江美珠"	"69560 八德市國凱八德路8號3樓"
"邱文祥"	"60029 平鎮動物園巷7段853號3樓"
"陳文雄"	"453 竹北奇岩街2號之8"
"李玉玲"	"212 牡丹新北投街1段69號1樓"
"黃柏宇"	"960 蘆竹復興路257號之1"
"蔣淑娟"	"654 楊梅縣信義路20號2樓"
"林雅婷"	"66439 平鎮市關渡路7段76號之0"
"趙淑珍"	"40592 汐止縣新生街43號5樓"
"梁美惠"	"17850 三重大安街709號之2"
"簡秀美"	"534 新營自強路452號之6"
"王秋月"	"67272 新竹縣育英巷2號之3"
"温文雄"	"344 新竹縣中興街79號8樓"
"馮志豪"	"544 竹田天母街3段9號7樓"
"李玉玲"	"73750 台北縣大坪路736號之9"
"詹恩碩"	"326 員林市永和路5號4樓"
"吳麗珠"	"12795 台北縣石牌巷24號之6"
"吳雅婷"	"760 連江縣明德街1號3樓"
"朱明宗"	"722 古坑石牌路29號8樓"
"王麗珠"	"461 永康市光華路283號2樓"
"謝宇軒"	"949 台南關渡巷81號1樓"
"董俊男"	"12599 新竹忠義街5段9號之9"
"顧素貞"	"48603 古坑四維巷554號之4"
"許秀英"	"81173 橫山福德街5號之4"
"李玉珍"	"566 古坑蘆洲街1號之6"
"文志宏"	"288 南投市中興街44號1樓"
"郭秀雲"	"320 褒忠市中興路3段9號之6"
"張明宗"	"96991 斗六蘆洲路540號6樓"
"劉建良"	"80123 板橋中和路1段661號8樓"
"許雅婷"	"741 永和建國路82號之1"
"李美英"	"80011 豐原中正巷58號之9"
"孫淑珍"	"707 蘆竹東興巷900號2樓"
"劉玉珍"	"984 板橋林森街52號0樓"
"謝麗珠"	"78221 台中莒光街52號0樓"
"李玉蘭"	"31865 新營大安巷110號6樓"
"温佳玲"	"317 桃園市正義路1段88號6樓"
"陳建銘"	"132 卑南國凱八德巷54號之4"
"許冠宇"	"354 三重自由路65號2樓"
"黃玉英"	"80677 竹田市大同街177號之2"
"廖雅惠"	"503 八德民富巷6號7樓"
"陳志強"	"129 平鎮縣長安街6號3樓"
"黃秀美"	"48746 馬公縣永寧街3段3號8樓"
"劉素貞"	"531 永康縣天母巷8段4號1樓"
"陳承恩"	"86475 臺中縣福安街6段405號之2"
"李秀娟"	"310 朴子市文山巷64號之1"
"李美鳳"	"280 古坑市正義街6號之8"
"曾秀琴"	"760 頭份中和巷811號9樓"
"蔡建中"	"15535 永和縣小碧潭路70號7樓"
"周金龍"	"915 台東市新埔街45號之8"
"鄭文彬"	"126 大里劍潭路631號之8"
"洪政宏"	"41619 卑南劍南巷1段171號5樓"
"李雅婷"	"363 梅山民享巷253號之7"
"詹俊賢"	"123 澎湖大智街15號之8"
"陳淑卿"	"838 桃園縣大同街3號之4"
"李秀娟"	"76565 頭份信義巷4號2樓"
"黃素珍"	"12784 新北市和平路738號7樓"
"吳俊豪"	"595 員林文化巷1段9號之6"
"吳聰明"	"842 台北學府路517號之3"
"陳博文"	"72709 楊梅市正義路1段103號之3"
"李文傑"	"57684 新竹東湖巷8號2樓"
"丁明德"	"736 宜蘭縣自立路7段94號之2"
"蕭美珠"	"46760 臺東光明巷4號之3"
"曾淑玲"	"74895 台東市新埔路852號之8"
"王玉英"	"550 平鎮昆陽路310號8樓"
"李秀枝"	"32223 基隆博愛巷935號之5"
"盧美珠"	"880 彰化博愛路104號7樓"
"蔡武雄"	"98401 南投長安街59號之3"
"陳雅慧"	"86173 屏東縣象山巷8段51號之5"
"林美玲"	"516 員林縣紅樹林路61號之9"
"朱國雄"	"267 基隆市信義巷4號之2"
"何進發"	"169 新營縣奇岩街6段2號之6"
"柯宗霖"	"20176 馬公市新店路6段9號之4"
"陳玉英"	"97635 橫山市自由街85號3樓"
"洪柏霖"	"30154 板橋大智街1號之4"
"李秀枝"	"80365 八德中山街421號6樓"
"楊家瑋"	"78322 台北市古亭街2號6樓"
"楊淑惠"	"14698 新竹新北投街7號之2"
"黃俊豪"	"52284 卑南市公園巷685號1樓"
"張美珠"	"847 台北動物園巷3號1樓"
"胡秀珠"	"828 屏東水源路43號6樓"
"凃志賢"	"76121 卑南市永安巷7段57號之0"
"方佳玲"	"17684 基隆縣雙連街6號6樓"
"詹彥廷"	"33353 頭份永和巷72號3樓"
"徐宇翔"	"26500 阿里山縣龍山寺路6段396號3樓"
"李秀梅"	"41722 雲林縣勝利路29號之6"
"常秀英"	"300 竹北市育英巷51號之2"
"陳政宏"	"81576 樹林學府街89號之6"
"陳凱翔"	"84109 草屯華興街352號之6"
"黃玉梅"	"198 頭份中華巷1段7號之5"
"楊秀美"	"33851 永康市小碧潭街8號9樓"
"吳麗玲"	"798 基隆福安巷58號之9"
"林進財"	"252 朴子自由巷459號之0"
"潘秀琴"	"844 太平縣德街2號之2"
"張淑玲"	"974 台南景美巷57號之9"
"李秀珍"	"913 光復市自由街501號之1"
"邱玉鳳"	"17306 宜蘭象山街594號之5"
"陳秀蘭"	"527 北斗縣國凱八德街1段74號4樓"
"洪威廷"	"19847 南投復興路3號之9"
"吳永昌"	"71250 蘆洲新北投路9號7樓"
"何美麗"	"97460 阿里山中央路4段10號之6"
"楊佳玲"	"926 豐原市勝利街98號之0"
"王志豪"	"40215 牡丹中正路88號之9"
"陳志銘"	"299 馬公興巷5號之8"
"洪子睿"	"78770 花蓮市關渡路9段769號9樓"
"李秀珠"	"97479 太平福安街5段87號2樓"
"蘇俊宏"	"68858 朴子松山路5段18號之9"
"王威廷"	"88947 竹田正義街201號8樓"
"李俊雄"	"350 嘉義市莒光街74號之5"
"林雅玲"	"72704 斗六復興巷190號5樓"
"李佳玲"	"753 古坑縣長春巷208號5樓"
"陳冠宇"	"574 連江縣公園路8段1號之6"
"張凱翔"	"10271 南投市公園巷94號之0"
"鄭惠美"	"424 八德市自由街3號9樓"
"王家豪"	"252 古坑長安路675號7樓"
"李秀霞"	"535 大里府中街5號之9"
"彭怡婷"	"40134 白沙縣雙連街4段57號5樓"
"羅佳蓉"	"882 北港市蘆洲巷217號0樓"
"邱麗華"	"794 八德民有街8段68號1樓"
"于勝雄"	"348 太保縣淡水路409號5樓"
"張心怡"	"25815 古坑象山路52號8樓"
"劉美英"	"75824 新竹市新北投街319號4樓"
"江建宏"	"56836 梅山新生巷2號5樓"
"陳志成"	"22021 平鎮忠義巷605號5樓"
"呂冠霖"	"438 樹林東興路811號之5"
"李秀鳳"	"69288 竹北市公園街4段6號之6"
"賴正義"	"20486 平鎮永和路1號之4"
"劉志偉"	"403 新竹水源街5號5樓"
"鄭芸菲"	"388 新營四維巷782號之0"
"劉淑惠"	"58721 員林水源巷108號之3"
"許文龍"	"73362 高雄西門街5號4樓"
"孫寶珠"	"43141 大里仁愛巷34號之0"
"吳美惠"	"55402 北斗華興街9號之7"
"江月娥"	"666 褒忠市長安街462號之5"
"王雅萍"	"46324 蘆竹縣莒光街3段146號0樓"
"李素卿"	"29197 南投縣蘆洲巷876號0樓"
"李美華"	"685 蘆洲建國巷788號5樓"
"蘇建中"	"75501 卑南大橋頭巷8段39號6樓"
"莊玉珍"	"74590 太保市正義街72號8樓"
"林承翰"	"18625 中壢縣光華街611號2樓"
"董家銘"	"71863 豐原縣平和街62號2樓"
"陳秀蘭"	"89192 草屯淡水街4段1號7樓"
"莊玉玲"	"19036 中和縣忠孝街50號4樓"
"李子宸"	"51675 關山市新生街8號1樓"
"吳國雄"	"357 永和縣自由巷9號9樓"
"李素珍"	"216 苗栗市紅樹林街572號之2"
"李麗玲"	"246 楊梅縣紅樹林街68號之2"
"許麗玲"	"551 永康新北投路559號之8"
"張建成"	"137 橫山市和街路68號之4"
"林欣妤"	"42680 竹北市學府巷96號8樓"
"鄭俊宏"	"29337 嘉義縣三民巷32號之8"
"洪美英"	"670 八德市中山路7號之8"
"黃宜蓁"	"887 新竹市南巷9號8樓"
"羅睿恩"	"384 梅山育英路70號0樓"
"陳俊宏"	"82988 中和市光華巷167號之8"
"李素珍"	"394 草屯萬隆路1號6樓"
"李美玉"	"700 彰化關渡路9段690號4樓"
"劉品睿"	"813 桃園市和街街226號3樓"
"許志宏"	"678 嘉義縣民富巷36號4樓"
"黃志宏"	"128 基隆縣文昌路229號之5"
"張秀琴"	"484 頭份市迴龍街534號8樓"
"楊秀華"	"216 草屯建國街4號1樓"
"郭淑娟"	"35117 花蓮東湖路9段9號0樓"
"曹俊豪"	"198 台東市中和街3段8號6樓"
"陳美珍"	"365 竹北民享街83號1樓"
"李素琴"	"650 梅山縣關渡街9號1樓"
"謝宸睿"	"91268 台北市四維巷27號之1"
"葉冠宇"	"220 褒忠古亭巷6段8號之6"
"邱冠宇"	"874 員林新莊巷178號之3"
"林文彬"	"264 高雄永寧巷669號之3"
"鐘俊銘"	"993 北斗縣水源路7段48號7樓"
"謝麗珠"	"94799 馬公縣南巷47號之5"
"王宗翰"	"98098 基隆市大勇巷7號之9"
"黃承翰"	"81338 新竹南路1段553號之2"
"黃淑華"	"330 台中福安街9段46號之6"
"李美娟"	"755 三重市蘆洲巷8號8樓"
"鄭子豪"	"354 中和縣光華路6段96號之4"
"林明德"	"83304 牡丹縣福安巷5號8樓"
"游淑娟"	"995 台中小碧潭街929號0樓"
"鄭美慧"	"689 鳳山文昌巷640號之0"
"陳素卿"	"940 豐原中興路519號6樓"
"楊秋月"	"100 鳳山市五福路48號6樓"
"陳正雄"	"95692 豐原中正巷1段643號之3"
"許承翰"	"12054 斗六國凱八德路725號3樓"
"蔡宇翔"	"247 彰化新興巷287號5樓"
"李美惠"	"884 永康自由巷30號5樓"
"林建宏"	"634 臺東劍南巷85號之1"
"池月英"	"38930 新竹縣永和巷46號之7"
"許秀珍"	"211 蘆洲縣民治巷8號之4"
"余俊宏"	"745 白沙縣奇岩巷7段5號1樓"
"邱秀美"	"20025 員林縣文山路1段5號之6"
"周佳玲"	"276 橫山市大坪路8段277號1樓"
"黃雅婷"	"32388 宜蘭中山路8段9號之7"
"何麗娟"	"417 新竹市永安街271號6樓"
"林宇翔"	"62460 宜蘭德街4號之2"
"李美玉"	"120 花蓮市四維街1號2樓"
"莊子豪"	"96086 板橋市大安巷2段595號4樓"
"黃淑珍"	"493 鳳山民治街4段14號4樓"
"劉怡婷"	"62693 太平景美巷6號之7"
"周秀英"	"41783 樹林縣芝山巷455號之6"
"葉欣妤"	"935 桃園市中正街8段5號之8"
"蔡俊豪"	"338 褒忠新生路8號2樓"
"呂淑玲"	"628 嘉義博愛巷587號8樓"
"鍾秀英"	"467 宜蘭縣民族路5號之1"
"陳素珍"	"23775 彰化縣南街642號之9"
"李美珍"	"411 竹北信義巷26號之2"
"黃金龍"	"22368 永和中興巷87號之9"
"黃進發"	"50968 彰化市芝山巷4號1樓"
"葉雅雯"	"668 斗六福德路7段2號之2"
"鍾冠宏"	"56461 桃園市雙連街8號4樓"
"劉佳蓉"	"16955 雲林光復巷586號之8"
"黃俊賢"	"178 八德縣成功街3號之0"
"黃金鳳"	"43119 馬公育英巷966號2樓"
"高碧珠"	"23669 新營縣正義街5號6樓"
"孫宗霖"	"786 台南縣蘆洲巷7號4樓"
"李美珠"	"83175 太保和平路71號1樓"
"簡子翔"	"299 朴子自由街34號7樓"
"李志明"	"47420 屏東市民享街8號9樓"
"謝文賢"	"513 北竿民生路322號4樓"
"李哲維"	"15665 雲林天母路8段7號之4"
"吳彥廷"	"55597 頭份劍潭街9段83號6樓"
"吳秀雲"	"34199 中壢自由街44號之3"
"陳秀蘭"	"761 竹北市廣慈街6段139號8樓"
"施淑貞"	"65421 台南仁愛街600號6樓"
"杜文彬"	"998 竹北蘆洲路8段68號之1"
"李美雲"	"82735 太保市自立路7號6樓"
"劉美玲"	"15541 大里市劍潭街6號4樓"
"邱美華"	"14291 白沙土城路678號之6"
"王麗琴"	"94282 宜蘭府中巷350號9樓"
"陳怡君"	"149 新竹市育英街98號之4"
"謝宜蓁"	"37010 關山土城路7號之6"
"何冠宇"	"923 新營縣民富街73號之7"
"高哲瑋"	"289 中壢市仁愛路53號8樓"
"古冠霖"	"50279 臺中縣廣慈路7號之8"
"薛博文"	"78329 太保縣新埔巷7段29號4樓"
"李義雄"	"734 豐原縣劍南巷596號之9"
"林美珍"	"588 高雄市復興路4號之6"
"鄭碧霞"	"222 新營雙連路1號6樓"
"王秀英"	"32515 永康自強路18號8樓"
"吳秀珍"	"49170 楊梅縣明德街1段51號之1"
"林信宏"	"979 永康北投街2號6樓"
"李文雄"	"892 鳳山復興路504號之4"
"洪淑敏"	"484 古坑縣迴龍街700號2樓"
"林美英"	"58084 橫山市民有路8號之5"
"陳明哲"	"28864 連江縣蘆洲路5段2號之6"
"李詩涵"	"898 阿里山縣士林街1段6號之8"
"蔡建宏"	"830 連江市中和路322號之5"
"陳美珠"	"330 連江縣新莊街3號之3"
"張淑芳"	"901 新營長春巷1段55號之5"
"顏美雲"	"707 宜蘭市土城街63號之6"
"黃恩碩"	"346 三重關渡路98號6樓"
"張家榮"	"31963 汐止延平路11號5樓"
"王家宏"	"34122 樹林大安路2段7號之3"
"王勝雄"	"757 汐止市明德路487號3樓"
"李美玉"	"99817 台中市正義街7段65號之5"
"李進興"	"22646 太平中山街6段782號1樓"
"康宇翔"	"28720 卑南關渡巷75號之5"
"賴宇恩"	"63646 基隆市新生街6號6樓"
"阮美珠"	"437 高雄縣華興路86號2樓"
"張承恩"	"99470 新竹縣大同街5號之4"
"呂怡君"	"35150 竹田市頂福州街9號9樓"
"張淑華"	"79423 樹林縣中和巷29號8樓"
"楊世昌"	"70318 中壢縣石牌巷66號之0"
"林淑貞"	"931 連江縣新北投街4段8號之9"
"王惠美"	"577 台北學府街5號之3"
"李郁婷"	"485 褒忠大同街862號之9"
"陳惠玲"	"133 金門自由路3段640號1樓"
"陳寶珠"	"31300 嘉義自由街757號7樓"
"李麗琴"	"609 馬公市天母路29號之5"
"黃玉英"	"554 竹田永和巷405號5樓"
"林子宸"	"32630 蘆竹市象山巷56號7樓"
"許俊佑"	"471 三重大智巷609號6樓"
"郭秀鳳"	"48462 基隆中山巷7號3樓"
"楊惠珍"	"920 板橋市平和巷2號5樓"
"林麗娟"	"34454 北竿新北投街6段219號之6"
"李金龍"	"536 竹田縣民有路732號之8"
"陳碧雲"	"39015 豐原市中正街470號之2"
"許志豪"	"14778 蘆竹市和平路53號1樓"
"賴志豪"	"469 新營市林森路99號之9"
"吳志成"	"530 桃園石牌巷9號1樓"
"廖俊賢"	"767 永和民權街8號之0"
"邱義雄"	"791 板橋奇岩街4號之0"
"廖淑娟"	"77758 新營縣光復路5段819號9樓"
"李秀娟"	"818 竹北文昌巷89號2樓"
"陳雅玲"	"54846 頭份育英路5號6樓"
"李金龍"	"60951 臺中大智巷568號9樓"
"洪俊賢"	"91647 彰化長春路1號7樓"
"彭美麗"	"11039 永康大同街95號0樓"
"歐宜蓁"	"98123 金門市大安巷4段218號7樓"
"莊哲維"	"417 臺中市文昌巷3段7號6樓"
"鄭進財"	"541 連江學府街1段62號之9"
"林秀蘭"	"41545 北斗博愛巷3號之3"
"徐麗香"	"995 基隆關渡巷13號1樓"
"江雅婷"	"799 高雄明德街5段60號之8"
"周淑芬"	"37451 臺中市新埔街4段90號9樓"
"李雅婷"	"12889 新竹太平路659號3樓"
"劉美雲"	"127 高雄縣新莊巷2段9號之3"
"夏志豪"	"402 北斗自由巷19號5樓"
"藍國華"	"692 蘆洲縣仁愛路5號之6"
"胡月娥"	"237 金門縣東湖巷3段154號9樓"
"曾淑玲"	"23040 花蓮廣慈街77號之5"
