"Aaron Put"	"Petruspad 2
7650 Zerkegem" 
"Jan Maes"	"Mohamedbaan 366
4959
Linden"
"Annita Willems"	"Eddyboulevard 171
1638
Ressegem"
"Ellen Verstraete"	"Ivanstraat 583
3563 Lorcé"
"Germaine Huyghe"	"Karinasingel 983
2645 Opglabbeek"
"Liesbeth Maes"	"Renédreef 15
8244
Fauvillers"
"Nathan Meyers"	"Luciesingel 07
4312 Roksem"
"Ali Hendrickx"	"Ilyasring 098
7790 Saint-Aubin"
"Margo Singh"	"Annasteeg 934
4902 Wihogne"
"Emma Horemans"	"Yvessingel 374
2012
Soumoy"
"George Verheyen"	"Koenweg 934
2796
Hoves"
"Marlies Van Hoof"	"Johanboulevard 7
1195 Sint-Agatha-Rode"
"Tania Put"	"Mustafastraat 63
7167
Meerbeke"
"Aurélie Goossens"	"Gretalei 66
3252 Marilles"
"Bram Van Impe"	"Davydreef 7
7754
Beveren-Leie"
"Marleen Vandevelde"	"Stéphanelaan 9
7498
Bikschote"
"Mohammed Goovaerts"	"Hanslaan 22
2463 Sint-Pieters-Kapelle"
"Wesley Dupont"	"Janring 483
3402 Riemst"
"Mike Van de Walle Desmet"	"Yannickhof 470
1897
Wervik"
"Ingrid Hermans"	"Ritaweg 30
4548 Framont"
"Georges De Weerdt"	"Elkebaan 4
9844
Deftinge"
"Jan Janssens"	"Geertstraat 784
4201 Desteldonk"
"Werner Peeters"	"Bernadettelei 0
9398
Rekem"
"Victor Lauwers"	"Pierresteeg 11
8966 Ezemaal"
"Christelle Van Parys Lippens"	"Jessicahof 403
8654
Opitter"
"Isabel Vervaeke"	"Odettestraat 29
2523 Landegem"
"Jeremy Verlinden"	"Pieterdreef 27
4286
Frameries"
"Marieke Sels"	"Nancysingel 43
9500
Gougnies"
"Yolande De Backer"	"Zoëweg 769
7601
Suxy"
"Joyce Bogaerts"	"Marie-Josésteeg 1
3994 Halma"
"Georges Smits"	"Katelijnelaan 867
1292
Marneffe"
"Emma Bouckaert"	"Mathispad 92
9602 Gérompont"
"Albert Gielen"	"Lottehof 843
9158 Grote-Spouwen"
"Luc Standaert"	"Nancysingel 580
7864
Michelbeke"
"Alexander Vinck"	"Thibaultdreef 3
8949
Ninove"
"Tine De Waele"	"Godelievelaan 89
3422 Gallaix"
"Bram Peeters"	"Ingridweg 25
9831
Berg"
"Khalid De Roeck"	"Moniquepad 985
4683
Assenois"
"Tatiana Vandevelde"	"Anniehof 2
9702 Waardamme"
"Pieter Verlinden"	"Paulineweg 960
1963 Sleidinge"
"Georges Van de Velde"	"Fleurlaan 50
4659
Kuttekoven"
"Tineke De Bock"	"Francisboulevard 6
2623 Bellem"
"Hilde Wauters"	"Hildesingel 54
1362
Beyne-Heusay"
"Jules De Smedt"	"Thomasstraat 227
7342 Sainte-Cécile"
"Marleen Van Goethem"	"Stevenhof 333
1084
Poeke"
"Clara Vanhove"	"Annypad 0
8219 Vivegnis"
"Petra Moonen"	"Marleenbaan 2
9909
Massenhoven"
"Vanessa Leemans"	"Cynthiapad 4
7278
Roy"
"Chris Janssens"	"Hannesingel 75
1832 Bekegem"
"Jacqueline Jans Boeckx"	"Nicolesteeg 529
3545
Wavreille"
"Georgette Buelens"	"Alexbaan 98
2522
Hamois"
"Marie-José Malfait"	"Peterring 790
2239 Zétrud-Lumay"
"Cindy Casteleyn"	"Jeanstraat 0
3088 Glain"
"Lode Van Daele"	"Cédricbaan 321
3389
Hogne"
"Tony Dhondt Van de Walle"	"Hanslaan 8
7288 Jallet"
"Madeleine Van den Broeck"	"Kjellsingel 74
2150
Waltwilder"
"Viktor Van de Velde"	"Jillpad 926
4101
Zandvoorde-Oostende"
"Marieke Aerts"	"Leastraat 958
5187
Orp-le-Grand"
"Arno Goethals Verbeke"	"Hermanhof 73
3807
Estaimpuis"
"Simonne Sanders Dubois"	"Bartsteeg 2
2202
Polleur"
"Georgette De Smet"	"Jeanweg 3
6487
Frasnes-lez-Gosselies"
"Jacqueline Verstraeten"	"Joannadreef 69
1785
Glain"
"Myriam Timmermans"	"Leonasingel 254
6858
Verrebroek"
"Wendy Martens"	"Christelpad 56
8910
Brûly"
"Glenn Rombouts"	"Warrehof 9
2638
Rebecq-Rognon"
"Patricia Blommaert"	"Elisabethboulevard 3
9754 Blégny"
"Robert De Schepper"	"Mohamedlei 210
7742
Putte"
"Wout Bekaert"	"Ferdinandlaan 37
7091 Blandain"
"Louisa Vereecken"	"Elisabethdreef 800
7618 Vezon"
"Laurence Lambrecht"	"Vivianering 7
7988 Filot"
"Georgette De Vuyst"	"Lorering 71
7021
Wulvergem"
"Nicole Moreels"	"Bartsteeg 984
9293 Ortho"
"Marieke Willems"	"Jeannestraat 508
3591
Villers-sur-Lesse"
"Luc Van Laere De Clercq"	"Lucienneweg 6
7915
Merchtem"
"Yves Vandaele"	"Rolandlei 264
2822
Pittem"
"Gerda Denys"	"Martinring 910
2239 Zevergem"
"Anita Borremans"	"Sandraboulevard 6
8813 Dochamps"
"Hans De Vos"	"Karoliensteeg 871
5224 Idegem"
"Pieter Engels"	"Koensingel 0
7309 Boninne"
"Yves Van Acker"	"Marleenlei 54
6023
Saint-Remy"
"Georgette Decock Sterckx"	"Evyhof 00
6592
Houwaart"
"Anne Vervaet Van Loo"	"Romainstraat 58
2431 Sautour"
"Godelieve Mertens"	"Björnstraat 441
3844
Thines"
"Filip Vanderheyden"	"Vincentsingel 9
2161 Kalken"
"Lucas Debruyne"	"Nancyring 32
7120
Rochefort"
"Juliette Vanderstraeten"	"Sammypad 6
7506 Mollem"
"Maria Van den Broeck"	"Emielbaan 79
3489 Nassogne"
"Hanna Schepens"	"Michellaan 57
2784
Zellik"
"Tess Dewulf"	"Marleenbaan 86
9869 Recht"
"Tom Wynants"	"Amberweg 807
2365 Marchin"
"Georgette Helsen"	"Lindaboulevard 03
7878 Woesten"
"Annie Verhaeghe"	"Jellelaan 65
9171 Cul-des-Sarts"
"Niels Verfaillie"	"Ritaboulevard 2
4141 Geest-Gérompont-Petit-Rosière"
"Raymond Debruyne"	"Marcolei 5
1429 Vlissegem"
"Rosalie Vanderstraeten"	"Tomlaan 3
1090 Ruddervoorde"
"Oona Willems"	"Christophehof 62
1203 Hoves"
"Lucia Van den Bossche"	"Evelinesteeg 68
6429
Kelmis"
"Roger Hermans"	"Xavierring 222
7148
Ronsele"
"Anthony Nys"	"Omarlaan 923
9174
Mark"
"Veerle De Boeck"	"Biancapad 705
1988 Morville"
"Gerard Lenaerts"	"Hélènelaan 131
6330 Geest-Gérompont-Petit-Rosière"
"Monique Adriaensen"	"Willemdreef 886
6929 Basècles"
"Viviane Van Rompaey"	"Vichof 1
7916 Sint-Baafs-Vijve"
"Erik Vermeulen"	"Frankweg 169
5557
Runkelen"
"Thibault Van Driessche"	"Frankboulevard 37
3109
Blandain"
"Alicia Meert"	"Dirkstraat 0
1974
Ville-sur-Haine"
"Hubert Mertens"	"Nicoledreef 51
3431 Snellegem"
"Jan Buysse"	"Jacobusring 0
2990 Sint-Job-in-'t-Goor"
"Saskia Aerts"	"Sigridstraat 111
8951 Rulles"
"Paula Neven"	"Karellei 66
1879
Farciennes"
"Gerda Cornelis"	"Jannelaan 90
1279 Macquenoise"
"Christine De Bruyne"	"Ferreweg 66
9256 Marche-en-Famenne"
"Nancy Renders"	"Suzanneboulevard 2
8610 Wimmertingen"
"Katrien Vandamme Wouters"	"Evadreef 414
7632
Kaulille"
"Wilfried Verbeeck"	"Peterboulevard 0
2561 Trazegnies"
"Johnny Temmerman"	"Barthof 7
6731
Vaulx-lez-Chimay"
"Johan De Schrijver"	"Xanderlaan 5
6037 Oeudeghien"
"Robin Van Looveren"	"Moniquering 559
9223 Bothey"
"Maarten Vercammen"	"Bartlei 172
5513 Thimougies"
"Paul Dockx Engels"	"Lutgardeboulevard 0
3651 Baronville"
"Gerda Jacobs"	"Michiellei 6
2615
Aartselaar"
"Dirk Vanderstraeten"	"Daphnedreef 48
8930 Liers"
"Owen Devriendt"	"Michaëlsingel 01
5329 Humain"
"Elza De Schepper"	"Kathleenpad 75
4823 Hogne"
"Marc De Backer Bonte"	"Wimlei 8
5256
Gotem"
"Rita Vandamme"	"Annring 85
5475 Mehaigne"
"Ruben De Smedt"	"Moniquelei 996
4018
Mendonk"
"Luc Fransen"	"Wimring 61
3408
Schönberg"
"Sylvie De Bie"	"Rosasingel 650
2116
Munkzwalm"
"Glenn Maes"	"Marcsteeg 83
3677
Beerzel"
"Gerda Vaes"	"Jacklei 67
2420 Michelbeke"
"Kris De Vos"	"Nadinehof 16
1704 Roclenge-sur-Geer"
"Jan Baeten"	"Michelring 719
7795
Gierle"
"Luc Hendrickx"	"Joycedreef 862
8239
Kelmis"
"Wilfried Heylen"	"Jandreef 77
2620 Termes"
"Manuel Kaur"	"Willyweg 341
2117 Namêche"
"Christian Aerts"	"Febestraat 592
9979
Otrange"
"Nadine Vermeire"	"Patricklaan 82
6212 Marchin"
"Cédric De Coster"	"Joycebaan 4
1155
Strépy-Bracquegnies"
"Jacques De Coninck"	"Johnnyhof 3
8542 Borlon"
"Germaine Coppens Jacobs"	"Stijndreef 7
5890 Puurs"
"John Lenaerts"	"Noahbaan 5
5545 Gérompont"
"Veerle Vercammen"	"Emmaweg 9
4455
Dworp"
"Cedric Van Laere"	"Mariaring 9
5943
Pulderbos"
"Daniel Baeyens"	"Nicolelei 451
2609 Pellenberg"
"Angèle De Sutter De Wachter"	"Ingridhof 9
9162
Keiem"
"Maria Claes"	"Lunaboulevard 1
6071 Turnhout"
"Davy Deconinck"	"Patricksingel 3
2292
Frasnes-lez-Buissenal"
"Marc Broeckx Hellemans"	"Ankestraat 73
4819
Stavelot"
"Yasmina Claes"	"Farahstraat 49
6196 Boezinge"
"Germaine De Witte"	"Kobepad 5
6173 Hekelgem"
"Pieter Vanhove Van Daele"	"Carineweg 1
5766 Leugnies"
"Hélène Dillen"	"Mathiasstraat 0
6421
Broekom"
"Jennifer De Maeyer"	"Godelievelaan 8
4218 Herk-de-Stad"
"Georges Vanhoutte"	"Liesbetpad 5
5857
Neerglabbeek"
"Pascale De Ryck"	"Martinepad 8
2394 Yves-Gomezée"
"Wouter De Wilde"	"Michelboulevard 7
4749
Spouwen"
"Nora Adriaenssens Wauters"	"Davidhof 2
7346
Haut-Ittre"
"Rita Goris"	"Annelei 175
7818
Herbeumont"
"Kathleen Van Damme"	"Claudiabaan 82
6177
Grâce-Hollogne"
"Germaine Vanhee"	"Vickystraat 2
2895 Welden"
"Kamiel Coppens"	"Nataliapad 61
5566
Zwijndrecht"
"Elias Bracke"	"Kristienlei 5
6139
Herquegies"
"Ivan De Weerdt"	"Pieterbaan 30
9181 Spiennes"
"Sara Matthijs"	"Nathalielaan 5
1398 Denderbelle"
"Sanne Verdonck"	"Jolienstraat 6
6664
Ligny"
"Pauline De Backer"	"Pascalhof 74
2375 Vielsalm"
"Thomas Deleu Knockaert"	"Albertdreef 4
3242 Ham-sur-Heure"
"Maurits Tanghe"	"Gretabaan 92
2097 Bilzen"
"Charlotte De Neve"	"Patricksingel 1
1730 Ruette"
"Gerrit Cools"	"Arnoldboulevard 47
4605 Lasne-Chapelle-Saint-Lambert"
"Ward Schoofs"	"Carineweg 403
1664 Waulsort"
"Danny Martens"	"Noreboulevard 08
4755
Upigny"
"Yolanda Gielen"	"Janhof 2
9016 Putte"
"Johannes De Roover Huyghe"	"Nancyhof 161
7268 Glabbeek-Zuurbemde"
"Brian De Backer Vlaeminck"	"Toonlei 5
8148 Ampsin"
"Patricia Vermeiren"	"Dianaring 142
5686
Romsée"
"Lucas Moreels"	"Wilfriedstraat 2
9357
Broekom"
"Jan Wouters Cuypers"	"Mariannehof 3
1580 Rollegem"
"Luc Van Looy"	"Hansbaan 2
7242 Olsene"
"Gerrit Van Goethem"	"Joannesboulevard 8
9882
Charneux"
"Anita Bogaert"	"Brampad 48
1968 Proven"
"Emily Torfs"	"Marialei 844
9010 Attenrode"
"Stijn Wouters"	"Carinering 07
8332
Cornesse"
"Stefan De Ridder"	"Tomboulevard 790
2459
Moortsele"
"Albert Devos"	"Nickweg 6
1256 Veurne"
"Anne De Decker"	"Hildelaan 756
4074 Keerbergen"
"Tim De Schepper"	"Martinesteeg 384
7454 Goé"
"Emmanuel Boeckx Coenen"	"Sharonhof 470
5549
Ardooie"
"Christophe Casteleyn"	"Juliedreef 064
4854 Noville-les-Bois"
"Gert Bruneel"	"Nancyring 298
3325 Poucet"
"Nora Dewilde"	"Rudypad 41
1744 Baillonville"
"Suzanne Willems"	"Miekehof 02
5283 Haren"
"Mathias Van Dyck"	"Franssteeg 748
7079 De Panne"
"Jolien Van den Bergh"	"Lilianahof 017
6046 Vlekkem"
"Nadia Jacobs"	"Valérielei 751
7699
Oeudeghien"
"Jeanine Op de Beeck"	"Saidlei 18
8066 Manhay"
"Wouter Goris"	"Jokestraat 559
3073
Fize-le-Marsal"
"Mohamed Goossens"	"Philippestraat 539
8942 Nettinne"
"Aaron Van Praet"	"Renéhof 326
4092
Verviers"
"Gert De Bondt"	"Ronnybaan 96
9603
Leut"
"Caroline Depoorter"	"Elkesteeg 7
1217
Yves-Gomezée"
"Rita Rutten"	"Willyring 257
5073
Messelbroek"
"Jason Wellens"	"Joranlei 772
6321
Fooz"
"Daan Schepers"	"Juliehof 70
2040
Bouwel"
"Philip Matthys"	"Jolienring 043
3787 Monceau-Imbrechies"
"Raphaël De Coster"	"Johanlaan 524
6472 Cérexhe-Heuseux"
"Sabine Janssens"	"Floorsingel 5
9620
Petit-Rechain"
"Sammy Daniels"	"Brahimsteeg 2
6015
Grandmetz"
"Sonja Van de Velde"	"Kristofdreef 22
7704 Honnelles"
"Gert Wuyts"	"Christinehof 495
1678
Geer"
"Hugo Wouters"	"Sandrapad 80
3077
Bilstain"
"Marc Yilmaz"	"Charlotteboulevard 699
3490 Vaulx-lez-Chimay"
"Philippe Janssens"	"Kurtpad 86
2342
Ottignies"
"José Vandenbroucke"	"Hubertpad 20
4566 Oostende"
"Briek Pollet"	"Edgardlaan 405
2583 Ambly"
"Febe Moens"	"Jacquelinestraat 4
7759
Treignes"
"André Ramaekers"	"Cindysteeg 9
2052 Donstiennes"
"Gust Tanghe"	"Polstraat 15
2753 Villers-le-Temple"
"Pierre Diallo Verbeeck"	"Lucdreef 143
6529 Hemelveerdegem"
"Gilbert De Coster"	"Maartensingel 30
6975 Blaugies"
"Eddy Declercq"	"Suzannadreef 5
2405
Pessoux"
"Florence Stevens"	"Ellenlaan 37
7972 Waver"
"Kirsten Pieters"	"Ellensteeg 33
2626
Marbehan"
"Sam Janssens"	"Célineboulevard 7
9051 Roksem"
"Maria Bosmans"	"Mireillering 51
7234
Waregem"
"Myriam Thys"	"Wimpad 9
7917 Woesten"
"Rudy Cornelis"	"Dannystraat 1
4754
Haine-Saint-Paul"
"Katrien De Paepe"	"Catherinestraat 592
2359
Gedinne"
"Sonja Van Dyck"	"Wilfriedweg 999
4991
Fagnolle"
"Gilberte Callens"	"Cornelialei 676
1758
Hoeilaart"
"Guy Mertens"	"Ilsedreef 890
5920
Werchter"
"Vince Buyse"	"Vincentstraat 354
2215 Mouzaive"
"Nathan Geerts"	"Patriksteeg 086
7617 Assebroek"
"Nelly Nijs"	"Marielei 07
8934
Westvleteren"
"Tine Stevens"	"Brendaring 9
9914
Kontich"
"Febe Mariën Verschueren"	"Eduardpad 2
1113
Varsenare"
"Michaël Van den Bossche"	"Taniaring 1
2222
Remicourt"
"Ann Samyn"	"Louisaring 9
2264
Wortegem-Petegem"
"Jeroen Coene"	"Merelboulevard 2
8436
Ottignies-Louvain-la-Neuve"
"Gilberte Vanhee"	"Stijnlei 7
8622
Oeudeghien"
"Flore Vermeulen"	"Tomstraat 39
1055 Falaën"
"Nicole Leysen"	"Jeanstraat 4
2063
On"
"Fabienne Coppens"	"Marcweg 51
3599 Grapfontaine"
"Alice Meert Kaur"	"Martinering 25
5944
Linsmeau"
"Marijke Snauwaert"	"Philippeboulevard 426
3485
Falmignoul"
"Marijke Verbist"	"Vincentlei 4
3798
Farciennes"
"Peter Janssens"	"Victorboulevard 140
6178 Thorembais-les-Béguines"
"Marie Vergauwen"	"Isabelleboulevard 7
7194 Hertain"
"Jurgen Vercauteren"	"Marie-Josésingel 7
4195
Werbomont"
"Gilles Callebaut"	"Ludovicstraat 580
2722
Goegnies-Chaussée"
"Mark Ooms"	"Mariaweg 6
7561
Oudenburg"
"Magdalena Fransen"	"Sofiesteeg 971
2860
Forges"
"Tuur De Vos Thys"	"Elzasingel 05
2009
Méan"
"Annelies Verstraeten Verbeeck"	"Janbaan 38
4503 Omezée"
"Karl Leysen Leys"	"Karinepad 9
2602
Ramsdonk"
"Els Verbeeck"	"Tuursteeg 922
8000 Lantin"
"Ignace Aerts"	"Anlaan 03
3270 Villerot"
"Yves Janssens"	"Willemstraat 623
5493
On"
"Nathan Claes"	"Monicasingel 36
2841
Péronnes-lez-Binche"
"Gilles De Groote"	"Irissteeg 19
8241 Graty"
"Claude Dupont"	"Lucdreef 56
4466
Gouy-lez-Piéton"
"Godelieve Vermeylen"	"Mariapad 19
1826 Lieferinge"
"Patrick Bruyninckx"	"Kirstenbaan 726
8130
Flémalle"
"Roland Boone"	"Gertdreef 5
2222 Habergy"
"Alfons De Roeck"	"Jeansteeg 45
2380
Testelt"
"Noor Thijs"	"Christaring 275
1157 Gelbressée"
"Emma Timmermans"	"Maximlaan 7
2013 Oostnieuwkerke"
"Dirk David"	"Dirklei 555
6345
Hombeek"
"Stefan Peeters"	"Pieterlei 297
8921
Goeferdinge"
"Gilles Geuens"	"Guylei 24
3122
Vaux-sous-Chèvremont"
"Katrien Mertens"	"Gustaafbaan 085
4973 Warisoulx"
"Natacha Maes"	"Zoëstraat 41
6361
Bierwart"
"Thibo Smets"	"Stefbaan 97
2384
Zellik"
"Stella De Laet Hendrickx"	"Marleenweg 943
7919 Bombaye"
"Alice Van de Voorde"	"Jokepad 006
5695 Wansin"
"Khalid Lauwers"	"Larslei 68
9740
Buzenol"
"Brigitte Janssens"	"Patricksingel 5
4474 Wodecq"
"Carine Michielsen"	"Yvonnestraat 12
1448
Kortrijk-Dutsel"
"Lea Saelens"	"Alexhof 020
1382 Kanegem"
"Gilles Thomas"	"Loreweg 55
5511
Vollezele"
"Pieter Smets"	"Luchof 08
3313 Gelrode"
"Eddy Mariën"	"Elinehof 179
3649 Omezée"
"Marie-Jeanne Claesen"	"Sarahboulevard 570
6530
Houthalen"
"Lena Dillen"	"Andreef 64
5817
Wimmertingen"
"Heidi Lievens"	"Stefanielei 5
7451
Heppen"
"Annie Peeters"	"Nicolering 05
9809
Zeebrugge"
"Hilde Verhoeven"	"Mariostraat 2
3558
Javingue"
"Bruno Van Belle"	"Carolienring 195
1377 Warnant-Dreye"
"Ruth De Wilde"	"Dietersingel 5
3638
Berzée"
"Gilles Vereecke"	"Katleendreef 01
8936 Moelingen"
"Denise Vandenbussche"	"Femkestraat 197
6272 Maarke-Kerkem"
"Miranda Lauwers"	"Ericsteeg 7
9354 Linsmeau"
"Jacobus Declerck"	"Timbaan 62
2403
Melsbroek"
"Caroline Pauwels"	"Josephring 669
5548 Emptinne"
"Sarah Van Nuffel Bogaert"	"Suzannasteeg 923
6582
Flamierge"
"Dave De Smedt"	"Jessicalaan 870
2190
Oostvleteren"
"Hendrik De Smet"	"Hildepad 26
5386 Mazy"
"Miguel Verbruggen"	"Alexanderweg 016
2516 Eprave"
"Etienne Coene"	"Anjaweg 304
5703
Aineffe"
"Gilles Vermeir"	"Willembaan 03
1271
Willaupuis"
"Alice Van Praet"	"Anthonysingel 42
6205 Ere"
"Sofie Put"	"Mariannelaan 981
2795 Tielrode"
"Michiel Reynders"	"Angelabaan 739
3546 Villers-le-Gambon"
"Geert Aerts"	"Joshuasteeg 57
8935 Guirsch"
"Roland Maes"	"Joannaweg 7
8646 Baal"
"Dries Van Damme"	"Joannesboulevard 51
8201
Boneffe"
"Christian De Greef"	"Marclaan 24
9974
Wulpen"
"Robin Janssens"	"Elsteeg 23
2454
Zuienkerke"
"Martijn Raes"	"Nancysingel 125
8277 Walhain"
"Gilles Wouters"	"Erikpad 4
4639 Pontillas"
"Ian Bracke"	"Carolinelaan 74
5813
Daknam"
"Martine Roosen"	"Jeanhof 890
9283
Koningshooikt"
"Birgit Schepers"	"Ritastraat 7
1606
Wachtebeke"
"Sylvie Temmerman"	"Marcsingel 460
9467
Moircy"
"Filip Jacobs"	"Joannessteeg 9
4983 Lens-Saint-Remy"
"Katia De Groote"	"Kobehof 98
1649 Hever"
"Jonas Claes"	"Ludovicushof 3
5742
Soulme"
"Kaat Deprez"	"Viktorsingel 9
1614 Neerijse"
"Hans Poelmans"	"Katrienring 1
6665
Mechelen-Bovelingen"
"Ginette Moens"	"Bramstraat 36
6766 Maizeret"
"Kathleen Mees"	"Annickbaan 764
5994
Autre-Eglise"
"Robert Bruggeman"	"Christianering 5
4957 Tignée"
"Maarten Neven"	"Raymondhof 147
8305
Somzée"
"Isabel Verdonck"	"Stefaniebaan 718
5595 Quévy"
"Henriette Verwimp"	"Lynnweg 2
5295
Le Mesniel"
"Frank De Coster"	"Andréboulevard 52
9066
Geluveld"
"Veerle Eeckhout"	"Evaring 4
9192
Mussy-la-Ville"
"Tijs Lauwers"	"Hildesteeg 90
1480 Comblain-au-Pont"
"Nicole Verschueren"	"Nathansingel 703
6790 Gorsem"
"Gino Horemans"	"Lewissteeg 7
4251 Wauthier-Braine"
"Tommy Vandewalle"	"Marie-Louisepad 1
4596 Ciergnon"
"Walter Hoste"	"Katleenlei 007
5409
Opvelp"
"Dirk Verhaegen"	"Nicoboulevard 78
6392
Jodoigne"
"Gerardus Vaes Van de Walle"	"Marie-Christinedreef 1
2581
Crehen"
"Danny Boon"	"Elkestraat 7
4705
Jemelle"
"Freddy Houben"	"Christelhof 3
9849 Volkegem"
"Marcel Staelens"	"Sanderpad 6
9302
Jeneffe"
"Inge Vos"	"Wernerstraat 4
6044
Koolkerke"
"Xander Van Acker"	"Christianesteeg 4
3630 Sint-Joost-ten-Node"
"Gino Maes Bauwens"	"Karinboulevard 46
6393
Hemptinne"
"Christophe Verboven"	"Mariaring 71
1413
Mainvault"
"Loïc Vermeulen"	"Senneboulevard 80
7905
Terhagen"
"Denise De Schepper"	"Liamsingel 2
8136
Cambron-Casteau"
"Ilona Baetens"	"Jeanninesteeg 43
2571
Leignon"
"Johan Van Dyck"	"Matteobaan 632
7123
Leke"
"Steven Vansteenkiste"	"Hubertdreef 5
3378 Wardin"
"Ivo De Decker"	"Sammystraat 85
6752 Natoye"
"Willy Vanbrabant"	"Lanastraat 192
3129
Sombreffe"
"Ayse Huyghe"	"Franlaan 6
6804 Soulme"
"Giovanni Polfliet"	"Ingridboulevard 331
7322 Vieux-Waleffe"
"Jean Pauwels Huybrechts"	"Anlaan 008
7793
Brussel"
"Fleur Sanders"	"Stanlaan 562
1521 Libin"
"Gerard Janssens"	"Thomasbaan 81
1054 Dinant"
"Paula Jansen"	"Eliassteeg 5
3704 Tessenderlo"
"Marcella Van de Velde"	"Kattybaan 639
4786 Schorisse"
"Melissa Mertens"	"Lievenring 278
9742
Dilbeek"
"Ann Vermeersch De Smet"	"Timsteeg 1
6725 Thorembais-Saint-Trond"
"Jules Vanhoutte"	"Guidostraat 4
8056
La"
"Lena Peeters"	"Maximeweg 0
7651
Duras"
"Giovanni Van de Velde"	"Lanalei 7
2479
Rotem"
"Willy De Bruyn"	"Lennstraat 182
1763 Ledeberg"
"Milan De Graeve"	"Martijnbaan 0
5879 Bastogne"
"Hélène Stroobants"	"Moniquelei 7
7490
Brûly-de-Pesche"
"Ilyas De Graeve"	"Jokebaan 4
2746
Mons"
"Carlo De Schepper"	"Joannaring 00
6487
Londerzeel"
"Vanessa Van Laer"	"Krisring 94
6815 Houtave"
"Melissa Vereecken"	"Kristofstraat 95
8546 Halmaal"
"Willy Sanders"	"Etiennesteeg 013
9981 Villerot"
"Leo Geens Bonte"	"Marcsteeg 4
9447
Perwez"
"Gitte Callewaert Staelens"	"Dirkring 09
4121
Noorderwijk"
"Johan Verelst"	"Lievendreef 05
1612
Otegem"
"Jonathan Verlinden"	"Ellaboulevard 12
6019 Viane"
"Robin De Meester"	"Sandrapad 22
8447 Bossut-Gottechain"
"Luna Bogaerts"	"Patricklaan 94
3750 Overijse"
"Frederik Lambrechts"	"Loreboulevard 85
7425
Nerem"
"Yves Lievens"	"Mayaring 40
2790 Asquillies"
"Mieke Janssen"	"Henristeeg 874
4014
Ecaussinnes-d'Enghien"
"Marijke Van den Bergh"	"Lucsingel 2
2506
Solre-Saint-Géry"
"François Vanhove Verhaegen"	"Pierrehof 2
6247
Gonrieux"
"Glenn De Witte"	"Joëllelei 3
1503 Slijpe"
"Olivier Claeys"	"Erikweg 334
3478
Vencimont"
"Roger Cox"	"Suzanneboulevard 411
6061 Auby-sur-Semois"
"Sofie Dillen"	"Maartenlaan 6
7834
Hastière-Lavaux"
"Ann Vanderstraeten Bosmans"	"Jelleboulevard 752
8976
Macquenoise"
"Bert Colpaert"	"Krishof 6
9555
Haccourt"
"Claudine Janssens"	"Henriettedreef 729
2946 Buizingen"
"Charles Rombaut"	"Lukasbaan 3
8243 Beveren-Waas"
"Kevin De Bruyn"	"Annbaan 130
4679
Micheroux"
"Bart Luyten"	"Marialei 333
5203 Moustier-sur-Sambre"
"Glenn Hendrickx Vanneste"	"Cindyhof 1
1019 Hansbeke"
"Wilfried Van den Bergh"	"Kevinring 39
2919 Kluisbergen"
"Lou Huyghe"	"Christianering 247
4652 Malonne"
"Heidi De Bock"	"Isabellaan 3
3334
Ans"
"Anneke Roels"	"Stevesingel 592
1352
Riksingen"
"Ria Joos"	"Lienpad 081
1873
Wontergem"
"Briek Segers"	"Karellei 62
6771
Strombeek-Bever"
"Lucienne De Wulf"	"Richardstraat 83
4936 Mielen-boven-Aalst"
"Benjamin Mertens"	"Milahof 10
7753 Sterrebeek"
"Pierre Bossuyt"	"Jillweg 54
3827 Beringen"
"Glenn Verbruggen"	"Johnlei 40
7063
Sint-Pieters-Woluwe"
"Kelly Desmet"	"Hannelaan 85
4940
Laneffe"
"Christiaan Peeters"	"Jurgensingel 11
6538
Wijgmaal"
"Katia Knockaert"	"Hannahsingel 43
8335 Kolmont-Tongeren"
"Liesbeth Yilmaz"	"Elisepad 3
7894
Maulde"
"Kurt De Clercq"	"Joerilaan 223
3386
Ottignies"
"Jacqueline Hendrickx"	"Robbehof 4
2350 Zuienkerke"
"Jason Cox"	"Alicedreef 39
9221
Grandhan"
"Wim Stevens"	"Lewisring 740
9246
Wondelgem"
"Koen Maes"	"Svensteeg 61
6836
Cognelée"
"Glenn Verhelst Claessens"	"Ludolei 859
7957 Olsene"
"Hugo Smolders"	"Robertring 5
6664
Corroy-le-Château"
"Melanie Claesen"	"Claudiadreef 7
9341 Odeur"
"Ismail Seghers"	"Elsbaan 8
8532
Neerwinden"
"Jacqueline Lievens"	"Henrilei 9
3142 Hergenrath"
"Bart De Winter"	"Lutgardissteeg 637
8487
Reppel"
"Pauline Neyens"	"Lucweg 9
1743 Houdemont"
"Mireille Geens"	"Daniellei 364
7386 Andenne"
"Loïc Horemans"	"Mathiaslaan 199
4755
Winenne"
"Peggy Van Dijck"	"Aminaring 2
8389 Burst"
"Godelieve Baeyens"	"Rositabaan 6
7420
Velm"
"Anne-Marie Vanhove"	"Lilianeweg 01
4489
Veurne"
"Maxime Timmerman"	"Alberthof 515
5318 Surice"
"Victor Aerts"	"Mohammeddreef 43
8262 Brasmenil"
