"Abdi Ali","Villavägen 58
13918 Gävle" 
"Alfred Nilsson","Stationsstigen 49
85098 Falun"
"Alan Johansson","Industrigatan 4
69159 Stockholm"
"Eira Mårtensson","Ringstigen 658
16934 Borås"
"Ester Jonsson","Parkgatan 6
76664 Malmö"
"Gunnar Dahlén","Backvägen 67
23727 Helsingborg"
"Gun Thor","Kvarngatan 308
79545 Halmstad"
"Emil Lindström-Sundin","Industrigatan 2
83101 Lund"
"Erik Olsson","Ekvägen 8
75330 Jönköping"
"Wilhelm Engberg","Ängsvägen 251
96913 Borås"
"Johanna Lövgren Borg","Åkervägen 2
62085 Piteå"
"Alve Johansson Axelsson","Björkgränd 65
56867 Karlstad"
"Nathalie Hellström","Storvägen 470
65661 Stockholm"
"Josefine Nilsson","Skogsgatan 56
72310 Lidköping"
"Love Nilsson-Lind","Skolgatan 260
61595 Skövde"
"Gunnar Eriksson","Ringgatan 19
96289 Ängelholm"
"Rita Lundin","Strandgränd 34
83894 Skövde"
"Anneli Fransson","Ängsgränd 4
97359 Sandviken"
"Bror Bengtsson","Trädgårdsgatan 2
33879 Malmö"
"Jacob Nilsson","Bäckgatan 2
78974 Göteborg"
"Ingemar Persson-Lindgren","Skogsgatan 970
81361 Trollhättan"
"Helene Samuelsson","Furuvägen 0
73165 Mölndal"
"Bengt Lindblom","Industrigatan 6
13792 Uppsala"
"Viola Andersson","Åkerstigen 603
55857 Landskrona"
"Linnéa Jansson","Skogsgatan 616
89926 Örebro"
"Gunnar Hedberg","Åkergatan 3
81728 Landskrona"
"Alexandra Carlsson","Industrivägen 153
48369 Borlänge"
"Michaela Nord","Kyrkgatan 0
70795 Skövde"
"Leon Norberg","Kyrkgränd 49
45354 Mölndal"
"Noah Wahlström","Granvägen 2
19110 Varberg"
"Philip Samuelsson","Industrigatan 1
15295 Landskrona"
"Barbro Andersen Dahlqvist","Backvägen 01
27738 Falun"
"Ove Omar","Skolstigen 2
98018 Sandviken"
"Leo Lundblad","Storstigen 16
26752 Lidköping"
"Anna Andersson","Ekgränd 074
92466 Trollhättan"
"Gunnar Johnson","Skolstigen 9
44703 Luleå"
"Susanna Lind","Grantorget 700
29733 Mölndal"
"Marianne Svensson Österberg","Trädgårdsvägen 6
21437 Halmstad"
"Katarina Lindberg","Grangatan 5
63775 Södertälje"
"Anna Wallin","Nyvägen 791
15655 Landskrona"
"Eva Storm","Industrigatan 2
87104 Nyköping"
"Alfons Sandberg-Magnusson","Stationsgatan 368
69658 Trollhättan"
"Karl Söderström","Industrigränd 4
29911 Trollhättan"
"Sara Larsson","Bäcktorget 51
34136 Uddevalla"
"Theodor Svahn","Storgatan 8
58173 Skövde"
"Gunnar Jonsson","Trädgårdsvägen 355
61148 Kalmar"
"Linda Pettersson","Stationsstigen 42
78341 Eskilstuna"
"Teresia Hansson","Aspvägen 772
58317 Norrköping"
"Yvonne Lindgren-Larsson","Aspgränd 4
68369 Umeå"
"Melissa Boman","Industrigatan 72
33734 Falun"
"Maria Nord","Villagatan 530
61783 Halmstad"
"Morgan Danielsson","Parkgatan 76
38854 Varberg"
"Mattias Andrén","Ängsgatan 902
31844 Halmstad"
"Elisabet Gustafsson-Eriksson","Aspgatan 2
85629 Södertälje"
"Olle Karlsson Ekholm","Parkgränd 78
65871 Karlskoga"
"Gunnar Lindholm","Aspgränd 22
55155 Malmö"
"Jonny Kristoffersson Nilsson","Kyrkgatan 8
98960 Östersund"
"Kenneth Melander Lindberg","Industrivägen 154
70580 Luleå"
"Alexander Olsson","Björkstigen 9
79385 Sundsvall"
"John Åkerlund","Villagränd 325
84849 Borås"
"Maria Andersson","Kvarntorget 60
49017 Karlskrona"
"Andreas Stenlund","Järnvägstorget 301
11093 Piteå"
"Jessica Marklund","Skogsstigen 6
71494 Örebro"
"Viola Andersson","Kyrkvägen 638
54707 Landskrona"
"Magnus Nilsson","Åkergatan 78
42151 Örnsköldsvik"
"Gunnar Löfgren","Järnvägsgatan 6
47095 Växjö"
"Markus Axelsson-Ekman","Bäcktorget 628
36773 Motala"
"Helena Johansson","Genvägen 2
21307 Borås"
"Inez Dahlström-Gunnarsson","Åkertorget 16
89105 Stockholm"
"Rikard Wiberg","Kyrkvägen 0
19723 Ängelholm"
"Astrid Larsen","Villagränd 552
97907 Falun"
"Mikael Lund","Idrottsgatan 624
43952 Kristianstad"
"Lars Axelsson","Furugatan 9
10581 Nyköping"
"Johanna Svensson","Åkervägen 2
56023 Södertälje"
"Loke Hedlund","Gengatan 0
81970 Lidingö"
"Gunnar Sjödin","Björkvägen 852
65595 Göteborg"
"Philip Magnusson","Ängsstigen 1
91013 Borlänge"
"Ivan Magnusson","Villagatan 61
74191 Karlskrona"
"Madeleine Johansson","Gentorget 1
84290 Östersund"
"Arne Nordström","Strandtorget 75
65928 Borås"
"Jan Andersson-Lindberg","Granvägen 6
39580 Falun"
"Marie Jansson","Fabriksstigen 932
63329 Mölndal"
"Åke Forsberg","Furuvägen 687
92897 Sundsvall"
"Karl Svensson","Parktorget 98
80269 Eskilstuna"
"Anton Pettersson","Backgatan 78
10773 Kalmar"
"Gunnar Sjögren-Hansen","Kyrkogatan 91
50096 Norrköping"
"Wilhelm Karlsson","Fabriksvägen 059
26261 Falun"
"Eva Pettersson","Bäckvägen 038
34594 Södertälje"
"Kristina Axelsson","Storgatan 667
62511 Alingsås"
"Elvy Edvardsson","Bäckvägen 5
62064 Trollhättan"
"Lars Hagberg","Gengatan 18
56301 Varberg"
"Rolf Svensson","Aspgatan 58
45477 Karlskrona"
"Ingeborg Petersson","Fabriksgränd 421
90772 Ängelholm"
"Anna Olsson","Nyvägen 6
88598 Östersund"
"Anita Pettersson","Stortorget 72
27561 Mölndal"
"Gunnar Svanberg Olsson","Storgatan 0
52099 Trelleborg"
"Paulina Strand","Skoltorget 14
48335 Jönköping"
"Sven Karlsson","Nystigen 178
75481 Landskrona"
"Emelie Magnusson","Industristigen 30
17727 Piteå"
"Anna Olsson","Bäckgränd 9
33441 Ängelholm"
"Jan Edberg","Furutorget 040
14486 Växjö"
"Ann Persson","Parkgränd 85
94540 Uppsala"
"Kevin Möller","Industrigränd 8
74183 Motala"
"Bengt Svensson","Kyrkgatan 76
26290 Piteå"
"Inger Borg","Aspvägen 26
78654 Linköping"
"Gunnar Westman","Björkvägen 904
97906 Stockholm"
"Gustav Höglund Andersson","Grangatan 13
69185 Varberg"
"Stig Jonsson","Industristigen 62
40588 Norrköping"
"Mikaela Hägg Johnsson","Bäckgränd 63
67120 Mölndal"
"Linnéa Karlsson","Järnvägsvägen 808
68524 Alingsås"
"Rebecca Karlsson","Idrottsvägen 7
45288 Trelleborg"
"Margareta Åberg","Kyrkotorget 070
26669 Borås"
"Liam Svensson","Kyrkogränd 648
49638 Västerås"
"Anna-Lena Johansson-Eriksson","Kyrkogatan 242
79398 Helsingborg"
"Lars Åkesson","Grantorget 3
89569 Motala"
"Gunnel Höglund","Trädgårdsgatan 146
14383 Mölndal"
"Johan Ohlsson","Furuvägen 409
25120 Örebro"
"Agnes Bengtsson-Axelsson","Stationsgränd 589
84406 Karlskoga"
"Elisabet Ekberg","Industrivägen 1
61631 Linköping"
"Sofia Andersson","Industristigen 167
14576 Lund"
"Simon Ström","Parktorget 053
24715 Uppsala"
"Elisabet Åström-Johansson","Parkstigen 733
21597 Nyköping"
"John Hägg","Björkvägen 0
73174 Östersund"
"Abdullahi Nilsson","Ringstigen 634
39056 Lidköping"
"Oliver Johansson-Persson","Ekvägen 143
83877 Lund"
"Gunnel Jensen","Ängsgatan 081
25088 Landskrona"
"Oskar Larsson","Aspstigen 855
71300 Karlstad"
"Mattias Lundmark","Kyrktorget 801
52776 Karlstad"
"Erik Björklund Eriksson","Aspstigen 4
96364 Västerås"
"Greta Jensen","Ekvägen 3
74289 Helsingborg"
"Stig Rosengren","Idrottstorget 85
15510 Lund"
"Ulla Andersson","Ängsstigen 06
76451 Ängelholm"
"Herbert Persson","Åkergränd 7
37395 Lidköping"
"Birgit Mårtensson","Ängsvägen 6
48495 Malmö"
"Carina Nielsen","Strandgränd 3
13951 Lidköping"
"Gunnel Jensen-Hansson","Ängsvägen 3
64825 Gävle"
"Torgny Jensen","Nystigen 976
23484 Västerås"
"Ingrid Håkansson","Industrigatan 8
53568 Malmö"
"Ella Åström","Genvägen 588
45692 Trollhättan"
"Elisabeth Eriksson-Wiklund","Ekstigen 7
29440 Karlstad"
"Emma Persson","Kyrkogatan 5
87561 Lidköping"
"Margareta Forsberg","Asptorget 4
19092 Västerås"
"Yvonne Karlsson","Kyrkovägen 361
43040 Södertälje"
"Elisabeth Svensson","Nystigen 58
84213 Landskrona"
"Alex Hallberg","Bäckvägen 8
59951 Örnsköldsvik"
"Gunvor Andersson","Idrottsgränd 2
59790 Växjö"
"Angelica Bodin","Grangatan 250
98875 Kristianstad"
"Mohammed Söderman","Åkervägen 80
96372 Eskilstuna"
"Elisabet Olsson-Olsson","Storgatan 0
47260 Norrköping"
"Cecilia Sjöberg","Skogsgränd 9
35454 Borlänge"
"Pia Persson","Fabriksgränd 644
62272 Karlstad"
"Doris Mattsson","Kvarngatan 4
95550 Trollhättan"
"Margaretha Söderqvist","Grangatan 4
15690 Luleå"
"Emma Larsson","Gengränd 430
11964 Uppsala"
"Nils Hansson","Järnvägsgatan 031
53904 Malmö"
"Gustaf Andersson","Genvägen 552
22490 Södertälje"
"Samuel Ström","Järnvägsvägen 0
85347 Uddevalla"
"Anna Axelsson-Johansson","Björkgatan 4
89054 Varberg"
"Louise Lindberg-Augustsson","Grantorget 9
56691 Eskilstuna"
"Bengt Karlsson-Eriksson","Skogsgränd 0
71405 Landskrona"
"Clara Holmberg","Industrivägen 6
69154 Lidingö"
"Helén Eriksson","Idrottstorget 89
12511 Motala"
"Dennis Söderlund","Industritorget 42
75208 Kalmar"
"Julia Ericsson","Furuvägen 1
21847 Piteå"
"Astrid Karlsson","Trädgårdsgatan 000
61394 Karlskoga"
"Gustaf Bertilsson Blomqvist","Storgatan 143
69755 Gävle"
"Anders Andersson","Skoltorget 096
41830 Lund"
"Viktoria Olofsson","Parkgränd 4
46894 Karlskoga"
"Ingegerd Nilsson","Granstigen 82
84382 Skövde"
"Petra Johansson","Genvägen 355
88404 Växjö"
"Tommy Jonsson","Kyrkostigen 7
32406 Göteborg"
"Maria Lindqvist","Parkvägen 65
15178 Lidingö"
"Maria Andersson","Ängsstigen 68
54821 Lidköping"
"Fredrik Pettersson","Skolvägen 592
12010 Lidköping"
"Sune Ahmed Nyström","Parkgatan 2
45038 Sandviken"
"Gustaf Jansson-Boman","Parktorget 81
51711 Karlskrona"
"Greta Gustavsson","Parktorget 60
33616 Uppsala"
"Axel Sandström","Stationsgränd 9
65107 Kristianstad"
"Lennart Danielsson Franzén","Parkvägen 3
60584 Östersund"
"Johannes Carlsson","Skolgränd 079
49234 Lidköping"
"Göran Karlsson","Furustigen 464
67702 Östersund"
"Björn Borg","Ekgatan 5
59354 Karlskoga"
"Elliot Nyström","Parkgatan 392
63476 Trelleborg"
"Lars Johansson","Kyrkogränd 992
78287 Skellefteå"
"James Holgersson","Kvarngatan 588
82655 Sundsvall"
"Gustaf Jonsson","Storgränd 5
47969 Södertälje"
"Emil Österberg","Furugatan 204
94645 Landskrona"
"Julia Olsson","Industristigen 01
12619 Skövde"
"Monica Brännström","Skolgatan 9
81820 Norrköping"
"Mikael Karlsson","Granvägen 14
64266 Luleå"
"Eva Johansson-Axelsson","Villagatan 86
75360 Varberg"
"Margareta Karlberg","Skogsstigen 2
90769 Umeå"
"Lilian Jarl","Kyrkgränd 24
82917 Linköping"
"Leon Andersson","Aspstigen 26
57954 Kalmar"
"Bo Andersson","Parktorget 829
64742 Uppsala"
"Gustaf Jonsson","Ängstorget 41
75115 Göteborg"
"Josefine Larsson","Kyrkvägen 989
84777 Skellefteå"
"Pontus Ingvarsson","Strandgränd 898
14834 Trollhättan"
"Gustav Lundqvist","Backtorget 817
21795 Malmö"
"Karin Löf","Björkgränd 16
31760 Uddevalla"
"Kristina Borg","Kvarnstigen 8
25307 Luleå"
"Thomas Svensson","Nystigen 625
71958 Lund"
"Christina Boman","Järnvägsgatan 8
24285 Karlstad"
"Stefan Edlund","Fabriksgatan 5
29135 Sundsvall"
"Fredrik Skoog","Granstigen 4
83095 Piteå"
"Gustaf Olsson","Skolgränd 08
47970 Alingsås"
"Rickard Marklund","Trädgårdsvägen 421
22845 Nyköping"
"Thea Lindberg","Strandgränd 68
39076 Falun"
"Dag Lundqvist","Åkergatan 45
63805 Lidköping"
"Adam Johansson-Olsson","Skogsvägen 52
71485 Nyköping"
"Elise Larsson","Kyrkogränd 072
54992 Kristianstad"
"Anders Johannesson-Nilsson","Kyrkgatan 310
17650 Alingsås"
"Annica Karlberg","Kvarntorget 3
77737 Luleå"
"Hans Sjölander","Parkgatan 3
74897 Luleå"
"Malin Melander","Idrottsvägen 7
59167 Sundsvall"
"Gustaf Åkesson Lindqvist","Kvarngränd 529
86957 Örebro"
"Viktoria Norgren-Nordström","Kyrkvägen 92
13923 Linköping"
"Morgan Persson","Industrigatan 7
80959 Linköping"
"Dan Olsson","Industrivägen 0
15201 Kalmar"
"Elin Bäckström","Aspgränd 071
37966 Helsingborg"
"Hanna Lindberg","Industrigatan 9
51758 Gävle"
"Juhani Sjölund","Gentorget 1
16490 Karlskoga"
"Ferdinand Carlsson","Furustigen 61
81607 Motala"
"Hjalmar Åkerman","Furugatan 2
95510 Stockholm"
"Jonathan Larsson","Aspgränd 25
30980 Nyköping"
"Gustav Andersson","Stationsgränd 0
97080 Helsingborg"
"Nils Kjellberg","Kyrkogränd 3
95702 Nyköping"
"Viola Sköld","Skoltorget 91
83539 Uddevalla"
"Mikael Lindholm-Söderlund","Genvägen 657
26874 Jönköping"
"Birgitta Jonsson","Industrigränd 7
95900 Kristianstad"
"Liam Norman","Strandvägen 99
78692 Sundsvall"
"Charlotta Lundell-Larsen","Bäckstigen 977
12318 Skellefteå"
"Maria Johansson","Trädgårdsgatan 62
26205 Växjö"
"Gunilla Berg","Bäckvägen 92
47684 Landskrona"
"Ove Eriksson","Storstigen 1
92290 Linköping"
"Gustav Bergqvist","Aspgatan 94
51965 Karlskrona"
"Barbro Selin","Ringvägen 91
39376 Norrköping"
"Viking Nilsson","Ängsvägen 95
58632 Piteå"
"Anders Gustafsson","Fabriksvägen 895
91146 Göteborg"
"Arne Ahlgren","Asptorget 68
99424 Skövde"
"Robin Lindmark","Parkgatan 39
94344 Luleå"
"Ellen Lindqvist Eriksson","Kvarnvägen 4
31170 Helsingborg"
"Anders Möller","Ekvägen 2
18929 Örebro"
"Rasmus Törnqvist","Kvarngatan 99
30951 Lidköping"
"Oskar Wang","Bäckgatan 35
16526 Uppsala"
"Gustav Brink","Skogstorget 62
23074 Borås"
"Anton Björklund","Gengatan 16
54617 Halmstad"
"Kerstin Eriksson","Idrottsgränd 266
49920 Uddevalla"
"Irene Sjölin Burman","Kyrkovägen 12
67817 Sundsvall"
"Wilma Mohammad","Backgatan 264
87728 Södertälje"
"Emil Byström","Stationsstigen 260
11409 Motala"
"Birgit Engdahl","Skogsgatan 454
23219 Borås"
"Ingemar Ljungqvist-Nordström","Industrigatan 474
15443 Växjö"
"Ingrid Hedström-Lindberg","Backstigen 58
83755 Motala"
"Mikael Fransson","Gengränd 074
46769 Kalmar"
"Gustav Isaksson","Björkvägen 19
92041 Varberg"
"Bianca Davidsson","Björkgatan 3
61295 Södertälje"
"Ann Andersson Hosseini","Parkgränd 0
94450 Trollhättan"
"Mikael Holm","Kvarnvägen 639
69768 Växjö"
"Viktor Johansson","Bäckgränd 208
45534 Falun"
"Eleonor Larsson","Skolgatan 24
68222 Motala"
"Hjördis Alm","Åkergatan 6
46560 Trelleborg"
"Lea Johansson","Idrottsgränd 73
45379 Lidköping"
"Ingrid Dahlin Larsson","Furugatan 621
51730 Mölndal"
"Anita Möller","Furugatan 5
41908 Trelleborg"
"Gustav Johansson Bengtsson","Furugränd 369
87442 Karlskoga"
"Erik Melander","Furugatan 22
26772 Stockholm"
"Lowe Andersson-Johansson","Aspgatan 8
16212 Linköping"
"Jennie Petersson","Ekvägen 054
13881 Karlskoga"
"Margareta Söderberg-Alm","Järnvägsvägen 74
17265 Karlskoga"
"Ida Bengtsson","Strandtorget 350
55718 Malmö"
"Bodil Sjölund","Furustigen 848
56110 Norrköping"
"Jennie Svensson","Björkvägen 55
56372 Nyköping"
"Elisabet Nygren","Stationsgatan 8
32633 Kristianstad"
"Agneta Hjelm","Skogsgatan 688
73182 Mölndal"
"Gustav Johansson-Mohammadi","Industrivägen 761
38345 Växjö"
"Sigvard Larsson","Kvarngränd 21
74604 Luleå"
"Gunnar Aronsson","Industrigatan 41
23033 Västerås"
"Laila Samuelsson Nylén","Skogsstigen 73
93741 Skövde"
"Elisabeth Gustavsson","Furugränd 1
11256 Stockholm"
"Malin Bergvall","Kvarngränd 741
88788 Trelleborg"
"Ismail Jakobsson","Villagatan 0
27461 Västerås"
"Bertil Sjöberg-Nygren","Nyvägen 696
65653 Trollhättan"
"Christina Gustafsson","Nyvägen 26
30801 Trelleborg"
"Arne Höglund","Fabrikstorget 1
49974 Alingsås"
"Gustav Niklasson","Järnvägsstigen 629
61513 Borlänge"
"Peter Wester-Sundberg","Ängstorget 758
94250 Lidingö"
"Mattias Eriksson-Karlsson","Stationsstigen 38
88339 Lund"
"Karin Helgesson","Villagränd 6
68840 Lidköping"
"Rebecca Holmberg","Aspgränd 99
88947 Kalmar"
"Ethel Granath","Storgränd 16
50557 Lidingö"
"Jacob Jönsson","Backvägen 410
50251 Luleå"
"Katharina Karlsson Nilsson","Stortorget 69
40906 Västerås"
"Emelie Svensson Wester","Skogsgränd 2
22929 Eskilstuna"
"Viktoria Åkerlund","Villavägen 4
71911 Göteborg"
"Gustav Nilsson","Villagatan 358
56821 Eskilstuna"
"Alma Öhman","Industrigatan 848
20122 Alingsås"
"Nanna Olsson","Fabriksgränd 13
36264 Stockholm"
"Arthur Lundström","Kyrkostigen 262
83813 Falun"
"Hans Persson","Furugatan 43
93081 Sandviken"
"Andreas Wallin","Ekgränd 34
22611 Uppsala"
"Carl Vikström","Björkgränd 4
84515 Karlskoga"
"Harry Johansson-Ekström","Björkvägen 704
99852 Norrköping"
"Katarina Persson","Järnvägsstigen 6
50912 Piteå"
"Martina Eriksson","Åkergatan 72
94106 Alingsås"
"Gustav Nyberg-Larsson","Furugatan 821
36971 Luleå"
"Björn Nilsson","Idrottsgränd 5
54841 Nyköping"
"Thomas Olsson","Granvägen 725
65274 Norrköping"
"Gun Holmberg Karlsson","Strandgränd 3
38255 Uddevalla"
"Sofie Nilsson","Genvägen 87
44876 Borlänge"
"Gustav Skoglund","Skogsgatan 24
70320 Östersund"
"Kent Hasan Göransson","Parkvägen 365
94399 Falun"
"Axel Engström","Björkvägen 6
72874 Sandviken"
"Petra Lindgren","Gentorget 1
68776 Umeå"
"Sara Nilsson","Industrigränd 11
84357 Piteå"
"Gustav Olsson","Furuvägen 63
55087 Göteborg"
"Johan Björk-Eriksson","Järnvägsgatan 43
97725 Motala"
"Simon Lindquist","Kyrkogränd 740
29288 Karlskoga"
"Leif Johansson Wahlgren","Grantorget 64
90606 Malmö"
"Simon Wahlström","Kvarntorget 4
47093 Borås"
"Ingrid Claesson","Järnvägsgatan 0
41334 Karlstad"
"Eva Vikström","Nyvägen 70
85153 Västerås"
"Carl Hultman","Backgränd 76
19958 Örebro"
"Anna Persson Engdahl","Strandvägen 1
10978 Norrköping"
"Linn Green","Bäckgränd 12
68795 Borlänge"
"Gustav Pettersson","Gengränd 8
97768 Karlskoga"
"Moa Oskarsson-Johansson","Backgatan 3
61404 Stockholm"
"Hans Nordström Ali","Ekgränd 08
33556 Västerås"
"Tim Andersson","Aspgatan 49
80256 Nyköping"
"Pernilla Holm","Industrivägen 7
18007 Trollhättan"
"Johan Sandell","Villagatan 0
40680 Varberg"
"Helén Lundberg","Trädgårdsgatan 52
60973 Karlskoga"
"Robert Bergström","Åkertorget 7
69600 Uddevalla"
"Sven Johansson","Kyrkgatan 6
51167 Ängelholm"
"Agneta Hansen","Backgatan 88
52486 Alingsås"
"Göran Bergqvist","Idrottsstigen 5
96348 Södertälje"
"Anna Mårtensson","Skoltorget 50
85721 Södertälje"
"Alf Brink","Stationsgränd 558
16939 Alingsås"
"Nathalie Pettersson","Skogstorget 7
82446 Uddevalla"
"Sophia Englund","Nygränd 0
63910 Lidköping"
"Nils Svensson","Skolgränd 62
89151 Sundsvall"
"Karin Rosenqvist","Trädgårdsgatan 4
96253 Karlstad"
"Petra Magnusson","Fabriksstigen 267
98962 Lidingö"
"Tore Forsberg","Björkgatan 552
68385 Jönköping"
"Ahmad Karlsson","Parkvägen 7
24276 Helsingborg"
"Göran Jansson","Skolvägen 695
28164 Trelleborg"
"Oliver Bergström","Grangränd 51
67739 Kristianstad"
"Nils Gustafsson","Järnvägsgatan 26
34709 Södertälje"
"Allan Mårtensson","Strandgatan 0
19828 Skellefteå"
"Julia Söderström","Skolvägen 757
69360 Kalmar"
"Ester Eliasson","Grangatan 88
71428 Sandviken"
"Louise Hellström","Strandgatan 33
87548 Trollhättan"
"Bertil Österberg","Parkvägen 15
20489 Karlstad"
"Leif Robertsson","Trädgårdsvägen 69
91536 Gävle"
"Kerstin Pettersson","Åkervägen 9
67789 Norrköping"
"Göran Lindström-Rydén","Kyrkgatan 48
34369 Trollhättan"
"Gun Andersson","Idrottsvägen 7
27036 Västerås"
"Carl Ljungqvist Johansson","Björkstigen 173
96186 Helsingborg"
"Nils Jansson","Bäckstigen 4
60139 Nyköping"
"Isak Andersson","Järnvägsvägen 696
40821 Växjö"
"Cecilia Israelsson","Idrottsvägen 9
22171 Malmö"
"Johan Svensson Norén","Strandgränd 604
83818 Växjö"
"John Hagström","Industrivägen 94
41504 Uddevalla"
"Sofia Karlsson-Andersson","Parkvägen 911
65304 Malmö"
"Sven Andersson","Gengatan 043
41477 Halmstad"
"Göran Nord","Skolgränd 18
60187 Göteborg"
"Maja Larsen","Aspgränd 37
71359 Västerås"
"Christian Eklund","Skolgatan 90
55867 Borås"
"Jim Adolfsson Nilsson","Bäckgränd 079
71669 Ängelholm"
"Jan Olofsson","Kyrkvägen 08
65638 Uppsala"
"Viola Landin-Andersson","Strandvägen 4
28309 Örnsköldsvik"
